Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,37.294410740155904,43.835760657397735,168.83496157884218,177.28413933356683,118.72351770824768,121.9499306140214,210.7879769904893,214.91702258887423,"0.493, 0.473","0.501, 0.478","0.507, 0.578","0.521, 0.589","0.399, 0.639","0.390, 0.646","0.471, 0.753","0.453, 0.784","0.535, 0.659","0.543, 0.684","0.474, 0.900","0.418, 0.970","0.573, 0.449",Preparation
1,0.03335445782328808,39.14868106914828,44.22415068325673,170.26345057467958,177.15738932793272,116.52336449553867,121.29545430093259,210.58916042281504,214.50951834194683,"0.497, 0.473","0.500, 0.477","0.511, 0.578","0.521, 0.590","0.396, 0.637","0.389, 0.643","0.469, 0.754","0.453, 0.782","0.536, 0.659","0.543, 0.684","0.472, 0.900","0.421, 0.967","0.573, 0.449",Preparation
2,0.06670891564657616,39.94024514693946,44.7819407496016,171.67292660789155,177.37487621783526,116.27115122680546,120.93547635805291,209.03681954846422,214.0244616362358,"0.503, 0.475","0.500, 0.477","0.514, 0.578","0.521, 0.590","0.397, 0.636","0.388, 0.641","0.468, 0.756","0.453, 0.781","0.536, 0.659","0.542, 0.683","0.471, 0.900","0.423, 0.965","0.573, 0.449",Preparation
3,0.10006337346986424,40.632408255102035,45.15662637297433,173.06868637068868,177.61974905661089,116.19165953072073,120.73784717073353,208.76587509906878,213.77000268982854,"0.504, 0.477","0.499, 0.477","0.516, 0.578","0.521, 0.591","0.398, 0.635","0.388, 0.640","0.468, 0.756","0.453, 0.779","0.537, 0.661","0.542, 0.682","0.471, 0.900","0.424, 0.963","0.574, 0.449",Preparation
4,0.13341783129315232,41.57476897799864,45.660394147976234,174.26083360274595,177.83698285085075,116.03075408457867,120.2319384821874,208.9078295194903,213.91147331295966,"0.504, 0.478","0.499, 0.477","0.518, 0.578","0.521, 0.591","0.398, 0.635","0.387, 0.639","0.468, 0.756","0.453, 0.779","0.537, 0.661","0.542, 0.681","0.470, 0.900","0.425, 0.962","0.575, 0.449",Preparation
5,0.1667722891164404,42.1551621074181,46.21755335912431,175.1450611715395,178.14061493979787,115.87698383312907,119.62159249203744,209.25572096287914,214.13524358255924,"0.505, 0.478","0.499, 0.477","0.518, 0.578","0.521, 0.591","0.398, 0.634","0.386, 0.638","0.468, 0.756","0.453, 0.779","0.537, 0.662","0.542, 0.681","0.469, 0.900","0.425, 0.963","0.575, 0.449",Preparation
6,0.20012674693972848,42.68968404696058,46.96934536681614,174.09926635118833,178.01446882213023,114.08948875918381,118.23025832256562,209.70641444303627,214.80018129197583,"0.505, 0.478","0.499, 0.478","0.518, 0.579","0.521, 0.591","0.395, 0.634","0.384, 0.637","0.467, 0.757","0.453, 0.779","0.538, 0.664","0.542, 0.681","0.468, 0.900","0.425, 0.963","0.577, 0.449",Preparation
7,0.23348120476301656,43.33324785186287,47.708037098352676,173.74772864010677,177.92786422796465,112.52749116872704,117.07083871663093,210.80111798913006,215.50637204815106,"0.505, 0.479","0.499, 0.479","0.518, 0.580","0.521, 0.593","0.392, 0.633","0.383, 0.636","0.466, 0.757","0.454, 0.779","0.538, 0.665","0.542, 0.681","0.467, 0.901","0.425, 0.962","0.578, 0.449",Preparation
8,0.26683566258630464,44.04541519848325,48.02653246189454,173.42198539933307,177.55955046515916,110.89887473923467,116.1586555615998,211.7064550183772,216.26744713792073,"0.505, 0.479","0.499, 0.480","0.518, 0.582","0.521, 0.594","0.389, 0.632","0.381, 0.636","0.466, 0.756","0.454, 0.779","0.538, 0.667","0.542, 0.682","0.467, 0.901","0.424, 0.962","0.580, 0.449",Preparation
9,0.30019012040959275,43.84077723311665,48.40246714712305,173.28009587968978,177.53035123059365,110.80472439923437,114.88453508851678,212.32442276605244,216.98557991746551,"0.505, 0.478","0.499, 0.480","0.517, 0.583","0.521, 0.596","0.390, 0.632","0.380, 0.635","0.468, 0.755","0.454, 0.775","0.538, 0.668","0.542, 0.684","0.467, 0.901","0.424, 0.961","0.580, 0.449",Preparation
