Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,118.09195774506756,29.818895769380998,229.2434676051677,156.82980244064285,143.4333221365635,141.75476244990443,201.39465672696267,200.70328706592883,"0.501, 0.416","0.521, 0.439","0.532, 0.411","0.533, 0.560","0.426, 0.630","0.429, 0.644","0.466, 0.758","0.461, 0.772","0.560, 0.367","0.576, 0.639","0.456, 0.903","0.443, 0.925","0.570, 0.388",Preparation
1,0.03336113427856547,24.35006473108856,30.120721258678785,157.69877520286943,157.7879065396803,144.25293999603335,142.37304061795083,201.82308297572806,200.70974981456345,"0.502, 0.417","0.519, 0.439","0.512, 0.523","0.532, 0.560","0.429, 0.630","0.429, 0.643","0.468, 0.759","0.461, 0.772","0.558, 0.609","0.575, 0.639","0.455, 0.904","0.442, 0.925","0.573, 0.390",Preparation
2,0.06672226855713094,24.89945017697869,30.712664282970223,158.68571799372404,158.87771442182782,145.62016476104887,142.91914605527555,201.06274389381542,200.7128857926891,"0.503, 0.417","0.517, 0.440","0.516, 0.533","0.532, 0.561","0.431, 0.630","0.429, 0.643","0.468, 0.760","0.461, 0.772","0.557, 0.611","0.575, 0.640","0.454, 0.905","0.442, 0.925","0.576, 0.390",Preparation
3,0.1000834028356964,25.5669435530558,30.795986759776664,160.27728882437378,157.7802923521799,145.86177335366992,143.19154008228637,201.44566873375956,200.5100668307831,"0.504, 0.418","0.517, 0.443","0.518, 0.535","0.532, 0.566","0.432, 0.630","0.430, 0.642","0.469, 0.761","0.461, 0.772","0.556, 0.611","0.575, 0.641","0.454, 0.906","0.442, 0.925","0.577, 0.390",Preparation
4,0.13344453711426188,22.78250114591432,30.47298966769266,156.2524068297397,158.04266386117746,146.22549638274944,143.85511924983163,200.81630493596194,200.08935871540288,"0.504, 0.421","0.517, 0.443","0.512, 0.534","0.532, 0.565","0.432, 0.631","0.431, 0.642","0.468, 0.763","0.461, 0.772","0.556, 0.619","0.574, 0.641","0.453, 0.907","0.442, 0.925","0.580, 0.391",Preparation
5,0.16680567139282734,20.649599998000333,30.63908312656486,152.05471805490924,159.13315515262383,145.7867702677751,143.80847383697656,200.97699999484485,200.63404641454295,"0.504, 0.424","0.516, 0.444","0.507, 0.535","0.532, 0.564","0.432, 0.631","0.432, 0.642","0.468, 0.763","0.462, 0.772","0.556, 0.621","0.574, 0.641","0.453, 0.908","0.442, 0.925","0.580, 0.393",Preparation
6,0.2001668056713928,19.21505889647617,30.377118195808976,149.46886623761543,159.27064174434958,145.91645838150853,144.32309550981833,200.31115720977388,200.68081727549537,"0.504, 0.424","0.516, 0.444","0.504, 0.534","0.532, 0.564","0.432, 0.631","0.433, 0.642","0.467, 0.762","0.463, 0.773","0.556, 0.622","0.574, 0.641","0.453, 0.909","0.442, 0.925","0.580, 0.393",Preparation
7,0.23352793994995827,20.998899317816814,30.819733556508794,151.74576548723965,159.9818467718114,145.9810074642461,143.8488592820692,199.31709509156713,201.08362755703683,"0.504, 0.425","0.516, 0.444","0.507, 0.536","0.532, 0.563","0.431, 0.630","0.433, 0.639","0.465, 0.762","0.464, 0.771","0.556, 0.622","0.573, 0.642","0.453, 0.909","0.442, 0.925","0.580, 0.392",Preparation
8,0.26688907422852376,22.153316984468596,31.102637345165686,152.88352706864868,160.5182036668644,145.66899723331312,143.56675210155396,199.03858256851203,201.57961002775266,"0.504, 0.425","0.516, 0.444","0.508, 0.536","0.532, 0.563","0.430, 0.629","0.433, 0.638","0.465, 0.761","0.465, 0.771","0.556, 0.620","0.573, 0.642","0.453, 0.909","0.442, 0.926","0.581, 0.390",Preparation
9,0.3002502085070892,22.594114549758892,31.298439721634868,152.96351772446653,161.04390563364055,145.55814882360545,143.70593905271727,198.9423317664676,201.60771381987757,"0.504, 0.425","0.516, 0.444","0.509, 0.537","0.533, 0.562","0.430, 0.628","0.433, 0.637","0.465, 0.760","0.464, 0.771","0.556, 0.619","0.573, 0.642","0.453, 0.909","0.441, 0.926","0.581, 0.389",Preparation
