Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose"
0.0,27.229846086666225,30.260616647996958,156.27149761048622,154.3660947847448,130.67001675047936,128.39494597453736,207.12331878294756,209.69112022610898,"0.4917519986629486, 0.4411448538303375","0.5047478675842285, 0.4484282433986664","0.4868614077568054, 0.5447899699211121","0.5005261301994324, 0.5489242076873779","0.40738028287887573, 0.5876858830451965","0.41273173689842224, 0.5919445753097534","0.4538493752479553, 0.7196524143218994","0.458402156829834, 0.725041925907135","0.517013430595398, 0.6232283711433411","0.5355777740478516, 0.6305940747261047","0.4344668388366699, 0.8625441789627075","0.4296993315219879, 0.8761922717094421","0.5622043609619141, 0.420881450176239"
0.033288948069241014,27.152497234726557,31.46828100975499,156.49117642435328,159.16819494143297,129.90338265815538,127.82140638406462,207.65039088332682,210.7750735926089,"0.49237531423568726, 0.44075050950050354","0.5020938515663147, 0.44842490553855896","0.4867812693119049, 0.5393375158309937","0.5005130171775818, 0.5452880859375","0.4071264863014221, 0.5860530138015747","0.4117812514305115, 0.5907167792320251","0.4539347290992737, 0.7168084383010864","0.458953857421875, 0.7219210863113403","0.5172568559646606, 0.621895432472229","0.530484676361084, 0.6280983090400696","0.434269517660141, 0.8575556874275208","0.4294320046901703, 0.8738012313842773","0.5624678730964661, 0.4191887378692627"
0.06657789613848203,28.6052051626919,32.00153975730266,157.90287205344612,160.68226863768837,128.91252084531916,127.54951037363905,207.8881793157124,210.9076485768626,"0.4923728108406067, 0.44068068265914917","0.5021264553070068, 0.4466181695461273","0.4882788062095642, 0.5397516489028931","0.5011537075042725, 0.5429357886314392","0.40660399198532104, 0.5835846662521362","0.41170746088027954, 0.5881102681159973","0.45396852493286133, 0.7129029035568237","0.45898985862731934, 0.7189381718635559","0.517798662185669, 0.6220580339431763","0.5300716161727905, 0.6281784772872925","0.43469685316085815, 0.8540981411933899","0.4295864701271057, 0.8696810603141785","0.5626819729804993, 0.4164348244667053"
0.09986684420772304,27.490287198808275,31.68503475551735,156.8675888044398,161.77903990278324,128.29278410327126,127.26739434578995,208.56156679911908,211.20116554237055,"0.49254313111305237, 0.4379890561103821","0.5026091933250427, 0.4438301622867584","0.4867123067378998, 0.5352092981338501","0.5011446475982666, 0.5378320217132568","0.40660327672958374, 0.5814561247825623","0.41151848435401917, 0.5863873362541199","0.4551987648010254, 0.7094876170158386","0.4589892029762268, 0.7157225012779236","0.5165771245956421, 0.6186176538467407","0.5286837816238403, 0.6260960698127747","0.4357789158821106, 0.8516829609870911","0.4295908510684967, 0.8663156628608704","0.5631269812583923, 0.4135309159755707"
0.13315579227696406,25.89371142866321,29.351597251994452,156.0393994078922,162.84835586122978,128.78358549623465,127.2834411070223,208.4647605721817,211.34472478175243,"0.4950834810733795, 0.43398791551589966","0.5026732683181763, 0.43977275490760803","0.4866696000099182, 0.5324176549911499","0.49762463569641113, 0.5344651937484741","0.40863823890686035, 0.5791189670562744","0.41113361716270447, 0.5839967131614685","0.45641690492630005, 0.7073392868041992","0.45895451307296753, 0.7131828665733337","0.5151969194412231, 0.6149170994758606","0.5185421705245972, 0.6177429556846619","0.4364399015903473, 0.8489828109741211","0.42982277274131775, 0.8626117706298828","0.5642740726470947, 0.41004443168640137"
0.16644474034620507,25.706970728571626,28.333776235013108,158.75311764444007,162.5084026496299,128.90848648822617,127.90428356808974,208.3589578635032,211.18092929861646,"0.4949900507926941, 0.43258482217788696","0.5027128458023071, 0.4371253550052643","0.48649853467941284, 0.5312669277191162","0.49682360887527466, 0.5327785611152649","0.40859469771385193, 0.5785253643989563","0.4114742875099182, 0.583952009677887","0.45638805627822876, 0.7065833806991577","0.4589504599571228, 0.7127195596694946","0.5107704401016235, 0.6141160726547241","0.5179960131645203, 0.6178962588310242","0.436892032623291, 0.847217857837677","0.4303063452243805, 0.8608790636062622","0.5650410056114197, 0.4083126485347748"
0.1997336884154461,25.152014993518375,30.21339898357252,162.21087607914663,166.3433120297789,129.2049639847367,127.61967078627696,208.09193989449113,211.19550918583894,"0.49494725465774536, 0.4304358959197998","0.5031703114509583, 0.43538373708724976","0.4859291911125183, 0.5317083597183228","0.5004764795303345, 0.5317710638046265","0.4088563024997711, 0.5781139135360718","0.41167211532592773, 0.5828731060028076","0.45621341466903687, 0.7044106125831604","0.4589490294456482, 0.7088779807090759","0.503781259059906, 0.6109210252761841","0.5186841487884521, 0.6170230507850647","0.4374958872795105, 0.8458679914474487","0.4309938848018646, 0.8578312993049622","0.5651620030403137, 0.40742236375808716"
0.2330226364846871,22.296780747775507,27.934094830135024,163.18655298016205,176.15041791476705,131.11520147743445,128.01066561614553,206.57148032933452,211.42343495968487,"0.5024678707122803, 0.4309491217136383","0.5009300708770752, 0.4339309632778168","0.4884013235569, 0.5302688479423523","0.4956786632537842, 0.5245462656021118","0.4161159098148346, 0.5783805251121521","0.41104355454444885, 0.5820544958114624","0.4578464925289154, 0.7029058337211609","0.45894160866737366, 0.7085558772087097","0.5003766417503357, 0.6080527901649475","0.4964355528354645, 0.6059311032295227","0.4382603168487549, 0.8414860963821411","0.43123722076416016, 0.8553888201713562","0.5649024248123169, 0.4066244065761566"
0.2663115845539281,27.00128627606995,22.781223956876424,175.8932001264002,171.32755255090208,131.57742440115666,128.54577811180434,205.0697282766402,211.7796182574067,"0.5061106085777283, 0.43270546197891235","0.49564632773399353, 0.4270026683807373","0.49918919801712036, 0.53077632188797","0.48442402482032776, 0.5172306299209595","0.41846784949302673, 0.5783470273017883","0.40790653228759766, 0.5797650814056396","0.4572487473487854, 0.7022159695625305","0.45827674865722656, 0.7070953249931335","0.4992784857749939, 0.604059100151062","0.4866318106651306, 0.597141683101654","0.43822646141052246, 0.8431777954101562","0.43151697516441345, 0.8558720350265503","0.5643260478973389, 0.4069058299064636"
0.2996005326231691,20.090318411389934,24.662711751639456,178.15348956784274,179.10300023514307,133.12038768717676,129.92861058894331,204.3547557876144,210.7099051701157,"0.5044875741004944, 0.4314976632595062","0.49369603395462036, 0.42637696862220764","0.48786115646362305, 0.5258582830429077","0.48698702454566956, 0.5128290057182312","0.4192570149898529, 0.5786268711090088","0.40809932351112366, 0.5801627039909363","0.4567897319793701, 0.7029702067375183","0.45697760581970215, 0.7076865434646606","0.47738808393478394, 0.5990204215049744","0.48217082023620605, 0.5906707048416138","0.438051700592041, 0.8441863059997559","0.4314996600151062, 0.8561347723007202","0.5617746114730835, 0.40705761313438416"
