Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Predicted_Pose
0.0,23.49369331162956,31.09686615202199,153.69586348534696,164.9819361727425,132.09461623792458,134.71608138965902,203.05310904501852,203.40289230739816,"0.483, 0.295","0.519, 0.308","0.466, 0.441","0.515, 0.463","0.362, 0.502","0.385, 0.517","0.427, 0.705","0.431, 0.723","0.507, 0.558","0.543, 0.582","0.408, 0.902","0.391, 0.932","0.606, 0.271",0.507,0.558,0.543,0.582,0.408,0.902,0.391,0.932,Preparation
0.0333667000333667,16.250462696513235,29.62375621479196,159.70653404093824,161.85237409414438,132.04603002846656,134.65881735892157,203.25513663364495,203.8208329072022,"0.480, 0.295","0.519, 0.308","0.444, 0.443","0.511, 0.455","0.361, 0.502","0.385, 0.517","0.427, 0.705","0.431, 0.722","0.458, 0.562","0.543, 0.573","0.409, 0.902","0.390, 0.931","0.609, 0.271",0.458,0.562,0.543,0.573,0.409,0.902,0.39,0.931,Preparation
0.0667334000667334,17.988853920881844,29.680445137295184,156.21866744655995,162.0497292018425,131.8186360632337,134.47130369963213,203.34522055936708,204.1297232459226,"0.480, 0.296","0.519, 0.309","0.447, 0.448","0.512, 0.455","0.361, 0.503","0.385, 0.518","0.427, 0.705","0.432, 0.722","0.472, 0.565","0.543, 0.575","0.409, 0.903","0.390, 0.931","0.611, 0.270",0.472,0.565,0.543,0.575,0.409,0.903,0.39,0.931,Preparation
0.1001001001001001,21.071329512836503,29.84657535717805,153.15461337928667,162.919217017514,132.24983538899843,134.59005198588702,202.9308628254656,204.42193369142387,"0.482, 0.299","0.518, 0.308","0.457, 0.452","0.511, 0.456","0.364, 0.503","0.385, 0.518","0.428, 0.705","0.432, 0.721","0.493, 0.565","0.543, 0.580","0.409, 0.903","0.389, 0.931","0.612, 0.269",0.493,0.565,0.543,0.58,0.409,0.903,0.389,0.931,Preparation
0.1334668001334668,22.735466355288384,29.86285326629341,151.54544316525875,163.12179682028506,132.28104566318368,134.58459629857077,202.6445530879412,204.53010297218475,"0.484, 0.300","0.517, 0.308","0.464, 0.451","0.511, 0.456","0.365, 0.503","0.384, 0.518","0.428, 0.705","0.432, 0.721","0.506, 0.562","0.544, 0.583","0.410, 0.903","0.389, 0.931","0.613, 0.268",0.506,0.562,0.544,0.583,0.41,0.903,0.389,0.931,Preparation
0.1668335001668335,24.38370196669421,30.06279482362608,152.4027211627144,163.27778511240493,132.33417214749414,134.5975079023884,202.33876940427612,204.57499402602645,"0.488, 0.301","0.517, 0.308","0.471, 0.451","0.511, 0.457","0.368, 0.503","0.384, 0.517","0.429, 0.705","0.432, 0.720","0.513, 0.559","0.544, 0.583","0.410, 0.903","0.389, 0.931","0.613, 0.267",0.513,0.559,0.544,0.583,0.41,0.903,0.389,0.931,Preparation
0.2002002002002002,25.203991860977705,30.56853409434201,152.6433470678153,163.2891752479103,131.93818037878714,134.15627752463644,202.0811756297364,204.3596556865016,"0.490, 0.301","0.517, 0.307","0.474, 0.450","0.511, 0.457","0.368, 0.501","0.383, 0.514","0.429, 0.704","0.431, 0.719","0.515, 0.556","0.544, 0.583","0.410, 0.903","0.389, 0.931","0.613, 0.267",0.515,0.556,0.544,0.583,0.41,0.903,0.389,0.931,Preparation
0.2335669002335669,25.47417112241143,30.612699209062026,151.9471569378326,163.05361439652654,131.92890649152548,133.9532693209756,201.6839433792,204.0190011043065,"0.490, 0.300","0.518, 0.306","0.474, 0.450","0.511, 0.455","0.368, 0.499","0.383, 0.512","0.428, 0.703","0.431, 0.719","0.516, 0.554","0.543, 0.580","0.410, 0.903","0.389, 0.931","0.613, 0.267",0.516,0.554,0.543,0.58,0.41,0.903,0.389,0.931,Preparation
0.2669336002669336,26.24870646576501,30.57993365852872,152.82753311710096,163.09819615660425,132.13662295383074,133.96003691663307,201.55741658379247,203.91121878289647,"0.490, 0.300","0.518, 0.305","0.477, 0.447","0.511, 0.454","0.368, 0.499","0.383, 0.512","0.428, 0.702","0.430, 0.718","0.519, 0.552","0.543, 0.578","0.410, 0.902","0.389, 0.931","0.612, 0.266",0.519,0.552,0.543,0.578,0.41,0.902,0.389,0.931,Preparation
0.3003003003003003,26.630217990000503,30.566726582108856,152.40316766961425,163.14009932714285,132.2598711006869,134.0248847552945,201.42871666978465,203.77297833938763,"0.490, 0.300","0.518, 0.304","0.478, 0.446","0.511, 0.454","0.369, 0.499","0.383, 0.512","0.428, 0.702","0.430, 0.718","0.523, 0.552","0.543, 0.578","0.410, 0.902","0.389, 0.931","0.612, 0.266",0.523,0.552,0.543,0.578,0.41,0.902,0.389,0.931,Preparation
