Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Predicted_Pose
0.0,28.2056162871163,30.44017002773404,162.19865868806633,168.76261080282316,137.8270586215383,142.55574771392637,194.14120352364995,191.3136851955806,"0.578, 0.344","0.587, 0.344","0.571, 0.484","0.586, 0.484","0.461, 0.538","0.469, 0.541","0.497, 0.719","0.492, 0.738","0.602, 0.599","0.610, 0.608","0.488, 0.886","0.475, 0.950","0.669, 0.338",0.602,0.599,0.61,0.608,0.488,0.886,0.475,0.95,Preparation
0.0333667000333667,26.28904568362529,29.31692720390349,160.94085437435805,166.71878433077,138.487413678245,141.57778530635358,193.78286775614615,191.20805466204985,"0.578, 0.332","0.592, 0.342","0.568, 0.473","0.586, 0.479","0.460, 0.533","0.469, 0.539","0.496, 0.719","0.492, 0.738","0.602, 0.600","0.610, 0.606","0.488, 0.892","0.475, 0.950","0.677, 0.333",0.602,0.6,0.61,0.606,0.488,0.892,0.475,0.95,Preparation
0.0667334000667334,25.82101211541493,30.01605474018287,159.816817649228,167.01332082770938,137.8989398931524,140.1891131338504,193.55765125940545,191.92314107214224,"0.580, 0.331","0.591, 0.342","0.567, 0.472","0.586, 0.477","0.460, 0.531","0.467, 0.537","0.497, 0.719","0.492, 0.738","0.602, 0.600","0.609, 0.605","0.489, 0.893","0.475, 0.950","0.685, 0.327",0.602,0.6,0.609,0.605,0.489,0.893,0.475,0.95,Preparation
0.1001001001001001,23.79922286422449,29.948271196741175,157.7348307840586,167.18241225266073,137.90903565422315,139.76666381417888,193.1939481617228,192.247921895726,"0.583, 0.326","0.592, 0.341","0.565, 0.464","0.585, 0.476","0.460, 0.530","0.466, 0.537","0.497, 0.718","0.493, 0.738","0.601, 0.599","0.608, 0.605","0.490, 0.893","0.475, 0.949","0.688, 0.325",0.601,0.599,0.608,0.605,0.49,0.893,0.475,0.949,Preparation
0.1334668001334668,23.702111082180256,29.88915166184678,157.37917158148622,167.15039678182077,137.9347100084709,139.7802388988909,193.01749118279403,192.36704823007875,"0.583, 0.326","0.591, 0.341","0.565, 0.466","0.585, 0.475","0.460, 0.529","0.466, 0.537","0.496, 0.718","0.493, 0.738","0.601, 0.599","0.608, 0.605","0.490, 0.894","0.475, 0.949","0.688, 0.326",0.601,0.599,0.608,0.605,0.49,0.894,0.475,0.949,Preparation
0.1668335001668335,23.583184077092387,29.85115329417204,157.1302530532451,167.08642260372443,137.9297930968993,139.8257841908527,193.00301258865127,192.49186871415225,"0.583, 0.326","0.591, 0.341","0.564, 0.467","0.585, 0.475","0.460, 0.529","0.466, 0.537","0.496, 0.718","0.493, 0.738","0.600, 0.600","0.608, 0.605","0.489, 0.894","0.475, 0.949","0.687, 0.326",0.6,0.6,0.608,0.605,0.489,0.894,0.475,0.949,Preparation
0.2002002002002002,23.59660986003497,29.6935503306606,157.1509523669788,166.45163683901805,138.25710148400918,139.43774971659866,192.5775552681604,192.7703539700273,"0.583, 0.327","0.590, 0.341","0.564, 0.468","0.583, 0.475","0.461, 0.529","0.464, 0.537","0.496, 0.718","0.493, 0.739","0.600, 0.599","0.608, 0.604","0.489, 0.895","0.476, 0.948","0.686, 0.326",0.6,0.599,0.608,0.604,0.489,0.895,0.476,0.948,Preparation
0.2335669002335669,22.765921189511687,28.709263275001287,156.21748726408447,164.5836962908793,139.9030148980765,139.92862658424258,189.5988681309516,192.1989822794933,"0.583, 0.328","0.588, 0.341","0.562, 0.468","0.580, 0.475","0.460, 0.530","0.464, 0.537","0.490, 0.721","0.492, 0.738","0.598, 0.599","0.607, 0.604","0.487, 0.895","0.476, 0.946","0.686, 0.326",0.598,0.599,0.607,0.604,0.487,0.895,0.476,0.946,Preparation
0.2669336002669336,22.995819424958352,28.85192962015765,157.3042324630281,165.91104066111794,140.6956787691278,140.7940446892509,188.631074057759,191.6373635979688,"0.583, 0.328","0.586, 0.341","0.562, 0.469","0.579, 0.474","0.460, 0.530","0.464, 0.537","0.488, 0.723","0.491, 0.738","0.596, 0.599","0.605, 0.604","0.486, 0.897","0.476, 0.944","0.685, 0.326",0.596,0.599,0.605,0.604,0.486,0.897,0.476,0.944,Preparation
0.3003003003003003,23.095609273296173,28.91263069859235,157.81001831936706,166.65488303952122,141.04948683222682,141.35572224512916,188.3210119785584,191.2901750598417,"0.583, 0.328","0.585, 0.340","0.562, 0.469","0.579, 0.474","0.460, 0.530","0.464, 0.537","0.487, 0.724","0.490, 0.738","0.595, 0.599","0.604, 0.604","0.485, 0.898","0.475, 0.944","0.685, 0.326",0.595,0.599,0.604,0.604,0.485,0.898,0.475,0.944,Preparation
