Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Predicted_Pose
0.0,10.908724837041934,11.491287422946993,150.29163906039733,144.4165708653147,156.81254656205527,156.62251712568462,195.5148117965392,190.8067517891435,"0.422, 0.280","0.423, 0.275","0.369, 0.397","0.363, 0.394","0.361, 0.532","0.352, 0.536","0.392, 0.712","0.378, 0.725","0.378, 0.500","0.382, 0.515","0.373, 0.892","0.370, 0.915","0.503, 0.225",0.378,0.5,0.382,0.515,0.373,0.892,0.37,0.915,Preparation
0.0333778371161548,8.613837828637358,11.731130461516956,153.94504950728194,143.64918673832324,157.81609550872267,156.87595837029284,196.2342100020412,190.6439235963344,"0.423, 0.279","0.421, 0.275","0.377, 0.397","0.363, 0.391","0.366, 0.532","0.352, 0.536","0.395, 0.711","0.379, 0.724","0.384, 0.493","0.383, 0.507","0.374, 0.886","0.370, 0.915","0.504, 0.224",0.384,0.493,0.383,0.507,0.374,0.886,0.37,0.915,Preparation
0.0667556742323097,9.817537323787151,11.63615503332542,154.4214817503822,143.0821555720616,155.21772746686884,156.81884621603297,204.57696260917203,190.86298542758183,"0.423, 0.276","0.421, 0.275","0.378, 0.393","0.364, 0.390","0.372, 0.533","0.352, 0.537","0.414, 0.707","0.379, 0.724","0.385, 0.488","0.385, 0.502","0.381, 0.877","0.371, 0.914","0.505, 0.225",0.385,0.488,0.385,0.502,0.381,0.877,0.371,0.914,Preparation
0.1001335113484646,10.619681903034357,11.532532256945125,152.74142815644325,141.92909702529974,151.8969325981375,156.44924110375044,211.6517099625605,191.26017933664664,"0.424, 0.276","0.421, 0.275","0.378, 0.392","0.364, 0.389","0.374, 0.534","0.351, 0.537","0.425, 0.703","0.379, 0.725","0.387, 0.484","0.386, 0.498","0.383, 0.866","0.371, 0.914","0.506, 0.227",0.387,0.484,0.386,0.498,0.383,0.866,0.371,0.914,Preparation
0.1335113484646194,8.692730322752308,9.913218371044676,152.21499666215723,136.47294728027728,145.22430229008916,155.12838535092956,221.21782590914407,193.35598602088697,"0.424, 0.276","0.422, 0.276","0.382, 0.392","0.366, 0.395","0.373, 0.534","0.351, 0.538","0.442, 0.691","0.382, 0.724","0.394, 0.480","0.401, 0.500","0.388, 0.859","0.370, 0.913","0.508, 0.233",0.394,0.48,0.401,0.5,0.388,0.859,0.37,0.913,Preparation
0.1668891855807743,7.491722806830715,8.461849052766524,149.51989367109178,134.5816403244268,144.58567507157937,155.01786742868046,220.0073903352721,193.71902351766815,"0.424, 0.276","0.423, 0.279","0.384, 0.397","0.370, 0.399","0.373, 0.533","0.352, 0.538","0.442, 0.687","0.383, 0.724","0.401, 0.481","0.411, 0.504","0.394, 0.855","0.370, 0.912","0.510, 0.237",0.401,0.481,0.411,0.504,0.394,0.855,0.37,0.912,Preparation
0.2002670226969292,5.66850227741496,2.869462438426852,151.81156951264492,137.88822865311263,146.25774675951803,155.53751520423646,215.4826920316278,193.30630865884896,"0.428, 0.277","0.425, 0.279","0.391, 0.407","0.385, 0.402","0.381, 0.533","0.354, 0.537","0.447, 0.685","0.384, 0.724","0.410, 0.498","0.433, 0.512","0.409, 0.859","0.370, 0.911","0.512, 0.236",0.41,0.498,0.433,0.512,0.409,0.859,0.37,0.911,Preparation
0.2336448598130841,1.6046390703804712,3.462461389475993,145.62074041311044,138.76789638819878,153.24913593123614,155.9239735152236,204.3790672244612,194.46812108556924,"0.434, 0.280","0.432, 0.279","0.405, 0.417","0.403, 0.420","0.388, 0.532","0.362, 0.536","0.438, 0.703","0.391, 0.723","0.438, 0.498","0.456, 0.514","0.415, 0.870","0.371, 0.912","0.519, 0.237",0.438,0.498,0.456,0.514,0.415,0.87,0.371,0.912,Preparation
0.2670226969292389,1.132542161148191,10.183950925456832,149.1607070144299,143.1565082608273,152.38368339505263,154.23580826322794,203.3390669889594,197.5352345193893,"0.440, 0.283","0.437, 0.280","0.407, 0.425","0.423, 0.429","0.387, 0.530","0.366, 0.534","0.436, 0.705","0.400, 0.722","0.433, 0.507","0.480, 0.523","0.413, 0.870","0.375, 0.912","0.528, 0.238",0.433,0.507,0.48,0.523,0.413,0.87,0.375,0.912,Preparation
0.3004005340453938,1.982099773625445,10.515825313972195,167.13292115356464,139.292283823056,152.90526307927828,151.48812668856425,200.6894156886865,200.3642078258045,"0.439, 0.284","0.446, 0.284","0.403, 0.424","0.428, 0.433","0.386, 0.527","0.369, 0.531","0.432, 0.706","0.408, 0.720","0.401, 0.517","0.491, 0.526","0.415, 0.870","0.377, 0.911","0.531, 0.241",0.401,0.517,0.491,0.526,0.415,0.87,0.377,0.911,Preparation
0.3337783711615487,2.0234996199133968,14.804599682851936,146.9899372085531,142.18978589791377,150.6214904665301,146.20517949514118,201.15080063986184,205.92387953961136,"0.440, 0.289","0.452, 0.287","0.410, 0.432","0.441, 0.434","0.383, 0.519","0.370, 0.523","0.432, 0.697","0.420, 0.710","0.446, 0.525","0.503, 0.527","0.415, 0.870","0.381, 0.910","0.537, 0.247",0.446,0.525,0.503,0.527,0.415,0.87,0.381,0.91,Preparation
0.3671562082777036,0.3598996434522652,18.39493078635131,179.67154475810685,144.59707361793104,147.9919192834438,143.274086516935,200.077446659027,208.3963857994222,"0.449, 0.292","0.454, 0.292","0.407, 0.434","0.450, 0.439","0.383, 0.519","0.370, 0.523","0.432, 0.693","0.423, 0.702","0.380, 0.525","0.512, 0.532","0.418, 0.871","0.382, 0.902","0.547, 0.255",0.38,0.525,0.512,0.532,0.418,0.871,0.382,0.902,Preparation
0.4005340453938584,9.138352419877585,19.08323948807564,136.77410571552082,144.230937219502,145.09795573079356,141.70102372201316,199.9125297405029,210.362725682602,"0.460, 0.297","0.454, 0.292","0.434, 0.441","0.450, 0.442","0.383, 0.519","0.369, 0.521","0.431, 0.691","0.426, 0.698","0.491, 0.527","0.514, 0.535","0.418, 0.873","0.382, 0.900","0.553, 0.259",0.491,0.527,0.514,0.535,0.418,0.873,0.382,0.9,Preparation
