Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,0.8526007104340352,4.187984903622275,179.85504454096886,169.31461369245372,165.58894353444768,195.561672546212,181.88826721575214,180.29085598212055,"0.532, 0.377","0.437, 0.409","0.521, 0.469","0.459, 0.491","0.512, 0.529","0.461, 0.532","0.530, 0.675","0.450, 0.672","0.511, 0.557","0.494, 0.562","0.541, 0.811","0.438, 0.808","0.473, 0.345",Preparation
1,0.033366700033366704,0.03164055087299392,3.936994300759758,179.71504687322616,168.2932864832867,167.34709619414187,194.66910529348064,181.2137879800255,180.89340815930018,"0.532, 0.377","0.437, 0.406","0.521, 0.470","0.459, 0.491","0.514, 0.532","0.461, 0.535","0.530, 0.677","0.450, 0.673","0.512, 0.556","0.494, 0.562","0.541, 0.811","0.438, 0.809","0.483, 0.335",Preparation
2,0.06673340006673341,0.24701163399039447,3.1717435515917565,179.60915937934917,168.11082410509596,167.7381191947058,195.26705969534066,181.10503339126535,180.6710848712026,"0.532, 0.377","0.439, 0.404","0.521, 0.470","0.459, 0.487","0.514, 0.532","0.463, 0.537","0.530, 0.678","0.451, 0.674","0.512, 0.555","0.494, 0.561","0.541, 0.811","0.437, 0.810","0.485, 0.329",Preparation
3,0.1001001001001001,0.6373425123312514,2.9063316095817955,179.30020621212864,167.67894928124826,168.2471403286217,194.55585947530435,180.9302757312973,181.19748157200812,"0.531, 0.377","0.440, 0.402","0.521, 0.470","0.459, 0.485","0.515, 0.532","0.463, 0.536","0.530, 0.678","0.452, 0.674","0.512, 0.555","0.493, 0.559","0.541, 0.811","0.438, 0.810","0.488, 0.327",Preparation
4,0.13346680013346682,1.1478992246866901,2.2209968266542357,178.2775600809284,167.63109682746736,168.32294806405577,193.20607487513576,180.9469552733649,182.11345688034237,"0.531, 0.377","0.440, 0.397","0.520, 0.470","0.458, 0.483","0.515, 0.533","0.463, 0.536","0.530, 0.678","0.453, 0.674","0.512, 0.555","0.490, 0.557","0.541, 0.811","0.438, 0.810","0.493, 0.322",Preparation
5,0.16683350016683351,1.3850437932228898,2.2736763329710024,178.0739886766238,167.57267758255202,168.57052692981424,192.70625922318936,180.93144449209225,182.661868237068,"0.531, 0.377","0.440, 0.396","0.520, 0.470","0.457, 0.482","0.515, 0.535","0.463, 0.538","0.530, 0.678","0.453, 0.674","0.512, 0.554","0.490, 0.557","0.541, 0.811","0.438, 0.810","0.497, 0.321",Preparation
6,0.2002002002002002,1.287746743033846,3.10148056945437,177.39650929263223,167.2408537423665,168.55374309453697,190.30091193258949,180.92046780547315,183.70124648310062,"0.531, 0.377","0.440, 0.395","0.520, 0.471","0.457, 0.483","0.515, 0.534","0.460, 0.537","0.530, 0.678","0.453, 0.674","0.513, 0.555","0.490, 0.557","0.541, 0.810","0.439, 0.809","0.500, 0.320",Preparation
7,0.2335669002335669,0.8224225126641913,3.0520313147056233,176.7567771533886,166.57925064895971,168.88120153826677,190.4002985247794,180.87069761332484,183.62141228722737,"0.531, 0.377","0.440, 0.400","0.520, 0.472","0.457, 0.487","0.516, 0.534","0.459, 0.537","0.530, 0.677","0.453, 0.674","0.516, 0.556","0.490, 0.559","0.541, 0.809","0.439, 0.806","0.499, 0.333",Preparation
8,0.26693360026693363,0.7311871897010969,4.038399511219659,178.604275696581,167.88078677234654,169.17371405834052,189.4931144561049,180.93347267047176,183.30186860493083,"0.530, 0.377","0.439, 0.401","0.520, 0.472","0.457, 0.488","0.516, 0.534","0.457, 0.537","0.530, 0.676","0.452, 0.674","0.513, 0.557","0.488, 0.560","0.541, 0.809","0.439, 0.805","0.500, 0.334",Preparation
9,0.3003003003003003,0.995680795436987,5.252795541455391,178.46831549751477,170.24896120149853,168.58842883975387,189.82666178768608,181.32035366453906,183.25916654361524,"0.530, 0.377","0.436, 0.401","0.519, 0.473","0.456, 0.488","0.515, 0.533","0.455, 0.537","0.530, 0.674","0.451, 0.674","0.512, 0.558","0.487, 0.561","0.541, 0.809","0.439, 0.804","0.501, 0.329",Preparation
