Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,28.8521118505178,38.718677355466966,135.6261072567271,183.00375772708477,175.9984516285392,140.6583787245263,169.10061877712576,247.11757710536094,"0.048, 0.700","0.144, 0.682","0.000, 0.643","0.154, 0.596","0.027, 0.590","0.079, 0.579","0.016, 0.501","0.092, 0.474","0.004, 0.600","0.158, 0.523","0.021, 0.435","0.044, 0.446","0.120, 0.684",Preparation
1,0.033366700033366704,25.94408147292447,39.409318108678434,97.13678603504391,184.61397305619906,176.89990294938858,135.73763976298923,169.55108994667523,242.5673438566856,"0.044, 0.699","0.141, 0.682","0.005, 0.643","0.154, 0.600","0.027, 0.585","0.078, 0.577","0.019, 0.509","0.100, 0.487","0.022, 0.628","0.158, 0.535","0.026, 0.435","0.052, 0.446","0.121, 0.685",Preparation
2,0.06673340006673341,20.433813566487693,38.83073362568162,95.77819658039536,189.43331029438593,168.05899850652793,118.42780439273737,186.0953454671375,214.59122954711273,"0.045, 0.698","0.139, 0.678","0.016, 0.643","0.149, 0.613","0.030, 0.581","0.080, 0.577","0.035, 0.524","0.115, 0.519","0.041, 0.626","0.148, 0.559","0.033, 0.446","0.112, 0.458","0.129, 0.681",Preparation
3,0.1001001001001001,23.436887004117608,40.462068519822004,99.88702947598811,199.65941398968175,173.0185271817105,126.06932226905498,179.22496054707005,217.0087223397161,"0.046, 0.698","0.134, 0.678","0.021, 0.655","0.147, 0.620","0.033, 0.582","0.080, 0.577","0.034, 0.531","0.112, 0.512","0.035, 0.643","0.141, 0.571","0.036, 0.457","0.102, 0.456","0.118, 0.686",Preparation
4,0.13346680013346682,27.67455355587325,40.57024677320918,112.0985857472265,201.92640699608847,175.05952938027704,135.9034951106491,179.81591366923547,220.44815686993144,"0.045, 0.698","0.128, 0.681","0.019, 0.657","0.145, 0.623","0.035, 0.579","0.081, 0.574","0.035, 0.520","0.109, 0.500","0.030, 0.641","0.141, 0.576","0.036, 0.445","0.087, 0.438","0.101, 0.706",Preparation
5,0.16683350016683351,25.99823884283334,33.112642618865415,108.92713729632437,183.875603328549,179.3868182787699,143.59845809286298,180.93044336686822,224.6502225053854,"0.039, 0.696","0.130, 0.681","0.013, 0.647","0.141, 0.618","0.035, 0.572","0.081, 0.567","0.033, 0.495","0.104, 0.469","0.029, 0.630","0.146, 0.567","0.030, 0.416","0.070, 0.413","0.097, 0.715",Preparation
6,0.2002002002002002,31.974088158517066,36.883605626557454,39.52651756754326,194.87402084560287,181.98794865515808,146.90536805669467,170.65408810997744,223.65670217230215,"0.040, 0.709","0.124, 0.686","0.013, 0.669","0.142, 0.626","0.035, 0.573","0.081, 0.568","0.031, 0.516","0.103, 0.473","0.048, 0.680","0.144, 0.574","0.040, 0.419","0.075, 0.424","0.082, 0.733",Preparation
7,0.2335669002335669,26.25685228918116,32.66244137988011,54.99122041571822,190.47559976881888,186.3014865845889,147.92154502677263,164.40839751927643,216.39611466801443,"0.040, 0.713","0.129, 0.691","0.016, 0.667","0.144, 0.622","0.037, 0.577","0.083, 0.570","0.030, 0.525","0.102, 0.473","0.051, 0.672","0.145, 0.567","0.043, 0.430","0.080, 0.428","0.086, 0.734",Preparation
8,0.26693360026693363,24.58297974330266,34.54346991742729,117.99697425224642,185.99623129345682,182.05425833726946,151.2073298282407,170.13956573783744,204.80682128517452,"0.037, 0.709","0.129, 0.686","0.016, 0.663","0.147, 0.610","0.036, 0.573","0.083, 0.567","0.032, 0.487","0.096, 0.466","0.028, 0.646","0.157, 0.533","0.042, 0.408","0.077, 0.408","0.091, 0.729",Preparation
9,0.3003003003003003,24.60636200833052,33.64454717315341,148.9916429659202,184.0090950116485,176.10160704128376,150.51104067707936,186.55518006773804,218.50865782617183,"0.038, 0.701","0.132, 0.684","0.012, 0.647","0.149, 0.601","0.036, 0.570","0.082, 0.563","0.040, 0.479","0.096, 0.456","0.015, 0.622","0.159, 0.521","0.036, 0.407","0.065, 0.406","0.092, 0.714",Preparation
10,0.33366700033366703,22.56036779788925,35.99439425391425,117.59966525349503,191.34176124475596,180.77328131477645,153.77970424232544,176.98950486662778,208.97825270710732,"0.038, 0.698","0.123, 0.683","0.018, 0.647","0.146, 0.614","0.039, 0.566","0.083, 0.561","0.038, 0.494","0.097, 0.464","0.037, 0.624","0.151, 0.563","0.041, 0.412","0.080, 0.421","0.094, 0.712",Preparation
11,0.3670337003670337,21.74756150577693,35.59470583211765,120.91623886420263,196.63403686454677,181.6210401755153,144.5482309704652,167.93867226782538,199.56543815910257,"0.038, 0.697","0.118, 0.680","0.021, 0.652","0.141, 0.614","0.039, 0.564","0.083, 0.560","0.037, 0.518","0.107, 0.492","0.038, 0.628","0.144, 0.563","0.050, 0.451","0.106, 0.443","0.093, 0.712",Preparation
12,0.4004004004004004,51.392479063947974,38.89222887161898,51.95177541148492,198.00066813481632,174.4089235817525,148.83888341409013,177.4366910587613,228.49339929187437,"0.032, 0.700","0.116, 0.678","-0.000, 0.675","0.141, 0.614","0.032, 0.562","0.078, 0.556","0.040, 0.482","0.101, 0.464","0.037, 0.666","0.145, 0.560","0.049, 0.423","0.075, 0.425","0.094, 0.711",Preparation
13,0.4337671004337671,57.94546291451564,40.48409904429968,37.922327994987306,199.4675484589392,175.04584389689282,148.2575691035497,175.72920781879262,226.4281767271775,"0.030, 0.701","0.114, 0.676","-0.004, 0.679","0.142, 0.613","0.032, 0.563","0.077, 0.557","0.040, 0.484","0.101, 0.465","0.037, 0.675","0.145, 0.560","0.050, 0.424","0.075, 0.423","0.095, 0.713",Preparation
14,0.4671338004671338,54.33595063668881,38.93700147132322,45.1093069887425,197.18392093166398,173.84392638328694,149.07407697295352,179.5277597597443,228.8537398950557,"0.028, 0.701","0.114, 0.675","-0.004, 0.677","0.141, 0.608","0.030, 0.559","0.077, 0.554","0.040, 0.485","0.099, 0.460","0.037, 0.670","0.146, 0.547","0.048, 0.420","0.071, 0.420","0.093, 0.716",Preparation
15,0.5005005005005005,50.65507665721494,39.71425261218744,54.736615598140745,199.69039554288167,166.95397427035374,148.2055211835803,193.1735292579174,224.38799434838143,"0.029, 0.700","0.113, 0.674","-0.002, 0.674","0.142, 0.606","0.030, 0.556","0.077, 0.554","0.050, 0.474","0.102, 0.462","0.037, 0.663","0.146, 0.542","0.051, 0.404","0.077, 0.418","0.098, 0.716",Preparation
16,0.5338672005338673,60.13067852321704,41.831750969329114,36.3588509916361,205.09612886115815,169.1041133411394,150.79709141720636,194.07855556570803,210.58253737505058,"0.030, 0.701","0.113, 0.675","-0.002, 0.682","0.142, 0.617","0.035, 0.558","0.080, 0.555","0.055, 0.477","0.103, 0.464","0.048, 0.678","0.143, 0.569","0.053, 0.397","0.088, 0.413","0.095, 0.717",Preparation
17,0.5672339005672339,62.306788708527144,40.72113300265484,33.00479528423889,203.89593786983482,172.6343642499202,152.89772058426738,189.8561113390971,211.61874223079013,"0.032, 0.700","0.114, 0.673","-0.001, 0.680","0.142, 0.616","0.039, 0.557","0.083, 0.554","0.053, 0.473","0.103, 0.463","0.049, 0.678","0.144, 0.565","0.054, 0.401","0.086, 0.412","0.104, 0.709",Preparation
18,0.6006006006006006,50.1546864468503,40.78693911212752,49.341179360700295,207.3530989056302,172.34280699093154,154.10414838219526,190.58558269034341,210.577376220498,"0.038, 0.698","0.112, 0.673","0.021, 0.682","0.138, 0.621","0.042, 0.556","0.083, 0.554","0.055, 0.472","0.103, 0.462","0.058, 0.677","0.138, 0.581","0.053, 0.395","0.085, 0.406","0.107, 0.703",Preparation
19,0.6339673006339673,65.08845166251254,39.141098983998496,42.40903141474659,202.42798303421972,171.74725161171725,154.16212374193802,191.18978891733394,210.92354348733124,"0.042, 0.698","0.112, 0.672","0.022, 0.689","0.137, 0.620","0.043, 0.557","0.084, 0.554","0.056, 0.474","0.104, 0.461","0.058, 0.678","0.139, 0.573","0.053, 0.398","0.085, 0.405","0.110, 0.694",Preparation
20,0.6673340006673341,57.43222244917508,37.60514708457904,51.11298290474431,201.4152922987764,171.44494047004096,157.57814696674606,193.86478433329933,204.16854783603054,"0.041, 0.702","0.114, 0.672","0.019, 0.687","0.137, 0.619","0.044, 0.558","0.086, 0.555","0.059, 0.469","0.101, 0.461","0.054, 0.676","0.140, 0.570","0.053, 0.392","0.084, 0.398","0.109, 0.693",Preparation
21,0.7007007007007008,51.054119183540955,36.86531422114183,58.70582123921902,200.26934233618184,172.75869074384087,158.87684771634684,198.88283783095213,212.4835156134848,"0.037, 0.704","0.114, 0.674","0.017, 0.687","0.138, 0.619","0.041, 0.558","0.086, 0.555","0.055, 0.470","0.099, 0.458","0.053, 0.675","0.141, 0.568","0.042, 0.395","0.070, 0.396","0.108, 0.695",Preparation
22,0.7340674007340674,45.23854877372007,32.65665281181262,64.20320186042899,193.08485669635516,175.03512269788519,159.011382374749,191.5826178053064,216.9953290279344,"0.038, 0.708","0.114, 0.674","0.018, 0.688","0.134, 0.617","0.042, 0.563","0.086, 0.555","0.050, 0.487","0.099, 0.459","0.056, 0.676","0.140, 0.568","0.042, 0.398","0.066, 0.400","0.101, 0.696",Preparation
23,0.7674341007674341,55.702422239741985,38.07915155548929,45.22313812226698,207.50575089462663,173.62681728291406,158.47925973184545,194.6498904137012,215.62239395867104,"0.038, 0.707","0.116, 0.674","0.009, 0.686","0.145, 0.609","0.042, 0.563","0.087, 0.556","0.053, 0.486","0.100, 0.459","0.056, 0.679","0.142, 0.544","0.043, 0.399","0.068, 0.399","0.105, 0.696",Preparation
24,0.8008008008008008,40.74321653406127,30.683772902183858,62.04582022709047,228.23368131890723,197.01567255083745,158.78089569660332,151.99854662435476,229.3354636118102,"0.032, 0.718","0.120, 0.683","0.008, 0.687","0.136, 0.623","0.039, 0.585","0.088, 0.572","0.020, 0.509","0.098, 0.464","0.057, 0.678","0.120, 0.599","0.035, 0.451","0.066, 0.432","0.095, 0.694",Preparation
25,0.8341675008341676,48.92657582271085,35.10226474034579,42.89383278803108,227.7145824979615,199.0392842109205,158.61993447315044,156.03828162522038,229.95577101685274,"0.026, 0.718","0.123, 0.684","-0.008, 0.683","0.144, 0.621","0.037, 0.581","0.089, 0.570","0.019, 0.510","0.097, 0.470","0.057, 0.687","0.125, 0.588","0.030, 0.446","0.066, 0.439","0.096, 0.695",Preparation
26,0.8675342008675342,45.54393312690666,39.48891175086899,39.988931222663695,207.3172691926713,213.49405441011348,153.29654996674302,135.65164242893223,225.78833347131885,"0.027, 0.701","0.123, 0.679","0.005, 0.675","0.150, 0.612","0.038, 0.578","0.089, 0.568","0.016, 0.537","0.100, 0.506","0.057, 0.684","0.144, 0.536","0.033, 0.478","0.074, 0.472","0.095, 0.688",Preparation
27,0.9009009009009009,47.155035683003916,39.02176389105862,38.21981208683214,205.8261546255064,213.5884606644014,157.39069337169593,132.31870184515864,223.29057082097202,"0.028, 0.701","0.126, 0.677","0.005, 0.676","0.153, 0.609","0.038, 0.578","0.091, 0.568","0.013, 0.534","0.098, 0.497","0.061, 0.686","0.147, 0.533","0.034, 0.475","0.071, 0.463","0.093, 0.686",Preparation
28,0.9342676009342676,47.865311374094276,39.94803838897873,39.9381264710544,202.23111019483096,227.0585221821477,154.84343002133718,110.78655440136762,223.15926361036563,"0.028, 0.702","0.126, 0.677","0.007, 0.680","0.154, 0.608","0.038, 0.580","0.091, 0.569","0.009, 0.549","0.097, 0.526","0.065, 0.686","0.154, 0.524","0.034, 0.499","0.071, 0.489","0.087, 0.686",Preparation
29,0.9676343009676344,69.15869474361006,39.00438111081578,29.40379345657689,199.70695371135193,218.27758994805853,153.04001664723936,104.75323636802241,262.75737038134474,"0.027, 0.706","0.127, 0.677","-0.000, 0.693","0.154, 0.608","0.038, 0.587","0.095, 0.573","0.014, 0.551","0.105, 0.514","0.064, 0.689","0.157, 0.519","0.037, 0.525","0.073, 0.504","0.088, 0.687",Preparation
30,1.001001001001001,40.672265588195046,34.66160295496302,50.80653298470288,190.07716069380848,213.18593957109024,148.89735145144016,118.3798085436729,250.66601700579372,"0.027, 0.705","0.119, 0.675","0.011, 0.683","0.144, 0.600","0.037, 0.584","0.089, 0.573","0.017, 0.547","0.106, 0.512","0.063, 0.686","0.155, 0.523","0.038, 0.516","0.072, 0.489","0.089, 0.687",Preparation
31,1.0343677010343677,34.20600908587518,34.07810300896282,56.01624600751702,189.4044667565416,206.7275940566644,148.7877680753443,123.45871222649636,274.6331879496175,"0.025, 0.708","0.122, 0.676","0.011, 0.683","0.144, 0.602","0.035, 0.584","0.090, 0.572","0.017, 0.539","0.110, 0.488","0.063, 0.687","0.153, 0.528","0.038, 0.510","0.072, 0.482","0.089, 0.689",Preparation
32,1.0677344010677345,34.41956155493036,32.80116386192557,56.72453867596299,187.12899801080255,206.44202098705733,148.31544761079374,131.62609973913825,267.53470972836936,"0.024, 0.709","0.122, 0.677","0.009, 0.683","0.143, 0.603","0.034, 0.583","0.089, 0.572","0.015, 0.536","0.111, 0.487","0.062, 0.686","0.153, 0.530","0.036, 0.496","0.073, 0.476","0.089, 0.691",Preparation
33,1.1011011011011012,44.719991569105055,33.53296826623573,47.857569586987786,189.07368414431775,200.91986172704412,152.81386571437645,145.89156055076234,255.3738922096145,"0.023, 0.712","0.125, 0.679","-0.001, 0.683","0.146, 0.604","0.034, 0.582","0.090, 0.571","0.017, 0.524","0.106, 0.468","0.060, 0.686","0.154, 0.532","0.034, 0.472","0.072, 0.453","0.090, 0.691",Preparation
34,1.1344678011344678,47.98539929470678,34.95314024950173,42.95742963762829,194.91038302823338,196.37194166814336,155.25158451965612,154.4710006465512,248.62449413795628,"0.023, 0.716","0.131, 0.680","-0.006, 0.684","0.153, 0.605","0.034, 0.585","0.094, 0.572","0.022, 0.523","0.105, 0.471","0.060, 0.689","0.154, 0.532","0.035, 0.472","0.072, 0.454","0.090, 0.689",Preparation
35,1.1678345011678346,40.852156181161334,32.18903594455232,54.046050306723885,204.52152497827262,207.23906605085367,154.70354730307668,133.03949999020642,213.7010337253064,"0.025, 0.717","0.126, 0.681","0.002, 0.685","0.143, 0.611","0.035, 0.591","0.092, 0.579","0.020, 0.554","0.095, 0.546","0.060, 0.685","0.135, 0.570","0.042, 0.504","0.072, 0.500","0.090, 0.693",Preparation
36,1.2012012012012012,33.54613164620911,26.58447141881564,184.69882409789773,177.19370644621264,120.75512719352612,97.17777515225913,240.66265885283778,258.1846560238924,"0.100, 0.691","0.033, 0.685","0.138, 0.581","0.083, 0.592","0.067, 0.564","0.037, 0.571","0.084, 0.548","0.050, 0.569","0.157, 0.505","0.132, 0.512","0.065, 0.481","0.059, 0.493","0.090, 0.738",Preparation
38,1.2679346012679347,21.82378300053586,4.494547820769314,211.4128269199614,155.24945443279628,163.58180332811955,192.48224720034275,180.57661770800874,176.56318599256622,"0.519, 0.363","0.423, 0.381","0.540, 0.444","0.429, 0.469","0.499, 0.514","0.442, 0.515","0.520, 0.641","0.432, 0.640","0.517, 0.519","0.465, 0.537","0.540, 0.772","0.430, 0.770","0.463, 0.329",Preparation
39,1.3013013013013013,21.933210004104435,4.705388426268276,210.76531560973766,157.0678197351847,163.8630824804003,192.51448030689716,180.3722837152093,176.65060747186098,"0.519, 0.363","0.423, 0.380","0.540, 0.443","0.428, 0.466","0.500, 0.510","0.442, 0.511","0.520, 0.640","0.432, 0.640","0.519, 0.515","0.462, 0.534","0.540, 0.772","0.430, 0.771","0.462, 0.328",Preparation
40,1.3346680013346681,20.670071241710655,5.335651787553967,208.90098721171145,158.2571294483669,164.2241605453412,192.95831069502103,180.9053242154571,176.48560916474844,"0.520, 0.362","0.423, 0.379","0.539, 0.444","0.428, 0.465","0.501, 0.507","0.443, 0.509","0.520, 0.640","0.432, 0.640","0.519, 0.516","0.460, 0.534","0.538, 0.771","0.430, 0.771","0.458, 0.329",Preparation
41,1.3680347013680347,19.889970182080933,5.270433416955347,207.42413555310884,159.36243596558964,164.10097760584625,192.8447921606591,181.65056620833334,176.570910516467,"0.520, 0.364","0.423, 0.379","0.538, 0.446","0.428, 0.465","0.501, 0.508","0.443, 0.509","0.521, 0.640","0.432, 0.641","0.519, 0.516","0.458, 0.534","0.536, 0.771","0.430, 0.771","0.458, 0.330",Preparation
42,1.4014014014014016,19.580363517699574,5.5122703952521555,205.94517020509196,159.7390803886496,165.26803502559665,192.7763975260418,181.5031769495883,176.45012464571988,"0.522, 0.364","0.425, 0.380","0.539, 0.445","0.429, 0.466","0.503, 0.508","0.443, 0.509","0.521, 0.639","0.432, 0.640","0.522, 0.515","0.459, 0.537","0.534, 0.771","0.430, 0.771","0.484, 0.328",Preparation
43,1.4347681014347682,18.209680850924244,6.043604611270404,203.01874113209507,159.45641801866356,164.15569234439488,191.01900596688205,182.11792366518262,176.6833499790421,"0.526, 0.365","0.430, 0.380","0.540, 0.445","0.430, 0.465","0.504, 0.510","0.444, 0.510","0.521, 0.641","0.433, 0.641","0.523, 0.515","0.457, 0.536","0.532, 0.771","0.430, 0.771","0.480, 0.329",Preparation
44,1.4681348014681348,19.60467623443896,4.484400997842107,208.1816229354414,158.7095892608217,161.97550781199044,193.437673341815,183.05273315694637,176.17655464862216,"0.528, 0.364","0.432, 0.380","0.541, 0.445","0.437, 0.464","0.502, 0.510","0.449, 0.510","0.520, 0.643","0.435, 0.643","0.517, 0.516","0.469, 0.536","0.530, 0.771","0.431, 0.771","0.477, 0.326",Preparation
45,1.5015015015015016,20.582708298479016,5.573695111962867,206.7827575739917,158.269442653422,163.690534266349,193.0550236628146,181.68944368966817,177.22583297235445,"0.534, 0.364","0.434, 0.379","0.549, 0.445","0.437, 0.463","0.507, 0.512","0.451, 0.510","0.521, 0.645","0.438, 0.643","0.528, 0.514","0.468, 0.535","0.530, 0.771","0.431, 0.771","0.487, 0.326",Preparation
46,1.5348682015348682,19.020232435361503,5.355258242289223,202.83633061669684,158.68015068943342,163.37881331967165,192.85171396613117,182.6624964523361,177.74064221131357,"0.538, 0.364","0.434, 0.379","0.550, 0.446","0.437, 0.464","0.510, 0.512","0.451, 0.510","0.523, 0.645","0.439, 0.643","0.532, 0.515","0.467, 0.534","0.530, 0.770","0.431, 0.771","0.488, 0.336",Preparation
47,1.5682349015682349,21.43014207196054,6.358166030447079,206.8795912018812,158.47260539134473,164.70473306195237,193.87832786403607,182.19983900585615,177.23462918915126,"0.541, 0.364","0.438, 0.379","0.557, 0.446","0.439, 0.465","0.514, 0.513","0.455, 0.510","0.525, 0.644","0.440, 0.643","0.538, 0.514","0.468, 0.534","0.530, 0.770","0.432, 0.771","0.488, 0.338",Preparation
48,1.6016016016016017,21.337404706294834,2.310849481254329,214.30718482798343,164.05273526970618,163.68209860258818,195.95011486516162,181.94816918619728,178.5235056007498,"0.544, 0.364","0.438, 0.371","0.558, 0.446","0.449, 0.461","0.513, 0.512","0.460, 0.509","0.524, 0.644","0.444, 0.639","0.527, 0.514","0.478, 0.531","0.530, 0.770","0.432, 0.770","0.484, 0.318",Preparation
49,1.6349683016349683,4.282488724918821,18.353139176319658,166.56232460722302,209.43528696320783,191.3473431238761,161.82991898054252,180.12085223985815,185.0093856792021,"0.443, 0.366","0.541, 0.366","0.446, 0.456","0.551, 0.453","0.458, 0.512","0.509, 0.514","0.446, 0.644","0.523, 0.647","0.466, 0.531","0.521, 0.521","0.433, 0.771","0.525, 0.773","0.483, 0.311",Preparation
50,1.6683350016683351,16.36137715501255,4.664959797286543,209.44106125150856,148.81774906660343,164.95411333746432,187.4055060429899,186.1026586635052,183.7145932987803,"0.528, 0.366","0.485, 0.367","0.536, 0.454","0.479, 0.451","0.499, 0.514","0.487, 0.513","0.508, 0.645","0.472, 0.642","0.507, 0.518","0.510, 0.511","0.503, 0.771","0.448, 0.772","0.482, 0.319",Preparation
51,1.7017017017017018,20.40723618037754,4.906643960770452,217.32040131695027,151.52409166506388,160.69108283669448,196.37870917412593,185.25111108107285,182.17630229942282,"0.544, 0.366","0.459, 0.368","0.554, 0.452","0.462, 0.453","0.508, 0.514","0.476, 0.511","0.521, 0.645","0.454, 0.640","0.518, 0.513","0.497, 0.514","0.522, 0.771","0.426, 0.771","0.480, 0.323",Preparation
52,1.7350684017350684,20.67606871549225,4.898543596709655,220.06628554650814,153.72065161389423,161.03040670682103,199.52671380195466,183.841168962788,180.852780858083,"0.547, 0.366","0.449, 0.375","0.558, 0.452","0.455, 0.456","0.512, 0.514","0.470, 0.511","0.525, 0.645","0.447, 0.638","0.518, 0.513","0.492, 0.521","0.528, 0.771","0.420, 0.770","0.479, 0.326",Preparation
53,1.7684351017684352,8.026194008520322,17.97121409700602,216.91811254036529,199.47365851938642,164.06186407486823,201.14739907212075,174.24691703504604,179.84490476096687,"0.546, 0.366","0.446, 0.376","0.535, 0.466","0.488, 0.457","0.509, 0.512","0.469, 0.510","0.513, 0.645","0.443, 0.638","0.482, 0.523","0.495, 0.503","0.530, 0.771","0.417, 0.769","0.481, 0.330",Preparation
54,1.8018018018018018,16.79467147743479,1.2614270004002581,215.47308431707032,165.10621346733876,163.46737776562333,199.88901241738236,180.31439587008884,180.4971658985523,"0.547, 0.366","0.444, 0.376","0.554, 0.463","0.455, 0.457","0.514, 0.515","0.465, 0.510","0.522, 0.645","0.441, 0.637","0.520, 0.518","0.477, 0.510","0.530, 0.771","0.414, 0.768","0.476, 0.333",Preparation
55,1.8351685018351687,4.358489954907615,17.948329364933155,167.38309499320448,211.1978695743868,186.67304461878214,176.50888690109616,169.8759659093148,190.59923916243048,"0.448, 0.368","0.539, 0.370","0.461, 0.462","0.541, 0.454","0.481, 0.514","0.497, 0.511","0.495, 0.649","0.468, 0.636","0.489, 0.534","0.505, 0.517","0.529, 0.771","0.410, 0.768","0.476, 0.330",Preparation
56,1.8685352018685353,16.529428187798402,7.237851155085165,202.64274695709426,160.24949020311698,165.3584986025585,191.67913141072287,178.10252598302569,184.32802268993834,"0.527, 0.368","0.466, 0.375","0.538, 0.459","0.457, 0.458","0.503, 0.513","0.468, 0.510","0.514, 0.644","0.444, 0.635","0.521, 0.520","0.472, 0.525","0.530, 0.771","0.408, 0.768","0.474, 0.334",Preparation
57,1.901901901901902,20.702734916890922,6.615785456829857,209.2276047558798,164.28610690073614,163.49356250262116,197.83955942738453,179.33784362689232,181.11225173773704,"0.537, 0.368","0.441, 0.375","0.551, 0.455","0.442, 0.460","0.507, 0.512","0.458, 0.509","0.518, 0.644","0.434, 0.635","0.528, 0.516","0.461, 0.526","0.530, 0.771","0.407, 0.768","0.471, 0.335",Preparation
58,1.9352686019352687,20.12139004870878,5.742604575078538,208.87256445220675,162.70641057261872,163.7029927137549,196.15740840624616,179.58599302926723,181.37723683819146,"0.539, 0.368","0.433, 0.375","0.551, 0.453","0.436, 0.462","0.509, 0.512","0.450, 0.509","0.519, 0.643","0.430, 0.636","0.528, 0.516","0.458, 0.530","0.530, 0.771","0.406, 0.768","0.471, 0.335",Preparation
59,1.9686353019686353,19.37733127383115,4.607712366699665,207.45196869692015,166.29842070353223,164.10773631148763,196.61751155122076,179.42282318215203,178.86251297417476,"0.537, 0.368","0.430, 0.375","0.549, 0.453","0.434, 0.461","0.509, 0.512","0.446, 0.508","0.519, 0.643","0.425, 0.636","0.527, 0.517","0.453, 0.529","0.530, 0.771","0.406, 0.768","0.469, 0.337",Preparation
60,2.002002002002002,19.770958842333435,4.628717459908774,209.25093892937844,166.53831925618607,164.0877046488318,197.8963961957671,179.73860970389563,178.63943354673467,"0.536, 0.368","0.426, 0.376","0.549, 0.451","0.432, 0.461","0.508, 0.512","0.446, 0.508","0.519, 0.643","0.424, 0.636","0.524, 0.516","0.453, 0.530","0.530, 0.771","0.405, 0.767","0.468, 0.335",Preparation
61,2.035368702035369,6.881275993095575,20.89278402636802,163.26813259229507,215.63789444294116,199.4750522773163,160.89805579170473,178.25491198325352,179.86480047215503,"0.424, 0.373","0.519, 0.371","0.429, 0.463","0.532, 0.454","0.448, 0.508","0.490, 0.508","0.427, 0.643","0.507, 0.641","0.458, 0.542","0.495, 0.528","0.410, 0.770","0.523, 0.770","0.466, 0.326",Preparation
62,2.0687354020687354,19.640558345436844,0.7092005196159189,198.35550907086238,164.99031691274328,162.31238309225546,192.59553022815,178.5394541387203,177.64749039170303,"0.488, 0.373","0.434, 0.377","0.502, 0.454","0.443, 0.463","0.464, 0.507","0.449, 0.507","0.481, 0.641","0.434, 0.641","0.490, 0.528","0.468, 0.531","0.501, 0.769","0.425, 0.769","0.464, 0.327",Preparation
63,2.1021021021021022,6.810614989885771,6.978633529836989,181.42279156771272,192.91725071004618,201.18901414050353,155.2430517917812,174.76276625066293,182.4979103895474,"0.422, 0.376","0.512, 0.372","0.448, 0.461","0.502, 0.459","0.445, 0.507","0.478, 0.509","0.419, 0.641","0.504, 0.642","0.469, 0.538","0.476, 0.531","0.406, 0.771","0.524, 0.770","0.458, 0.327",Preparation
64,2.135468802135469,16.70217033685926,1.1907250679090344,201.05869116311794,166.89470416529173,160.7267258115872,193.8473853790218,179.29216834052093,178.3326689649639,"0.494, 0.372","0.429, 0.374","0.503, 0.452","0.438, 0.462","0.469, 0.507","0.445, 0.508","0.489, 0.640","0.429, 0.640","0.483, 0.525","0.461, 0.530","0.511, 0.770","0.417, 0.768","0.450, 0.326",Preparation
65,2.1688355021688355,21.38859281757168,4.486793949493563,207.56100315999976,162.65020934646506,152.38799160215467,195.4032518283516,184.0004779028715,179.13028782577175,"0.510, 0.370","0.418, 0.375","0.520, 0.450","0.423, 0.462","0.475, 0.507","0.436, 0.508","0.506, 0.640","0.418, 0.639","0.494, 0.519","0.448, 0.530","0.527, 0.770","0.403, 0.768","0.446, 0.326",Preparation
66,2.2022022022022023,21.50617634548291,4.292952157280929,206.39969233599334,164.88152537670447,151.7281302602909,195.13782756283965,184.80907603587568,178.38556020951967,"0.513, 0.367","0.417, 0.376","0.524, 0.448","0.421, 0.462","0.478, 0.507","0.434, 0.508","0.511, 0.639","0.416, 0.639","0.500, 0.516","0.444, 0.529","0.532, 0.768","0.402, 0.768","0.445, 0.329",Preparation
