Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Lateral Bending Angle,Leaning
0.0,-2.083914129292324,35.22434843600452,153.40549799514605,115.9498257184664,164.75838836064565,206.31604187478965,184.4574684032184,171.5489882364984,"0.5394456386566162, 0.3242553472518921","0.4484555125236511, 0.32434189319610596","0.5421034693717957, 0.4150054454803467","0.45026057958602905, 0.3195415139198303","0.5311678051948547, 0.47276416420936584","0.4795222878456116, 0.4778546392917633","0.5562569499015808, 0.5858142375946045","0.44747766852378845, 0.5826123952865601","0.5357106924057007, 0.4842296540737152","0.4630699157714844, 0.2503109574317932","0.5731750726699829, 0.692703366279602","0.4310064911842346, 0.6913925409317017","0.4774394631385803, 0.2870748043060303",4.315058251774869,Trailing Side
0.0333667000333667,2.929124869356753,33.85504399012591,153.72214264655878,133.02676538833467,164.99598273819862,207.6116380455027,183.73159697030096,171.77291280785167,"0.5394111275672913, 0.3186647295951843","0.44863587617874146, 0.324158251285553","0.5420800447463989, 0.4059365391731262","0.4609730839729309, 0.3889284133911133","0.5312603712081909, 0.46919363737106323","0.4796997010707855, 0.47205328941345215","0.5562980771064758, 0.5856330990791321","0.4480157494544983, 0.581951916217804","0.5357259511947632, 0.47406548261642456","0.4950970709323883, 0.46077126264572144","0.5735326409339905, 0.6927111744880676","0.43093520402908325, 0.691216766834259","0.477959007024765, 0.27123504877090454",4.39057066524112,Trailing Side
0.0667334000667334,6.9130350602652975,32.02977840487237,154.6434471925523,147.8147826541094,165.27403392877898,208.75282562664705,183.0919395518581,171.96935430913845,"0.5394291281700134, 0.3281238377094269","0.45036306977272034, 0.32558152079582214","0.5421885251998901, 0.4062839150428772","0.46366435289382935, 0.38092687726020813","0.5313242673873901, 0.4693421423435211","0.48019522428512573, 0.4725797176361084","0.5562998056411743, 0.5855245590209961","0.4481363892555237, 0.5819361209869385","0.5354735255241394, 0.47425955533981323","0.4861849844455719, 0.28723451495170593","0.5736212730407715, 0.6924857497215271","0.43093520402908325, 0.6912214159965515","0.48037129640579224, 0.2784084379673004",4.311106523078259,Trailing Side
0.1001001001001001,9.970778116741064,29.81631377097098,156.10240751007314,160.43314488222163,165.58858675913748,209.7453962566005,182.53440029991765,172.13941053035057,"0.5384607315063477, 0.3277774751186371","0.4505244195461273, 0.3319188952445984","0.5283123850822449, 0.36844709515571594","0.4735608696937561, 0.3980643153190613","0.5316541194915771, 0.46946626901626587","0.4833552837371826, 0.47258830070495605","0.5563840270042419, 0.5849922299385071","0.4481636881828308, 0.5818678736686707","0.499973863363266, 0.34252527356147766","0.4995534420013428, 0.47277823090553284","0.573742151260376, 0.692513108253479","0.43078556656837463, 0.6920729875564575","0.4808524549007416, 0.29050639271736145",5.265931862215414,Trailing Side
0.1334668001334668,12.2053157120918,27.28241217914885,158.0320194760679,171.00111943910252,165.93568605602488,210.5951415737408,182.05488336650748,172.28417926147984,"0.5364614129066467, 0.3430797755718231","0.4564390778541565, 0.3410990536212921","0.519440770149231, 0.3635697364807129","0.4737613797187805, 0.3851213753223419","0.5314351916313171, 0.475468248128891","0.4841209948062897, 0.47173529863357544","0.5563721060752869, 0.5835810899734497","0.4481785297393799, 0.5816135406494141","0.4944813847541809, 0.3270069360733032","0.4906114935874939, 0.4057247042655945","0.573853075504303, 0.6922078728675842","0.43078574538230896, 0.692051887512207","0.4863176941871643, 0.3106042444705963",4.923034267342932,Trailing Side
0.1668335001668335,13.719609519625266,24.49583572013306,160.36527896748308,179.63797369118302,166.311376646192,211.3078532164458,181.64929290365544,172.40475829251815,"0.534365713596344, 0.3313789963722229","0.45519351959228516, 0.33854442834854126","0.5206006765365601, 0.4014458656311035","0.47215980291366577, 0.4016048312187195","0.5321038961410522, 0.46827277541160583","0.4843643605709076, 0.4703494608402252","0.5560309290885925, 0.5823451280593872","0.4482195973396301, 0.5816093683242798","0.5059155225753784, 0.4700702726840973","0.49463772773742676, 0.4769767224788666","0.5735248327255249, 0.6928857564926147","0.43078237771987915, 0.6921579837799072","0.48044246435165405, 0.30272620916366577",5.718856872209154,Trailing Side
0.2002002002002002,14.61662121264921,21.524346484650707,163.03518186126527,186.46297500489425,166.71170335638956,211.88932282309327,181.3135330633894,172.5022454134574,"0.5345646739006042, 0.3172186613082886","0.4520999491214752, 0.3332735002040863","0.5287896990776062, 0.40188851952552795","0.47022420167922974, 0.397917240858078","0.5333977937698364, 0.4625891149044037","0.4842607378959656, 0.46691304445266724","0.5559329390525818, 0.5823360681533813","0.4480723440647125, 0.5813911557197571","0.52424156665802, 0.4722732901573181","0.49167266488075256, 0.47692209482192993","0.5735709071159363, 0.6932481527328491","0.4307781159877777, 0.6921197772026062","0.48039698600769043, 0.2760413885116577",6.338730773132378,Trailing Side
0.2335669002335669,14.99931246447139,18.435706563428884,165.97472403436103,191.5953907466673,167.13271101336832,212.34534203206104,181.04350799773715,172.57773841428934,"0.5382393598556519, 0.31007787585258484","0.4467291235923767, 0.33207064867019653","0.5297467708587646, 0.4003411829471588","0.469287633895874, 0.40311041474342346","0.5345643162727356, 0.45960506796836853","0.482731431722641, 0.46416711807250977","0.5554884076118469, 0.5822104215621948","0.4480816423892975, 0.5812853574752808","0.5302658677101135, 0.4731472432613373","0.4890589118003845, 0.48071223497390747","0.5734041333198547, 0.6930861473083496","0.430816113948822, 0.6919382810592651","0.48020654916763306, 0.26425471901893616",6.548257686959995,Trailing Side
0.2669336002669336,14.97064494839955,15.29767804719468,169.11690136371692,195.15448828293324,167.57044444387913,212.6817024817269,180.8351218587266,172.6323350850059,"0.53911954164505, 0.3067443072795868","0.4439608156681061, 0.33120501041412354","0.5322356820106506, 0.3900769352912903","0.46848973631858826, 0.40714511275291443","0.5344995260238647, 0.45750731229782104","0.4802769720554352, 0.4620242714881897","0.5556232929229736, 0.5818016529083252","0.4478473663330078, 0.5801109075546265","0.5304821729660034, 0.46627482771873474","0.4877800941467285, 0.48212069272994995","0.5730615854263306, 0.692825198173523","0.430640310049057, 0.6921124458312988","0.47965893149375916, 0.2699548900127411",6.422430824746042,Trailing Side
0.3003003003003003,14.633580337741446,12.178023026675191,172.39470972627947,197.25953498012308,168.02094847467265,212.90419581046865,180.6842787983856,172.6671332155989,"0.539119303226471, 0.30734413862228394","0.44122105836868286, 0.3309713304042816","0.5322662591934204, 0.39084070920944214","0.468192994594574, 0.4104488790035248","0.5345102548599243, 0.45412182807922363","0.47902536392211914, 0.4589853882789612","0.5557401180267334, 0.5817254781723022","0.4478232264518738, 0.5801276564598083","0.5278797745704651, 0.4754393696784973","0.4875029921531677, 0.4910268187522888","0.5727481842041016, 0.6925374865531921","0.4304894804954529, 0.6928678750991821","0.4795772433280945, 0.27264702320098877",6.888040175837785,Trailing Side
