Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Predicted_Pose
0.0,28.60006935328615,33.29121362904782,161.87316264871126,162.68198096396148,155.97928227826966,41.3262909010559,189.3051805260007,171.11325186794826,"0.439, 0.416","0.415, 0.403","0.450, 0.515","0.433, 0.508","0.383, 0.554","0.369, 0.508","0.388, 0.718","0.311, 0.325","0.482, 0.586","0.471, 0.582","0.364, 0.902","0.288, 0.179","0.486, 0.365",0.482,0.586,0.471,0.582,0.364,0.902,0.288,0.179,Preparation
0.0333667000333667,31.822218084542296,37.49712573796143,165.82686548527056,161.94978077648085,152.39999195773612,42.545519421969054,191.6945146425723,176.0145622116353,"0.439, 0.416","0.415, 0.406","0.454, 0.515","0.437, 0.519","0.376, 0.564","0.357, 0.521","0.388, 0.719","0.311, 0.360","0.484, 0.586","0.475, 0.589","0.366, 0.893","0.288, 0.250","0.486, 0.363",0.484,0.586,0.475,0.589,0.366,0.893,0.288,0.25,Preparation
0.0667334000667334,35.51359292586364,35.93492419846858,172.23792739240554,164.355680111275,149.75166034718688,46.06808482613196,191.5187714185376,93.70368674082545,"0.443, 0.419","0.414, 0.408","0.462, 0.515","0.437, 0.517","0.374, 0.573","0.351, 0.549","0.389, 0.720","0.311, 0.451","0.487, 0.586","0.474, 0.588","0.373, 0.885","0.362, 0.427","0.485, 0.363",0.487,0.586,0.474,0.588,0.373,0.885,0.362,0.427,Preparation
0.1001001001001001,33.55552902498549,36.04345233543404,170.29302797595022,165.9139390993779,145.90264463425214,148.58954365377954,195.47731170510176,194.5200230839632,"0.452, 0.418","0.411, 0.409","0.465, 0.515","0.437, 0.520","0.374, 0.577","0.341, 0.573","0.394, 0.722","0.365, 0.730","0.487, 0.587","0.475, 0.595","0.374, 0.875","0.347, 0.895","0.475, 0.358",0.487,0.587,0.475,0.595,0.374,0.875,0.347,0.895,Preparation
0.1334668001334668,32.3621806741463,34.440297930673495,169.07696479188377,164.93435359724617,145.5850222368578,146.58447247328618,196.1345139593832,196.63035372757489,"0.453, 0.418","0.412, 0.409","0.464, 0.515","0.436, 0.520","0.374, 0.582","0.343, 0.580","0.395, 0.723","0.375, 0.738","0.487, 0.587","0.475, 0.594","0.375, 0.872","0.360, 0.898","0.476, 0.358",0.487,0.587,0.475,0.594,0.375,0.872,0.36,0.898,Preparation
0.1668335001668335,29.826722380064865,34.86981734261549,160.78391821720814,163.75127030304668,145.30489398472676,146.2359631893092,195.61384114877796,195.63604933142256,"0.450, 0.419","0.412, 0.410","0.457, 0.519","0.436, 0.520","0.372, 0.579","0.344, 0.575","0.395, 0.723","0.376, 0.733","0.489, 0.592","0.478, 0.596","0.378, 0.870","0.363, 0.897","0.474, 0.357",0.489,0.592,0.478,0.596,0.378,0.87,0.363,0.897,Preparation
0.2002002002002002,29.395728774743827,34.14980123598488,160.5058700112556,162.5283307590564,145.3618916188127,147.58313914516913,196.0198938404859,195.83827929115924,"0.449, 0.419","0.410, 0.411","0.456, 0.518","0.434, 0.520","0.372, 0.582","0.343, 0.578","0.395, 0.724","0.374, 0.739","0.489, 0.594","0.478, 0.596","0.378, 0.872","0.359, 0.906","0.474, 0.352",0.489,0.594,0.478,0.596,0.378,0.872,0.359,0.906,Preparation
0.2335669002335669,29.637384940526204,34.35406194397824,160.14937507889843,161.9438923372576,145.52018131820802,150.15684233216825,196.45024940169168,193.42645183626064,"0.447, 0.422","0.405, 0.410","0.455, 0.519","0.431, 0.519","0.371, 0.584","0.342, 0.574","0.395, 0.727","0.367, 0.742","0.489, 0.594","0.477, 0.596","0.376, 0.874","0.352, 0.927","0.470, 0.349",0.489,0.594,0.477,0.596,0.376,0.874,0.352,0.927,Preparation
0.2669336002669336,27.955801612334056,34.53924838452649,158.5681387885931,163.414734119618,147.2752922228048,151.5977595668284,197.7137933417394,193.75854828542404,"0.442, 0.422","0.399, 0.410","0.449, 0.519","0.430, 0.521","0.371, 0.587","0.339, 0.583","0.394, 0.730","0.366, 0.748","0.486, 0.594","0.477, 0.597","0.373, 0.875","0.352, 0.917","0.470, 0.350",0.486,0.594,0.477,0.597,0.373,0.875,0.352,0.917,Preparation
0.3003003003003003,28.294286179093906,33.79091801546545,159.98044563636597,163.06759735811852,148.06599296824712,153.47555650305202,198.1949801024796,191.89357828166928,"0.441, 0.422","0.394, 0.411","0.450, 0.518","0.427, 0.521","0.371, 0.589","0.339, 0.587","0.394, 0.733","0.365, 0.751","0.486, 0.595","0.477, 0.598","0.372, 0.875","0.356, 0.923","0.469, 0.350",0.486,0.595,0.477,0.598,0.372,0.875,0.356,0.923,Preparation
0.333667000333667,27.08089082281829,31.166134972507415,160.9840870800199,162.82642485217903,148.7580665328486,154.9934503252155,198.67262543373928,192.4421934083222,"0.439, 0.421","0.387, 0.411","0.448, 0.516","0.419, 0.521","0.371, 0.593","0.338, 0.591","0.395, 0.737","0.367, 0.753","0.484, 0.595","0.471, 0.601","0.373, 0.876","0.360, 0.916","0.464, 0.350",0.484,0.595,0.471,0.601,0.373,0.876,0.36,0.916,Preparation
0.3670337003670337,26.684577769748493,27.58909603340592,162.42745845527818,160.5174552044521,149.33879544763653,156.3668431393032,198.15131626464185,194.19793511563924,"0.439, 0.422","0.381, 0.409","0.448, 0.516","0.409, 0.518","0.371, 0.595","0.339, 0.592","0.395, 0.741","0.368, 0.750","0.481, 0.593","0.465, 0.600","0.373, 0.883","0.358, 0.907","0.463, 0.351",0.481,0.593,0.465,0.6,0.373,0.883,0.358,0.907,Preparation
0.4004004004004004,23.46034918061965,20.72988588759804,159.57356807910568,151.49335959192345,149.12106241122365,155.86826046385607,198.98152851204287,194.09927583527303,"0.439, 0.422","0.382, 0.404","0.443, 0.514","0.397, 0.510","0.371, 0.596","0.339, 0.594","0.396, 0.741","0.371, 0.750","0.474, 0.590","0.455, 0.589","0.372, 0.884","0.364, 0.909","0.460, 0.349",0.474,0.59,0.455,0.589,0.372,0.884,0.364,0.909,Preparation
0.4337671004337671,24.39510100064647,17.88419121815883,164.20228787259936,148.18757938605606,148.93621246688036,156.5308811997903,201.68935753618752,195.37244662856435,"0.438, 0.420","0.379, 0.405","0.444, 0.506","0.390, 0.510","0.373, 0.595","0.340, 0.595","0.400, 0.740","0.371, 0.747","0.468, 0.574","0.452, 0.589","0.372, 0.883","0.360, 0.918","0.461, 0.349",0.468,0.574,0.452,0.589,0.372,0.883,0.36,0.918,Preparation
0.4671338004671338,11.492294405969522,7.877389672269733,141.63173943198024,135.55402039100247,151.72258628239,156.14491249247075,200.9556211069256,191.6187098959556,"0.434, 0.420","0.381, 0.404","0.423, 0.507","0.373, 0.511","0.374, 0.600","0.339, 0.601","0.399, 0.745","0.370, 0.749","0.452, 0.553","0.435, 0.584","0.373, 0.882","0.370, 0.907","0.462, 0.350",0.452,0.553,0.435,0.584,0.373,0.882,0.37,0.907,Preparation
0.5005005005005005,13.828276692259667,2.4543906114751155,159.7385173719466,130.717483724258,154.7168562205722,159.0161768141639,201.16065804283048,190.1549480167854,"0.434, 0.420","0.383, 0.403","0.430, 0.505","0.367, 0.511","0.379, 0.600","0.345, 0.601","0.401, 0.745","0.372, 0.751","0.445, 0.556","0.429, 0.582","0.371, 0.877","0.372, 0.907","0.463, 0.350",0.445,0.556,0.429,0.582,0.371,0.877,0.372,0.907,Preparation
0.5338672005338673,13.999803442271668,1.7089351756079738,167.72932555561516,127.7422729093318,156.01200778031324,159.74755261764483,201.7814233210289,189.3757087452652,"0.435, 0.420","0.382, 0.401","0.433, 0.492","0.359, 0.508","0.382, 0.602","0.345, 0.603","0.402, 0.745","0.371, 0.751","0.442, 0.545","0.409, 0.567","0.368, 0.877","0.372, 0.904","0.463, 0.350",0.442,0.545,0.409,0.567,0.368,0.877,0.372,0.904,Preparation
0.5672339005672339,9.345254615212813,12.534673887611913,170.2621856750147,115.11986992105888,155.4072119953987,160.44847972001918,203.15272495589025,190.61583349814552,"0.436, 0.423","0.377, 0.397","0.426, 0.497","0.337, 0.496","0.382, 0.600","0.344, 0.600","0.401, 0.744","0.371, 0.750","0.428, 0.545","0.380, 0.542","0.366, 0.871","0.370, 0.910","0.463, 0.352",0.428,0.545,0.38,0.542,0.366,0.871,0.37,0.91,Preparation
0.6006006006006006,8.564271656166758,14.899453851622768,177.05263744380366,121.34829554305828,153.9394692005551,161.04826074608775,203.4723775736652,189.99593279409507,"0.430, 0.423","0.374, 0.381","0.418, 0.499","0.350, 0.434","0.378, 0.584","0.342, 0.584","0.401, 0.744","0.370, 0.743","0.413, 0.537","0.386, 0.485","0.366, 0.872","0.369, 0.896","0.462, 0.352",0.413,0.537,0.386,0.485,0.366,0.872,0.369,0.896,Preparation
0.6339673006339673,9.522010117547488,54.44589006095117,115.28041856707718,44.63162408452283,151.16569948571515,159.94598614441122,199.65016895550167,191.0305211844347,"0.436, 0.424","0.375, 0.366","0.391, 0.499","0.345, 0.380","0.378, 0.569","0.340, 0.557","0.400, 0.742","0.368, 0.720","0.395, 0.506","0.386, 0.395","0.371, 0.877","0.364, 0.886","0.459, 0.350",0.395,0.506,0.386,0.395,0.371,0.877,0.364,0.886,Preparation
0.6673340006673341,8.263498729511598,18.302375585029772,60.96960447403458,80.69062920217391,150.12600116004208,154.99133913279965,198.8893809160629,199.3948679151191,"0.426, 0.412","0.374, 0.358","0.383, 0.488","0.342, 0.412","0.371, 0.552","0.335, 0.535","0.399, 0.741","0.372, 0.699","0.403, 0.488","0.400, 0.434","0.373, 0.877","0.351, 0.873","0.456, 0.355",0.403,0.488,0.4,0.434,0.373,0.877,0.351,0.873,Toe-Up
0.7007007007007008,2.129801719837076,61.71957012239574,176.96325351938404,42.39317024542053,149.23493787950605,21.41885502913289,198.0449478390574,219.3348123280604,"0.428, 0.413","0.367, 0.352","0.393, 0.489","0.328, 0.363","0.368, 0.558","0.331, 0.512","0.396, 0.741","0.353, 0.480","0.378, 0.528","0.369, 0.383","0.372, 0.882","0.342, 0.364","0.451, 0.355",0.378,0.528,0.369,0.383,0.372,0.882,0.342,0.364,Preparation
0.7340674007340674,6.413031785490517,23.976708540862862,176.15019445996683,64.35793828093232,148.61155821531372,11.138510250067428,199.1015092257277,190.6087788127165,"0.427, 0.414","0.364, 0.357","0.397, 0.520","0.332, 0.399","0.367, 0.563","0.326, 0.512","0.395, 0.737","0.331, 0.400","0.382, 0.593","0.385, 0.411","0.368, 0.893","0.316, 0.292","0.449, 0.355",0.382,0.593,0.385,0.411,0.368,0.893,0.316,0.292,Preparation
0.7674341007674341,2.8961878079420287,5.891741611550124,46.66282936667008,78.98205777119111,148.41596838750706,3.707975558156438,199.532724600778,163.71303622826667,"0.427, 0.407","0.359, 0.347","0.400, 0.485","0.338, 0.411","0.364, 0.565","0.324, 0.509","0.394, 0.732","0.343, 0.385","0.393, 0.472","0.390, 0.418","0.368, 0.893","0.361, 0.345","0.450, 0.356",0.393,0.472,0.39,0.418,0.368,0.893,0.361,0.345,Preparation
0.8008008008008008,3.932207150342285,6.767776111991664,171.43489805405682,89.3755291659306,148.39860331780267,17.10405159719627,199.12673682606464,92.5782369259788,"0.425, 0.413","0.362, 0.345","0.393, 0.516","0.342, 0.406","0.365, 0.567","0.328, 0.507","0.395, 0.730","0.361, 0.448","0.378, 0.611","0.405, 0.426","0.370, 0.892","0.408, 0.470","0.451, 0.356",0.378,0.611,0.405,0.426,0.37,0.892,0.408,0.47,Preparation
0.8341675008341676,6.363284807176059,8.815390668573357,174.88561820884098,105.92433294636032,151.19974077091624,51.01288900457709,199.31078269858676,85.24016269604829,"0.420, 0.407","0.369, 0.351","0.393, 0.528","0.366, 0.410","0.366, 0.567","0.334, 0.519","0.395, 0.729","0.352, 0.510","0.381, 0.626","0.419, 0.428","0.371, 0.879","0.389, 0.599","0.451, 0.360",0.381,0.626,0.419,0.428,0.371,0.879,0.389,0.599,Preparation
0.8675342008675342,3.0925102710903927,5.968068725940059,15.04010758468634,96.28031862546084,152.69362420626987,157.86750242439155,199.28553193482244,171.55218338151525,"0.416, 0.404","0.378, 0.350","0.395, 0.482","0.371, 0.403","0.367, 0.553","0.336, 0.524","0.395, 0.728","0.353, 0.635","0.412, 0.452","0.421, 0.416","0.370, 0.865","0.384, 0.738","0.452, 0.359",0.412,0.452,0.421,0.416,0.37,0.865,0.384,0.738,Preparation
0.9009009009009008,3.1135316274264477,0.2616339547739318,25.48687697473374,102.94483556240394,152.1259774483599,160.4161539108006,200.57367279025695,147.78247113562563,"0.417, 0.405","0.379, 0.344","0.396, 0.481","0.369, 0.385","0.366, 0.556","0.338, 0.517","0.394, 0.727","0.346, 0.585","0.422, 0.450","0.420, 0.411","0.368, 0.862","0.378, 0.626","0.454, 0.359",0.422,0.45,0.42,0.411,0.368,0.862,0.378,0.626,Preparation
0.9342676009342676,1.1196310461397068,7.181092999301253,164.23611948580498,87.78073805843796,155.1391804258437,158.50611003686953,202.4507123867985,184.85157379725476,"0.417, 0.404","0.394, 0.356","0.388, 0.499","0.385, 0.418","0.372, 0.557","0.345, 0.531","0.397, 0.721","0.361, 0.685","0.386, 0.555","0.427, 0.422","0.364, 0.853","0.365, 0.848","0.457, 0.358",0.386,0.555,0.427,0.422,0.364,0.853,0.365,0.848,Preparation
0.9676343009676344,2.6337721165153645,2.835690272912069,165.14286700359182,95.75739304760133,153.79738952250256,14.451456525491611,199.91722234399657,179.90267923388288,"0.415, 0.405","0.390, 0.348","0.390, 0.503","0.379, 0.393","0.370, 0.556","0.367, 0.463","0.397, 0.713","0.361, 0.355","0.391, 0.549","0.426, 0.410","0.371, 0.856","0.355, 0.236","0.461, 0.357",0.391,0.549,0.426,0.41,0.371,0.856,0.355,0.236,Preparation
1.001001001001001,4.985037216377399,253.49766455674973,174.595287795255,83.94567075969408,152.5450019562036,16.728216058469457,198.87360461557432,178.20439433121408,"0.416, 0.405","0.395, 0.346","0.392, 0.511","0.382, 0.340","0.368, 0.555","0.371, 0.456","0.395, 0.715","0.361, 0.333","0.385, 0.568","0.397, 0.319","0.372, 0.859","0.355, 0.208","0.462, 0.354",0.385,0.568,0.397,0.319,0.372,0.859,0.355,0.208,Preparation
1.0343677010343677,10.125198203338345,59.10543137383508,183.2602889722471,35.11718437828945,154.4479480858309,16.728167824531567,189.5334301037989,182.72878104988283,"0.436, 0.395","0.397, 0.331","0.419, 0.475","0.380, 0.336","0.379, 0.537","0.365, 0.470","0.389, 0.697","0.360, 0.390","0.410, 0.510","0.382, 0.334","0.374, 0.846","0.350, 0.301","0.461, 0.341",0.41,0.51,0.382,0.334,0.374,0.846,0.35,0.301,Preparation
1.234567901234568,17.276910655878645,23.6981449741524,161.28734059013948,77.74151919810599,187.42252936210292,178.47206787368967,179.59109559097817,177.75485186916805,"0.112, 0.181","0.534, 0.204","0.066, 0.489","0.589, 0.541","0.204, 0.777","0.386, 0.778","0.209, 1.025","0.335, 0.998","0.093, 0.640","0.402, 0.531","0.223, 1.483","0.244, 1.477","0.374, 0.030",0.093,0.64,0.402,0.531,0.223,1.483,0.244,1.477,Preparation
1.267934601267935,15.012696387226992,20.91749309769557,155.05966977087547,76.49272983252504,180.1053806534415,179.27823382325315,182.8129221872706,173.49559645106706,"0.139, 0.181","0.554, 0.205","0.099, 0.491","0.591, 0.540","0.220, 0.786","0.401, 0.791","0.252, 1.028","0.348, 1.005","0.146, 0.639","0.436, 0.520","0.289, 1.483","0.287, 1.472","0.412, 0.030",0.146,0.639,0.436,0.52,0.289,1.483,0.287,1.472,Preparation
1.3013013013013013,16.549467312071783,21.10391717459954,155.71467640983855,72.09819662539786,183.46740116523412,180.32708654824765,180.70185392897963,174.07772957898248,"0.178, 0.181","0.590, 0.207","0.125, 0.489","0.633, 0.540","0.251, 0.790","0.446, 0.797","0.262, 0.983","0.412, 0.934","0.168, 0.652","0.489, 0.513","0.282, 1.422","0.358, 1.309","0.455, 0.030",0.168,0.652,0.489,0.513,0.282,1.422,0.358,1.309,Preparation
1.334668001334668,14.92889045109349,20.971020624760115,148.24400579700475,68.86434087321096,186.58695715073424,194.45091319805545,177.96176605155847,156.3891238507327,"0.224, 0.185","0.631, 0.209","0.179, 0.492","0.675, 0.540","0.295, 0.801","0.487, 0.814","0.295, 0.957","0.429, 0.924","0.245, 0.645","0.541, 0.507","0.309, 1.342","0.404, 1.266","0.499, 0.028",0.245,0.645,0.541,0.507,0.309,1.342,0.404,1.266,Preparation
