Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Predicted_Pose
0.0,28.543243350230675,29.74377256244029,160.6311231282725,162.70029121759094,138.20483439915938,138.1938776394874,196.0432525726692,198.01013273972663,"0.499, 0.390","0.504, 0.387","0.496, 0.505","0.503, 0.515","0.393, 0.576","0.391, 0.580","0.431, 0.755","0.430, 0.769","0.531, 0.610","0.533, 0.616","0.421, 0.915","0.410, 0.944","0.581, 0.392",0.531,0.61,0.533,0.616,0.421,0.915,0.41,0.944,Preparation
0.0333667000333667,29.49177505050149,30.24546380382968,162.35973516282897,164.2316325627067,139.16142344333335,138.8303861709184,194.69743778901835,197.36309240287227,"0.496, 0.390","0.503, 0.387","0.498, 0.506","0.504, 0.514","0.394, 0.577","0.392, 0.580","0.431, 0.755","0.430, 0.770","0.532, 0.611","0.534, 0.617","0.424, 0.915","0.412, 0.943","0.580, 0.391",0.532,0.611,0.534,0.617,0.424,0.915,0.412,0.943,Preparation
0.0667334000667334,29.65104999658031,30.144948522606025,162.5756759378156,165.12505045775345,140.29085998524425,139.54640317010526,194.59444230400825,196.6729321645656,"0.491, 0.388","0.503, 0.387","0.495, 0.506","0.504, 0.509","0.392, 0.577","0.393, 0.581","0.431, 0.755","0.430, 0.772","0.532, 0.611","0.534, 0.616","0.424, 0.914","0.413, 0.942","0.580, 0.390",0.532,0.611,0.534,0.616,0.424,0.914,0.413,0.942,Preparation
0.1001001001001001,29.827749063232535,30.61505170057045,162.87661093999304,166.0114496017814,140.30817793621506,139.58370594502523,194.49651354590983,196.75062028610537,"0.489, 0.385","0.503, 0.387","0.494, 0.505","0.506, 0.508","0.391, 0.576","0.393, 0.581","0.430, 0.753","0.430, 0.771","0.532, 0.611","0.535, 0.616","0.425, 0.912","0.413, 0.939","0.580, 0.390",0.532,0.611,0.535,0.616,0.425,0.912,0.413,0.939,Preparation
0.1334668001334668,30.275692201987283,30.83245301402165,163.12356655085188,166.5947606469554,140.1492615819186,139.77527066290003,193.31044967932925,196.5409756494497,"0.488, 0.383","0.504, 0.386","0.494, 0.505","0.507, 0.507","0.389, 0.574","0.394, 0.579","0.428, 0.750","0.430, 0.770","0.532, 0.610","0.535, 0.615","0.426, 0.910","0.413, 0.938","0.580, 0.389",0.532,0.61,0.535,0.615,0.426,0.91,0.413,0.938,Preparation
0.1668335001668335,30.29543580336169,30.625344323378823,162.93204223044225,166.3245656315336,139.34512203282702,139.62982555736346,193.7010462216193,196.4256566209504,"0.488, 0.382","0.505, 0.385","0.494, 0.504","0.507, 0.506","0.389, 0.573","0.394, 0.578","0.428, 0.739","0.430, 0.766","0.532, 0.610","0.535, 0.615","0.426, 0.908","0.413, 0.937","0.579, 0.388",0.532,0.61,0.535,0.615,0.426,0.908,0.413,0.937,Preparation
0.2002002002002002,30.123986064890843,30.14816892627863,162.84519496855114,166.01685725405198,139.39180386967345,139.8120961888265,193.58015287479108,196.43951607058884,"0.489, 0.381","0.505, 0.383","0.494, 0.503","0.507, 0.504","0.389, 0.573","0.395, 0.578","0.427, 0.738","0.430, 0.766","0.532, 0.610","0.535, 0.614","0.426, 0.907","0.412, 0.938","0.579, 0.386",0.532,0.61,0.535,0.614,0.426,0.907,0.412,0.938,Preparation
0.2335669002335669,29.48353945305375,30.063607326372413,161.27494411966998,166.1979513434391,139.5544983993174,140.3033084199565,193.3982736971497,196.70989438307092,"0.489, 0.381","0.505, 0.383","0.493, 0.503","0.507, 0.504","0.389, 0.573","0.395, 0.579","0.427, 0.739","0.430, 0.766","0.532, 0.607","0.535, 0.614","0.426, 0.907","0.411, 0.939","0.579, 0.384",0.532,0.607,0.535,0.614,0.426,0.907,0.411,0.939,Preparation
0.2669336002669336,29.34784026009603,29.731940457806942,160.5287940047194,165.8765195353818,139.99853822776433,140.68320514960027,192.1392058146018,196.47836850341056,"0.489, 0.381","0.506, 0.382","0.493, 0.503","0.507, 0.504","0.389, 0.573","0.396, 0.578","0.426, 0.739","0.430, 0.766","0.532, 0.605","0.535, 0.610","0.426, 0.906","0.411, 0.939","0.579, 0.383",0.532,0.605,0.535,0.61,0.426,0.906,0.411,0.939,Preparation
0.3003003003003003,29.4302304074876,29.571788335642623,160.34767454499723,165.61250107282004,139.17727753716142,140.3079177720004,193.038966371632,196.8495429483985,"0.489, 0.381","0.507, 0.380","0.493, 0.503","0.507, 0.503","0.389, 0.572","0.396, 0.577","0.427, 0.735","0.430, 0.763","0.532, 0.604","0.535, 0.607","0.427, 0.905","0.411, 0.939","0.579, 0.382",0.532,0.604,0.535,0.607,0.427,0.905,0.411,0.939,Preparation
0.333667000333667,29.20148412820575,29.724524577027157,160.2423814480883,165.80900056557735,139.4181741740872,140.11659353225167,193.2886095809023,197.1413325628749,"0.489, 0.381","0.506, 0.380","0.493, 0.503","0.507, 0.503","0.390, 0.571","0.396, 0.577","0.428, 0.734","0.431, 0.761","0.532, 0.603","0.535, 0.607","0.428, 0.905","0.411, 0.939","0.579, 0.382",0.532,0.603,0.535,0.607,0.428,0.905,0.411,0.939,Preparation
0.3670337003670337,29.457870364624817,30.62508403875225,160.58770812704373,166.27057497315957,139.33053698832066,139.23350467146608,193.27316378323872,197.5679030106495,"0.489, 0.379","0.506, 0.380","0.493, 0.501","0.508, 0.503","0.390, 0.568","0.395, 0.574","0.428, 0.733","0.432, 0.761","0.532, 0.601","0.535, 0.605","0.428, 0.904","0.412, 0.937","0.580, 0.381",0.532,0.601,0.535,0.605,0.428,0.904,0.412,0.937,Preparation
0.4004004004004004,29.59659613439358,30.99426352007847,160.82926421386173,166.3219400848675,138.90976966484567,138.4468104518819,193.4468047167205,197.55006156150384,"0.490, 0.377","0.506, 0.380","0.494, 0.499","0.508, 0.502","0.390, 0.566","0.394, 0.573","0.429, 0.732","0.432, 0.759","0.532, 0.599","0.534, 0.604","0.428, 0.904","0.413, 0.936","0.580, 0.380",0.532,0.599,0.534,0.604,0.428,0.904,0.413,0.936,Preparation
0.4337671004337671,29.20986753894088,30.72544054368115,160.22368472141656,165.66821149252524,138.25712505761413,138.38347129963378,193.5922502096881,197.96943615470585,"0.494, 0.377","0.505, 0.380","0.495, 0.499","0.507, 0.502","0.391, 0.566","0.394, 0.573","0.429, 0.733","0.433, 0.758","0.532, 0.600","0.534, 0.604","0.428, 0.904","0.414, 0.935","0.580, 0.378",0.532,0.6,0.534,0.604,0.428,0.904,0.414,0.935,Preparation
0.4671338004671338,29.356836074338958,31.922331760930984,161.28367063568848,167.4971668229295,138.41509632952713,139.02905260147054,193.6295479530876,198.31067132639785,"0.495, 0.377","0.499, 0.382","0.497, 0.497","0.506, 0.502","0.392, 0.566","0.394, 0.573","0.431, 0.733","0.434, 0.758","0.532, 0.598","0.534, 0.604","0.429, 0.903","0.414, 0.933","0.580, 0.376",0.532,0.598,0.534,0.604,0.429,0.903,0.414,0.933,Preparation
0.5005005005005005,29.175629557596448,32.274846070023074,161.05524137069563,168.0384974524119,138.49406530425094,138.8477225357996,193.4952222522332,198.5674107113704,"0.496, 0.377","0.499, 0.382","0.497, 0.495","0.506, 0.500","0.393, 0.566","0.394, 0.573","0.431, 0.734","0.434, 0.758","0.532, 0.596","0.534, 0.603","0.429, 0.903","0.415, 0.933","0.580, 0.375",0.532,0.596,0.534,0.603,0.429,0.903,0.415,0.933,Preparation
0.5338672005338673,29.143249444042787,32.216293210725,161.28725474971728,167.99455735529844,138.55935950499085,138.96743107376977,193.34503454180145,198.77265419306048,"0.497, 0.376","0.498, 0.382","0.498, 0.495","0.506, 0.500","0.393, 0.566","0.394, 0.573","0.431, 0.735","0.435, 0.758","0.532, 0.595","0.534, 0.600","0.429, 0.904","0.415, 0.933","0.580, 0.375",0.532,0.595,0.534,0.6,0.429,0.904,0.415,0.933,Preparation
0.5672339005672339,29.029404265155986,32.27795264210422,161.3287316943316,168.17552293972278,138.54965949692456,138.46618190053124,193.48993789925007,198.62884604049563,"0.497, 0.376","0.498, 0.382","0.498, 0.493","0.506, 0.499","0.393, 0.566","0.394, 0.573","0.431, 0.735","0.436, 0.756","0.532, 0.594","0.534, 0.599","0.429, 0.904","0.418, 0.933","0.581, 0.374",0.532,0.594,0.534,0.599,0.429,0.904,0.418,0.933,Preparation
0.6006006006006006,27.701060378384128,31.918159675725366,158.56857787614058,167.6838943489021,138.57784017446858,138.40512969641438,193.3971666178556,198.5907591462653,"0.497, 0.376","0.499, 0.381","0.495, 0.493","0.505, 0.499","0.393, 0.566","0.394, 0.573","0.431, 0.735","0.436, 0.755","0.532, 0.594","0.533, 0.598","0.430, 0.903","0.419, 0.932","0.581, 0.374",0.532,0.594,0.533,0.598,0.43,0.903,0.419,0.932,Preparation
0.6339673006339673,27.895741547181224,31.959100174544183,159.33488430253965,167.97617361072824,138.67723497019534,138.2388399522629,193.20503067012604,199.02027348508923,"0.498, 0.376","0.499, 0.380","0.496, 0.493","0.506, 0.497","0.394, 0.566","0.394, 0.573","0.432, 0.735","0.437, 0.756","0.532, 0.593","0.533, 0.597","0.431, 0.901","0.419, 0.933","0.581, 0.373",0.532,0.593,0.533,0.597,0.431,0.901,0.419,0.933,Preparation
0.6673340006673341,27.88917255129921,32.383261766702034,159.37750228288627,168.47121454348783,138.62957137623692,138.01122412553352,193.9507486270742,199.41506560110395,"0.497, 0.376","0.499, 0.381","0.496, 0.494","0.506, 0.497","0.395, 0.565","0.394, 0.573","0.434, 0.733","0.437, 0.755","0.533, 0.593","0.533, 0.597","0.431, 0.897","0.418, 0.932","0.582, 0.373",0.533,0.593,0.533,0.597,0.431,0.897,0.418,0.932,Preparation
0.7007007007007008,28.49847766049372,32.96778797696757,160.67176396964285,169.62141565765293,138.7561912658592,137.90931275196863,194.26968455565705,200.38983664109156,"0.495, 0.375","0.499, 0.381","0.497, 0.493","0.507, 0.496","0.395, 0.565","0.394, 0.572","0.434, 0.729","0.437, 0.755","0.533, 0.592","0.533, 0.597","0.431, 0.891","0.416, 0.929","0.582, 0.372",0.533,0.592,0.533,0.597,0.431,0.891,0.416,0.929,Preparation
0.7340674007340674,29.008381863526896,33.404940666817794,161.3594061090275,169.85277700255827,138.68898349508098,137.6217971542178,194.3060787860129,200.63541240539428,"0.495, 0.374","0.499, 0.381","0.497, 0.493","0.508, 0.496","0.395, 0.563","0.394, 0.570","0.434, 0.727","0.437, 0.754","0.533, 0.592","0.534, 0.597","0.431, 0.890","0.415, 0.928","0.583, 0.371",0.533,0.592,0.534,0.597,0.431,0.89,0.415,0.928,Preparation
0.7674341007674341,30.73632279269114,34.02744231959967,164.6363432352965,170.05347553258926,138.64508503839852,137.23637269429324,194.1735913812209,201.03676612803136,"0.495, 0.374","0.499, 0.381","0.501, 0.493","0.508, 0.496","0.395, 0.562","0.393, 0.567","0.434, 0.724","0.437, 0.753","0.533, 0.592","0.534, 0.598","0.432, 0.885","0.413, 0.928","0.583, 0.370",0.533,0.592,0.534,0.598,0.432,0.885,0.413,0.928,Preparation
0.8008008008008008,32.21064901957414,34.60053976325481,167.45420193337503,170.1926111808563,138.2734671980602,136.4703276056791,194.0341831544509,201.1975834748616,"0.497, 0.374","0.499, 0.380","0.505, 0.493","0.508, 0.496","0.396, 0.561","0.392, 0.566","0.435, 0.724","0.437, 0.753","0.534, 0.592","0.534, 0.598","0.433, 0.882","0.413, 0.927","0.583, 0.370",0.534,0.592,0.534,0.598,0.433,0.882,0.413,0.927,Preparation
