Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,24.874067498706527,30.602192888876587,123.73048674538984,170.07548938472385,128.45482936416929,126.28154764975233,212.95241830346697,213.73982953858723,"0.432, 0.252","0.455, 0.297","0.422, 0.390","0.441, 0.452","0.294, 0.501","0.294, 0.521","0.371, 0.685","0.359, 0.724","0.494, 0.446","0.452, 0.574","0.339, 0.857","0.300, 0.936","0.548, 0.238",Preparation
1,0.033373381391002536,28.281929917722582,29.319881871102247,131.3650613318088,169.26879012763226,127.77366013754762,128.69143386680693,208.9472754977808,212.47131332869884,"0.426, 0.250","0.456, 0.297","0.422, 0.378","0.441, 0.452","0.283, 0.494","0.300, 0.523","0.358, 0.680","0.360, 0.722","0.483, 0.436","0.453, 0.574","0.336, 0.857","0.299, 0.937","0.548, 0.237",Preparation
2,0.06674676278200507,29.11537348273568,28.680390652821636,136.1926183706352,168.66547791333974,127.9583691577854,129.4611025597686,207.51929654585996,212.02299830726895,"0.424, 0.248","0.456, 0.297","0.421, 0.374","0.441, 0.453","0.280, 0.492","0.302, 0.523","0.353, 0.678","0.360, 0.720","0.476, 0.435","0.453, 0.574","0.334, 0.858","0.298, 0.939","0.548, 0.236",Preparation
3,0.1001201441730076,29.08341240829993,27.746229627874335,137.61833767156833,166.98727665952248,128.26462627738078,129.9645289347086,207.134798783237,211.65385831128185,"0.424, 0.248","0.456, 0.297","0.421, 0.375","0.439, 0.453","0.281, 0.492","0.304, 0.523","0.352, 0.677","0.360, 0.720","0.474, 0.436","0.453, 0.575","0.334, 0.858","0.298, 0.940","0.548, 0.236",Address
4,0.13349352556401015,27.785377005967092,26.875247516650678,139.53480857982512,164.77923314699387,128.27734035089824,130.1265978829408,207.26241803561365,211.71825365937292,"0.425, 0.248","0.454, 0.297","0.420, 0.370","0.435, 0.453","0.281, 0.492","0.303, 0.523","0.353, 0.677","0.360, 0.720","0.470, 0.435","0.453, 0.575","0.334, 0.858","0.298, 0.941","0.548, 0.235",Address
5,0.16686690695501266,26.999957118502238,26.29009291908831,138.75319560622663,163.3616243194756,128.22521022189807,130.26636990728016,207.35985947151116,211.62316416630588,"0.426, 0.248","0.453, 0.297","0.419, 0.368","0.433, 0.453","0.282, 0.492","0.303, 0.523","0.354, 0.677","0.360, 0.720","0.470, 0.434","0.453, 0.575","0.334, 0.858","0.298, 0.941","0.548, 0.235",Address
6,0.2002402883460152,25.855446449650234,26.014721416326264,137.91370096169084,162.9764026724925,128.27065815222463,130.5353327996541,207.15396951607764,211.4045935900495,"0.428, 0.248","0.453, 0.296","0.418, 0.367","0.432, 0.452","0.283, 0.492","0.303, 0.523","0.354, 0.678","0.359, 0.720","0.466, 0.431","0.453, 0.575","0.335, 0.857","0.298, 0.941","0.548, 0.235",Address
7,0.23361366973701775,23.9641538751866,24.24634052089168,135.32047803275063,160.14652135644124,128.17802000646842,130.79682594587848,207.19333807035,211.3329935857575,"0.428, 0.248","0.452, 0.295","0.414, 0.366","0.428, 0.445","0.283, 0.492","0.303, 0.522","0.355, 0.678","0.359, 0.720","0.462, 0.427","0.453, 0.574","0.335, 0.857","0.298, 0.941","0.547, 0.235",Address
8,0.2669870511280203,22.3837076285154,24.367839690790298,133.11308192611546,160.5605530430803,127.83546324607279,130.8187488277005,207.4314059921715,211.30331345585245,"0.428, 0.248","0.452, 0.294","0.411, 0.366","0.429, 0.445","0.283, 0.492","0.303, 0.522","0.355, 0.678","0.359, 0.720","0.456, 0.423","0.453, 0.574","0.335, 0.857","0.298, 0.941","0.546, 0.236",Address
9,0.3003604325190228,21.707591540607098,24.610659112761624,131.1509426974132,161.18625343958192,127.75051134664835,130.6598408156186,207.5376313837683,211.29737967258416,"0.428, 0.248","0.452, 0.293","0.409, 0.366","0.429, 0.443","0.282, 0.492","0.302, 0.521","0.355, 0.678","0.359, 0.720","0.456, 0.423","0.452, 0.574","0.335, 0.857","0.298, 0.942","0.546, 0.237",Address
