Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,2.129225619513208,2.2880042792005586,185.9827021638575,175.50048900211888,164.44595369676543,205.31737198277276,187.00989754741497,175.6905422455509,"0.527, 0.417","0.433, 0.438","0.523, 0.500","0.453, 0.518","0.515, 0.556","0.458, 0.558","0.537, 0.668","0.431, 0.669","0.512, 0.572","0.478, 0.591","0.544, 0.781","0.413, 0.781","0.467, 0.404",Preparation
1,0.033366700033366704,2.213277216830838,2.7157012615429097,186.17795326955104,176.17446925809026,164.36784262596527,205.92829525532696,186.90500608584082,174.76339093628923,"0.526, 0.417","0.433, 0.439","0.523, 0.502","0.454, 0.519","0.515, 0.556","0.458, 0.558","0.537, 0.668","0.430, 0.669","0.512, 0.572","0.477, 0.590","0.545, 0.781","0.413, 0.781","0.467, 0.404",Preparation
2,0.06673340006673341,2.2300846341574423,2.9388780998263133,186.15025318894826,176.39278825374598,164.35153303941263,206.11441174212453,186.8984274373999,174.50693606918585,"0.526, 0.418","0.433, 0.440","0.523, 0.503","0.454, 0.519","0.515, 0.557","0.458, 0.559","0.537, 0.669","0.430, 0.669","0.512, 0.572","0.477, 0.589","0.545, 0.781","0.413, 0.781","0.467, 0.404",Preparation
3,0.1001001001001001,2.085138607235338,3.0160246321491293,185.81033324231353,176.51794374129824,164.31568479233133,206.35201316324702,186.91040771752594,174.1200531736655,"0.526, 0.418","0.433, 0.440","0.523, 0.503","0.454, 0.519","0.515, 0.557","0.458, 0.559","0.537, 0.669","0.430, 0.669","0.512, 0.572","0.477, 0.589","0.545, 0.781","0.412, 0.781","0.467, 0.403",Preparation
4,0.13346680013346682,2.0305441817853427,3.282929047471754,185.7226773813483,176.90202512610125,164.18299179826923,206.456686368317,186.99666556858622,174.00137013366333,"0.526, 0.418","0.433, 0.440","0.523, 0.503","0.454, 0.519","0.515, 0.558","0.458, 0.560","0.537, 0.669","0.430, 0.668","0.512, 0.572","0.477, 0.588","0.545, 0.781","0.412, 0.781","0.467, 0.403",Preparation
5,0.16683350016683351,1.9142142019928086,3.4393109222080094,185.49887821852315,177.26849789142437,164.21536845135,206.62282500159387,186.87327522324475,173.82737745706083,"0.526, 0.418","0.433, 0.440","0.522, 0.503","0.454, 0.519","0.515, 0.558","0.458, 0.560","0.537, 0.669","0.429, 0.668","0.512, 0.573","0.477, 0.588","0.546, 0.781","0.412, 0.781","0.467, 0.404",Preparation
6,0.2002002002002002,1.7623060703653588,3.6460280849437443,185.12306854791726,177.64545472526012,164.14776104755487,206.68422670450656,186.83781211189918,173.69882545321977,"0.526, 0.418","0.433, 0.440","0.522, 0.503","0.455, 0.519","0.515, 0.559","0.458, 0.560","0.537, 0.669","0.429, 0.668","0.512, 0.573","0.477, 0.588","0.546, 0.781","0.412, 0.781","0.467, 0.404",Preparation
7,0.2335669002335669,1.7620246334471639,3.8011392919680422,185.0254851214679,177.7978541306595,164.2237357762683,206.65393823115792,186.5635969227084,173.7098611176133,"0.526, 0.418","0.433, 0.440","0.522, 0.503","0.455, 0.519","0.515, 0.559","0.458, 0.561","0.537, 0.670","0.429, 0.668","0.513, 0.573","0.477, 0.588","0.546, 0.781","0.412, 0.781","0.467, 0.404",Preparation
8,0.26693360026693363,1.9728088763484484,3.808007359815896,184.961089075866,177.95181783097317,164.3699077026984,206.6490151656372,186.22208492760234,173.74547696092364,"0.526, 0.418","0.433, 0.440","0.522, 0.503","0.455, 0.519","0.515, 0.560","0.458, 0.561","0.537, 0.671","0.429, 0.668","0.513, 0.572","0.477, 0.588","0.547, 0.781","0.412, 0.781","0.467, 0.404",Preparation
9,0.3003003003003003,2.0355030564624204,3.8470508142163156,184.41905122706103,178.12764100509196,164.24592288422232,206.64413345460815,186.5573189924073,173.76114038444211,"0.526, 0.418","0.433, 0.440","0.523, 0.502","0.455, 0.519","0.515, 0.560","0.458, 0.561","0.538, 0.672","0.429, 0.668","0.514, 0.570","0.476, 0.588","0.547, 0.781","0.412, 0.781","0.467, 0.404",Preparation
10,0.33366700033366703,2.086232223731408,3.8705489358335776,184.1335111971465,178.32080775013543,164.0506400434364,206.6457833283446,187.02118539145408,173.83075523394066,"0.526, 0.418","0.433, 0.440","0.523, 0.502","0.455, 0.519","0.515, 0.560","0.458, 0.561","0.538, 0.672","0.429, 0.669","0.515, 0.570","0.476, 0.588","0.547, 0.781","0.412, 0.781","0.467, 0.405",Preparation
11,0.3670337003670337,2.0764003499222086,4.001048706311568,184.04712122697106,178.64791920566162,163.9571179381268,206.64534635215136,187.24331869654284,173.83435422089292,"0.526, 0.418","0.433, 0.440","0.523, 0.502","0.455, 0.519","0.515, 0.560","0.458, 0.561","0.538, 0.672","0.429, 0.669","0.515, 0.570","0.476, 0.588","0.547, 0.781","0.412, 0.781","0.467, 0.405",Preparation
12,0.4004004004004004,0.7274048885289999,4.012841133904728,183.26795730033518,178.14258345056842,163.50557846907907,206.61578278093765,187.8651302490003,173.87424780460216,"0.526, 0.418","0.433, 0.440","0.521, 0.503","0.455, 0.519","0.515, 0.559","0.458, 0.561","0.539, 0.669","0.429, 0.669","0.512, 0.575","0.477, 0.589","0.547, 0.782","0.412, 0.781","0.467, 0.405",Preparation
13,0.4337671004337671,0.027283857251384623,4.048512928433322,182.5100341996292,177.91826204850105,163.25956746317593,206.62031754199188,188.29783801490447,173.88978853588986,"0.526, 0.418","0.433, 0.440","0.520, 0.503","0.455, 0.519","0.515, 0.559","0.458, 0.561","0.539, 0.668","0.429, 0.669","0.511, 0.577","0.478, 0.589","0.547, 0.783","0.411, 0.782","0.467, 0.405",Preparation
14,0.4671338004671338,0.26411237926349646,4.1161027251348825,182.48445248821017,177.8269142961351,163.03602503145478,206.65623390868626,188.630926537617,173.87909464777505,"0.526, 0.418","0.433, 0.441","0.519, 0.504","0.455, 0.519","0.515, 0.559","0.458, 0.561","0.539, 0.668","0.429, 0.669","0.510, 0.577","0.478, 0.589","0.547, 0.784","0.411, 0.782","0.468, 0.405",Preparation
15,0.5005005005005005,0.46533158491297,4.23328897155067,182.2810437646707,177.76344329585532,162.7536067723992,206.61190867989663,188.99715378956003,173.88668584060326,"0.526, 0.418","0.433, 0.441","0.519, 0.504","0.455, 0.519","0.515, 0.559","0.458, 0.561","0.540, 0.668","0.429, 0.669","0.509, 0.577","0.478, 0.589","0.547, 0.784","0.411, 0.782","0.468, 0.405",Preparation
16,0.5338672005338673,0.765024306405131,4.485102155840369,182.1616647452249,177.6951798768099,162.4394250740129,206.46867894539534,189.34309085841255,173.82599912157534,"0.526, 0.418","0.433, 0.441","0.518, 0.505","0.455, 0.519","0.515, 0.560","0.458, 0.562","0.540, 0.668","0.429, 0.669","0.509, 0.578","0.479, 0.589","0.548, 0.784","0.411, 0.783","0.468, 0.405",Preparation
