Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,26.278354111766944,39.39480205473353,156.3075348083786,160.17742720604224,136.88759084365924,134.70110223588983,198.61647569575496,201.02286882402845,"0.414, 0.280","0.378, 0.273","0.409, 0.397","0.401, 0.428","0.296, 0.497","0.245, 0.496","0.344, 0.680","0.293, 0.685","0.452, 0.505","0.462, 0.541","0.330, 0.883","0.269, 0.896","0.495, 0.248",Preparation
1,0.033366700033366704,24.18536852798386,38.47476643541132,150.2054839079201,161.02234825318536,137.8963077969897,136.73236138034457,199.39948349513148,199.91290993354983,"0.405, 0.280","0.378, 0.270","0.399, 0.400","0.401, 0.423","0.296, 0.496","0.248, 0.494","0.345, 0.678","0.293, 0.686","0.452, 0.502","0.462, 0.540","0.330, 0.884","0.268, 0.897","0.495, 0.248",Preparation
2,0.06673340006673341,24.27587564092294,38.18466973754067,148.9277821053971,161.53607607816244,137.94940932818614,137.58548186644205,199.61322629580224,199.42601563690786,"0.403, 0.281","0.378, 0.268","0.398, 0.404","0.401, 0.421","0.296, 0.494","0.250, 0.492","0.346, 0.677","0.293, 0.687","0.452, 0.502","0.461, 0.540","0.330, 0.884","0.268, 0.897","0.495, 0.248",Preparation
3,0.1001001001001001,25.033860510554344,38.03161410311645,149.0479887521403,161.94213168899955,137.65727625787062,137.953467146652,199.7499232172321,199.32508565971125,"0.403, 0.282","0.378, 0.266","0.399, 0.408","0.401, 0.420","0.295, 0.493","0.250, 0.490","0.346, 0.677","0.294, 0.687","0.453, 0.507","0.461, 0.540","0.329, 0.884","0.268, 0.897","0.495, 0.248",Preparation
4,0.13346680013346682,25.130170846228506,38.59893829471299,149.0975844586524,162.82710957561846,137.66989912060686,138.00402634683292,199.8848388878019,199.20831345792786,"0.402, 0.282","0.378, 0.266","0.398, 0.410","0.402, 0.420","0.295, 0.492","0.251, 0.488","0.346, 0.676","0.294, 0.687","0.453, 0.509","0.461, 0.540","0.329, 0.884","0.268, 0.897","0.495, 0.248",Preparation
5,0.16683350016683351,25.0367127267688,38.68591292914221,149.1327799224583,162.92172697295607,137.58910664179882,138.07286905169326,199.94138436850275,199.1430716093121,"0.402, 0.282","0.378, 0.266","0.398, 0.410","0.402, 0.420","0.296, 0.492","0.251, 0.488","0.346, 0.675","0.294, 0.687","0.453, 0.508","0.461, 0.540","0.330, 0.883","0.268, 0.896","0.495, 0.248",Preparation
6,0.2002002002002002,24.83257378895771,38.91196080739279,148.65304015655587,163.48566979709898,137.58990923774522,138.2263045550974,199.9412769648343,199.06116661695046,"0.402, 0.282","0.378, 0.266","0.397, 0.410","0.403, 0.420","0.295, 0.492","0.251, 0.488","0.346, 0.675","0.294, 0.688","0.452, 0.508","0.461, 0.540","0.330, 0.883","0.268, 0.896","0.494, 0.249",Preparation
7,0.2335669002335669,24.756737095799007,39.043886086436174,148.3374571559838,163.68695837549075,137.60190826380233,138.29817051411274,199.84952693493975,199.0296949363125,"0.403, 0.282","0.378, 0.266","0.397, 0.409","0.403, 0.420","0.296, 0.491","0.251, 0.488","0.346, 0.675","0.294, 0.688","0.452, 0.506","0.461, 0.540","0.330, 0.883","0.268, 0.897","0.494, 0.249",Preparation
8,0.26693360026693363,25.461593188577588,39.09038189644323,149.79836688946273,164.0032511510678,137.78188197541257,138.39306415996805,199.83286953736962,199.45781129417188,"0.402, 0.282","0.377, 0.267","0.399, 0.409","0.403, 0.420","0.296, 0.492","0.252, 0.488","0.346, 0.675","0.295, 0.688","0.452, 0.506","0.461, 0.541","0.330, 0.883","0.268, 0.897","0.494, 0.249",Preparation
9,0.3003003003003003,25.347126123022505,39.175000480660366,149.8269138471773,164.22771194912238,137.9839244912143,138.36471299728652,199.75499838166215,199.73507293556898,"0.401, 0.282","0.377, 0.267","0.398, 0.408","0.403, 0.420","0.296, 0.492","0.252, 0.488","0.346, 0.675","0.296, 0.688","0.450, 0.502","0.461, 0.541","0.330, 0.883","0.268, 0.897","0.494, 0.249",Preparation
10,0.33366700033366703,25.701905663023243,39.41738717519825,151.26658934654807,164.5038062856798,137.62190057233718,137.9304423796348,200.3722339027724,200.52668685226263,"0.401, 0.280","0.377, 0.268","0.399, 0.403","0.403, 0.420","0.295, 0.492","0.253, 0.488","0.347, 0.675","0.298, 0.688","0.450, 0.499","0.461, 0.541","0.330, 0.883","0.269, 0.897","0.494, 0.249",Preparation
11,0.3670337003670337,26.126764998894807,39.45184531512255,151.83013195433153,164.55499235575456,137.03911956055444,137.715731177436,200.95521669135275,200.8675764052624,"0.400, 0.280","0.376, 0.269","0.399, 0.402","0.403, 0.420","0.294, 0.492","0.253, 0.488","0.347, 0.674","0.299, 0.688","0.449, 0.499","0.461, 0.541","0.330, 0.882","0.269, 0.897","0.494, 0.249",Preparation
12,0.4004004004004004,29.224496953249506,38.88544473092809,157.1824251113977,163.86704274945615,136.94696921135719,137.15614398929378,201.11129825929828,201.0817393686804,"0.399, 0.280","0.378, 0.269","0.405, 0.407","0.402, 0.419","0.293, 0.492","0.253, 0.488","0.347, 0.674","0.300, 0.688","0.451, 0.503","0.460, 0.541","0.330, 0.882","0.271, 0.897","0.494, 0.251",Preparation
13,0.4337671004337671,30.534620080218737,38.25347758891157,159.28893642264796,162.8476114239345,137.0555785723377,136.8447885333581,201.22222175106583,201.20218780729735,"0.398, 0.281","0.379, 0.269","0.407, 0.409","0.401, 0.419","0.292, 0.493","0.253, 0.488","0.347, 0.675","0.300, 0.688","0.451, 0.505","0.459, 0.541","0.330, 0.882","0.272, 0.896","0.493, 0.251",Preparation
14,0.4671338004671338,31.298147436893167,37.941932721242644,160.135607582148,162.336327675116,136.65245426348503,136.36040164449565,201.40789744090688,201.58594327823758,"0.398, 0.281","0.380, 0.269","0.408, 0.412","0.400, 0.419","0.292, 0.493","0.253, 0.488","0.347, 0.675","0.301, 0.687","0.453, 0.509","0.459, 0.541","0.330, 0.883","0.272, 0.896","0.493, 0.252",Preparation
15,0.5005005005005005,31.370277321221746,37.740241911930795,160.14316593581987,161.99009291731295,136.41274208877277,135.9875955928243,201.43638929525918,201.81206795122077,"0.398, 0.281","0.381, 0.269","0.409, 0.414","0.400, 0.418","0.291, 0.493","0.253, 0.488","0.347, 0.676","0.302, 0.687","0.453, 0.512","0.459, 0.540","0.330, 0.883","0.272, 0.896","0.493, 0.252",Preparation
16,0.5338672005338673,32.67283038043095,37.43114672799788,162.68890481423773,161.30967195801864,136.37728291376087,136.0106778333129,201.35123070661786,202.27366470040943,"0.399, 0.281","0.380, 0.271","0.412, 0.414","0.399, 0.419","0.291, 0.493","0.253, 0.490","0.347, 0.677","0.302, 0.688","0.454, 0.512","0.458, 0.541","0.330, 0.883","0.272, 0.897","0.491, 0.252",Preparation
