Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,2.007893680761819,13.859567663203787,196.70233828276707,162.06269716063352,164.6376909403159,202.1697136132975,182.7236048110775,182.83345025052205,"0.542, 0.377","0.416, 0.397","0.532, 0.473","0.418, 0.485","0.521, 0.531","0.454, 0.538","0.539, 0.666","0.437, 0.676","0.499, 0.553","0.445, 0.562","0.551, 0.814","0.412, 0.822","0.454, 0.347",Preparation
1,0.033366700033366704,1.740851950452407,12.408830448710246,197.03862188491925,163.4765040021101,164.78181284215233,202.03567794664593,182.017761747614,183.01130522023195,"0.543, 0.377","0.416, 0.397","0.532, 0.474","0.420, 0.486","0.521, 0.530","0.454, 0.537","0.538, 0.666","0.437, 0.676","0.497, 0.554","0.448, 0.565","0.551, 0.813","0.412, 0.822","0.456, 0.352",Preparation
2,0.06673340006673341,1.5439468042392408,11.02102371503256,197.12067178529324,165.0010224439539,164.9556220708215,201.98244278344237,181.6599239087038,183.21672960522864,"0.543, 0.376","0.416, 0.397","0.532, 0.474","0.423, 0.486","0.521, 0.529","0.454, 0.536","0.538, 0.666","0.437, 0.676","0.496, 0.555","0.451, 0.566","0.551, 0.813","0.412, 0.822","0.459, 0.352",Preparation
3,0.1001001001001001,1.424210846354818,10.908999584455147,197.5759388612526,165.4396231482246,165.41733214927356,201.96833249981097,181.25964250994284,183.25778913374765,"0.543, 0.375","0.416, 0.396","0.532, 0.474","0.423, 0.485","0.522, 0.529","0.454, 0.536","0.538, 0.666","0.437, 0.677","0.496, 0.555","0.450, 0.566","0.551, 0.814","0.412, 0.822","0.459, 0.352",Preparation
4,0.13346680013346682,1.583274130609183,11.017590652684376,198.237551327521,165.2002149232737,165.75142053076482,201.9143534702927,180.9966302066561,183.4063502022341,"0.544, 0.375","0.416, 0.396","0.533, 0.474","0.423, 0.485","0.522, 0.528","0.454, 0.536","0.538, 0.666","0.437, 0.677","0.495, 0.555","0.451, 0.566","0.552, 0.814","0.411, 0.822","0.459, 0.351",Preparation
5,0.16683350016683351,1.572025829625001,10.636466515677778,198.75179460440467,165.92596025164218,165.86029914865932,201.8874901210593,180.79719562428394,183.54534740109648,"0.544, 0.375","0.416, 0.396","0.533, 0.474","0.423, 0.486","0.523, 0.528","0.454, 0.536","0.538, 0.666","0.437, 0.677","0.495, 0.555","0.451, 0.567","0.552, 0.814","0.411, 0.822","0.460, 0.352",Preparation
6,0.2002002002002002,1.4891171246284485,10.239253605357908,198.92602724268923,166.38052788980775,165.9266457636495,201.89180637943548,180.56543729075753,183.66016167567025,"0.544, 0.375","0.416, 0.397","0.533, 0.474","0.424, 0.487","0.523, 0.528","0.454, 0.535","0.538, 0.666","0.438, 0.678","0.494, 0.555","0.451, 0.567","0.552, 0.813","0.411, 0.822","0.461, 0.352",Preparation
7,0.2335669002335669,1.503711193131372,9.034403851624015,199.15732499180248,168.43764674233805,166.01508489978835,201.8787329659951,180.4235632020077,183.71359019399446,"0.544, 0.375","0.417, 0.397","0.533, 0.474","0.426, 0.487","0.523, 0.528","0.454, 0.535","0.538, 0.667","0.438, 0.678","0.494, 0.555","0.452, 0.569","0.552, 0.813","0.411, 0.823","0.462, 0.351",Preparation
8,0.26693360026693363,1.405973401451438,9.14075129345937,199.11426461316498,167.50220333424122,166.10941773007738,201.65872239218814,180.32984482246007,183.75747331172767,"0.545, 0.375","0.417, 0.397","0.533, 0.473","0.426, 0.487","0.523, 0.528","0.454, 0.535","0.538, 0.667","0.438, 0.679","0.494, 0.555","0.453, 0.569","0.552, 0.813","0.411, 0.824","0.462, 0.351",Preparation
9,0.3003003003003003,1.2657349160574174,9.257538203797356,198.96820079143194,167.15943950715388,166.34960872584995,201.51775249420683,180.12201188453187,183.69601784283716,"0.545, 0.374","0.417, 0.396","0.533, 0.472","0.426, 0.487","0.523, 0.528","0.454, 0.536","0.538, 0.667","0.437, 0.679","0.494, 0.554","0.454, 0.569","0.552, 0.813","0.411, 0.824","0.462, 0.351",Preparation
