Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,34.21654132633222,35.576372527916334,163.95579863382176,165.94978022784477,136.89470550923366,138.8926989940951,205.1052199041286,205.3945828440538,"0.544218897819519, 0.4070926606655121","0.559353232383728, 0.41282206773757935","0.5563998222351074, 0.5173251628875732","0.5730985999107361, 0.5260200500488281","0.4541753828525543, 0.6033886075019836","0.4584044814109802, 0.6080644726753235","0.50757896900177, 0.7437500953674316","0.4962645173072815, 0.7619695067405701","0.6067306399345398, 0.5992346405982971","0.6123655438423157, 0.6185863614082336","0.49380284547805786, 0.8917087316513062","0.46662792563438416, 0.9149316549301147","0.6301428079605103, 0.374664306640625","0.552, 0.410","0.456, 0.606",-63.99689671705246,Forward
0.0333667000333667,34.315852050568175,35.23659521089944,164.59236072372386,165.26769975957947,137.27020079760516,139.40945931334142,204.82884232098368,205.1724188895299,"0.5443256497383118, 0.4072241187095642","0.557797372341156, 0.4128240942955017","0.5661957263946533, 0.5215243101119995","0.5730674862861633, 0.5261969566345215","0.45803719758987427, 0.6027482748031616","0.4589708745479584, 0.6075194478034973","0.5082542300224304, 0.7431198954582214","0.4962705075740814, 0.761822521686554","0.6079667210578918, 0.6048158407211304","0.6136783957481384, 0.6204466819763184","0.4940217137336731, 0.891708254814148","0.4653523862361908, 0.9157083630561829","0.6299036741256714, 0.37482452392578125","0.551, 0.410","0.459, 0.605",-64.62095884440254,Forward
0.0667334000667334,34.33725231934987,34.91138949387324,165.03679771593994,164.66389257578203,137.6309490965742,139.86385078284152,204.571528451654,204.99641255079453,"0.5466946363449097, 0.40725356340408325","0.5568710565567017, 0.4119531214237213","0.57258141040802, 0.5246233344078064","0.572816014289856, 0.5260533094406128","0.4635641574859619, 0.602141261100769","0.45909470319747925, 0.606544554233551","0.5092305541038513, 0.7428221702575684","0.49621134996414185, 0.7616333365440369","0.6095569729804993, 0.6093944311141968","0.6140507459640503, 0.6212689280509949","0.49401912093162537, 0.8918827772140503","0.46506890654563904, 0.9157961010932922","0.629900336265564, 0.37460172176361084","0.552, 0.410","0.461, 0.604",-65.08588471403812,Forward
0.1001001001001001,34.288405342316814,34.60127725991972,165.3065899849594,164.13466675538774,137.97607714816957,140.2589514167006,204.33319811510924,204.8632466622037,"0.5491881370544434, 0.40719443559646606","0.5561142563819885, 0.4115976393222809","0.5747838616371155, 0.5259750485420227","0.5727429389953613, 0.5263477563858032","0.4660913348197937, 0.6011994481086731","0.459139883518219, 0.6055411100387573","0.5098174810409546, 0.7421087026596069","0.4961877465248108, 0.7614775896072388","0.6102836728096008, 0.6109506487846375","0.6146376132965088, 0.6226311922073364","0.49384158849716187, 0.8920820951461792","0.46369320154190063, 0.9163358807563782","0.6299024820327759, 0.37430471181869507","0.553, 0.409","0.463, 0.603",-65.10103467463819,Forward
0.1334668001334668,34.17697432910846,34.30678039212086,165.4192179052717,163.6763303773319,138.30471169442006,140.59783922902383,204.11377113031932,204.76960405811332,"0.550322413444519, 0.407287061214447","0.5554401874542236, 0.41168147325515747","0.5749332904815674, 0.5272554159164429","0.5728089213371277, 0.5286999344825745","0.46708235144615173, 0.6004537343978882","0.45921239256858826, 0.6051686406135559","0.5102890729904175, 0.7414411902427673","0.49620285630226135, 0.7614268064498901","0.610890805721283, 0.6123272776603699","0.6154712438583374, 0.6247773170471191","0.4936760365962982, 0.8920996785163879","0.46304434537887573, 0.9168974757194519","0.6299007534980774, 0.37390801310539246","0.553, 0.409","0.463, 0.603",-65.10132648417888,Forward
0.1668335001668335,34.01062248936431,34.02842077355864,165.3921618513662,163.28519152054983,138.6159794773545,140.8835922339164,203.91316731625415,204.71216757287948,"0.5502299070358276, 0.40695375204086304","0.5554633140563965, 0.411865770816803","0.573358416557312, 0.5272897481918335","0.5729478597640991, 0.5307291746139526","0.4663514494895935, 0.5992438793182373","0.4602906107902527, 0.6047489047050476","0.5102379322052002, 0.7411545515060425","0.49640050530433655, 0.7613542079925537","0.6109267473220825, 0.6126145124435425","0.6160403490066528, 0.6259852647781372","0.49304643273353577, 0.8922870755195618","0.4627607762813568, 0.9169737100601196","0.6299003958702087, 0.37383607029914856","0.553, 0.409","0.463, 0.602",-65.0682269125629,Forward
0.2002002002002002,33.79701303272383,33.76672028731507,165.2429021977324,162.95755826397675,138.90900723900174,141.1192884454835,203.73130649188343,204.68762004085804,"0.5496742129325867, 0.40698710083961487","0.5555667281150818, 0.4118800163269043","0.5710644125938416, 0.5256653428077698","0.572971761226654, 0.5311823487281799","0.46580377221107483, 0.5987640023231506","0.4615495204925537, 0.6045529246330261","0.5100852251052856, 0.7411037683486938","0.4965077042579651, 0.7613512277603149","0.610942006111145, 0.6129698157310486","0.6162837743759155, 0.626350998878479","0.49269717931747437, 0.8923016786575317","0.46224457025527954, 0.9170541763305664","0.6298803091049194, 0.3739404082298279","0.553, 0.409","0.464, 0.602",-65.16968542883062,Forward
0.2335669002335669,33.54380916882653,33.5222008164721,164.98891931885967,162.68973868654797,139.18292172139053,141.30800587783034,203.5681084761771,204.69264429640504,"0.5487290620803833, 0.4069693982601166","0.5556036829948425, 0.413472980260849","0.568892240524292, 0.5246337652206421","0.5731919407844543, 0.5328863859176636","0.46543073654174805, 0.5982321500778198","0.4620582163333893, 0.6043110489845276","0.5100652575492859, 0.7408982515335083","0.49657851457595825, 0.7613030672073364","0.6109208464622498, 0.6130071878433228","0.6167429685592651, 0.6273878216743469","0.4924773573875427, 0.8922189474105835","0.46197810769081116, 0.9171651601791382","0.6298452615737915, 0.3739447593688965","0.552, 0.410","0.464, 0.601",-65.16437019368091,Forward
0.2669336002669336,33.25867410731186,33.29538424411173,164.64769358923743,162.4780408671988,139.4368496665497,141.45282254506208,203.4234930881049,204.7239231738764,"0.5473802089691162, 0.40700751543045044","0.5556155443191528, 0.41362738609313965","0.5688577890396118, 0.5245298147201538","0.5723434090614319, 0.5308724641799927","0.46497923135757446, 0.5982138514518738","0.462858110666275, 0.6042963266372681","0.5095292329788208, 0.7410667538642883","0.4966689646244049, 0.7612999677658081","0.6089279055595398, 0.6113988161087036","0.6164573431015015, 0.6273452043533325","0.49167752265930176, 0.8922756314277649","0.4619957506656647, 0.9171661138534546","0.6293541193008423, 0.37389543652534485","0.551, 0.410","0.464, 0.601",-65.36004041903425,Forward
0.3003003003003003,32.949271057819324,33.08679245331595,164.23670538335512,162.31877288486447,139.66991781650808,141.5568164612839,203.29738014663664,204.77813950762817,"0.5476650595664978, 0.40742984414100647","0.5556351542472839, 0.41395798325538635","0.5702576041221619, 0.525020182132721","0.5716046690940857, 0.5294851064682007","0.46530431509017944, 0.5982411503791809","0.46296292543411255, 0.6040640473365784","0.5094806551933289, 0.7412380576133728","0.49669522047042847, 0.7612971067428589","0.6089338064193726, 0.6112573742866516","0.6162289977073669, 0.627081036567688","0.49153175950050354, 0.8922778367996216","0.4619765877723694, 0.9171854853630066","0.62898188829422, 0.3735162615776062","0.552, 0.411","0.464, 0.601",-65.32103989656477,Forward
