Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,36.63074754119816,64.69999611089783,169.94849284206836,191.95990498843332,132.12824059178868,119.9598465433916,197.79101422646067,209.0484029401437,"0.5055034756660461, 0.36907386779785156","0.5233420133590698, 0.40817347168922424","0.4882069230079651, 0.5028573870658875","0.5354945659637451, 0.5517572164535522","0.3805157244205475, 0.5637761354446411","0.3890111744403839, 0.5875173211097717","0.4368976950645447, 0.7352595329284668","0.439415842294693, 0.7512767910957336","0.5428644418716431, 0.6007160544395447","0.5807900428771973, 0.6494520306587219","0.42881709337234497, 0.9131433367729187","0.4128216803073883, 0.9416607022285461","0.6094266176223755, 0.3761621117591858","0.514, 0.389","0.385, 0.576",-55.26721477249434,Forward
0.0333667000333667,36.6288477900894,54.237682855199424,166.25678453707525,178.59634369762645,132.30491773639457,122.51625956488982,196.49583974744053,206.92506230062332,"0.5119214057922363, 0.37722480297088623","0.5155640840530396, 0.4046083390712738","0.5124489665031433, 0.5168476104736328","0.5354577898979187, 0.5461941957473755","0.3918685019016266, 0.5637894868850708","0.38723820447921753, 0.5782942771911621","0.43689975142478943, 0.736014723777771","0.43886104226112366, 0.7511654496192932","0.5494800806045532, 0.6174957156181335","0.574001669883728, 0.646582841873169","0.42851805686950684, 0.9161642789840698","0.41204968094825745, 0.9442761540412903","0.6089127659797668, 0.3761293292045593","0.514, 0.391","0.390, 0.571",-55.41524819134288,Forward
0.0667334000667334,36.49740593115055,45.410267659623926,163.26477872758807,166.7769541244626,132.16663731432766,124.71983045454309,195.6931397448504,205.23169442584623,"0.5165095925331116, 0.3851878046989441","0.510408341884613, 0.40313300490379333","0.5191729068756104, 0.5256168246269226","0.5341147780418396, 0.5451034307479858","0.39442187547683716, 0.5639393925666809","0.3818482756614685, 0.5729917883872986","0.4379134178161621, 0.7360126972198486","0.4388405680656433, 0.7474468946456909","0.5511149168014526, 0.6247293949127197","0.5668259859085083, 0.6445059776306152","0.4277106821537018, 0.916130542755127","0.41043686866760254, 0.9442793130874634","0.608856201171875, 0.3764907717704773","0.513, 0.394","0.388, 0.568",-54.284197976763224,Forward
0.1001001001001001,36.24500871668093,38.111477845665306,160.91167116291624,156.4133703963177,131.74813236636578,126.59348484295478,195.3409776217269,203.93660007416835,"0.5202373266220093, 0.38672828674316406","0.506905734539032, 0.403229296207428","0.5198974013328552, 0.5276417136192322","0.5322949886322021, 0.5461449027061462","0.39795809984207153, 0.5639253854751587","0.3784030079841614, 0.571487307548523","0.4379982352256775, 0.7361376285552979","0.43629059195518494, 0.7475192546844482","0.550576388835907, 0.6269776225090027","0.5621184706687927, 0.6438078284263611","0.42743295431137085, 0.9158390760421753","0.4104255735874176, 0.9441404342651367","0.6086459159851074, 0.37648624181747437","0.514, 0.395","0.388, 0.568",-54.022354983588585,Forward
0.1334668001334668,35.88024289897984,32.23504073481753,159.13665759236926,147.4172266405676,131.08413593328683,128.16014836072836,195.39741678110687,203.0080800039457,"0.5230434536933899, 0.3919084370136261","0.5020665526390076, 0.40238896012306213","0.525229275226593, 0.5298795104026794","0.5292375683784485, 0.5417819619178772","0.39787963032722473, 0.5635994672775269","0.37389594316482544, 0.5673996210098267","0.4368850290775299, 0.7360695600509644","0.43296998739242554, 0.7474948167800903","0.5548657178878784, 0.6299880146980286","0.5597580671310425, 0.6424134969711304","0.42619532346725464, 0.9155861735343933","0.40999484062194824, 0.943570613861084","0.6074746251106262, 0.37628835439682007","0.513, 0.397","0.386, 0.565",-53.0421886344026,Forward
0.1668335001668335,35.411695230346595,27.674683648574565,157.8789337652565,139.70015698458826,130.20938105586862,129.4427466384673,195.8205206260269,202.4144349735344,"0.5245670676231384, 0.39837852120399475","0.49499911069869995, 0.39885348081588745","0.529140830039978, 0.5344744324684143","0.520838737487793, 0.536407470703125","0.39923033118247986, 0.5636469721794128","0.3668515682220459, 0.5648798942565918","0.43678799271583557, 0.7356632947921753","0.4276023507118225, 0.746860921382904","0.5540262460708618, 0.6331319808959961","0.5560638904571533, 0.6418365240097046","0.4260505735874176, 0.9154887199401855","0.4095763564109802, 0.9410993456840515","0.6050907373428345, 0.37642139196395874","0.510, 0.399","0.383, 0.564",-52.5792432665165,Forward
0.2002002002002002,34.847952463080524,24.3241339084304,157.07769543088747,133.17379555575548,129.15860077488895,130.46420530677497,196.5683525595237,202.12396574129028,"0.5282074809074402, 0.40515026450157166","0.48028063774108887, 0.3925389051437378","0.5355737209320068, 0.5316084623336792","0.4719547629356384, 0.5341500043869019","0.401639461517334, 0.5635675191879272","0.3629285395145416, 0.5583350658416748","0.4370112419128418, 0.7355401515960693","0.42712730169296265, 0.7446006536483765","0.5521238446235657, 0.6270479559898376","0.5379937291145325, 0.5237933993339539","0.42606306076049805, 0.9156218767166138","0.4089512825012207, 0.9399510622024536","0.6001141667366028, 0.376481831073761","0.504, 0.399","0.382, 0.561",-53.04423491446447,Forward
0.2335669002335669,34.19760134948093,22.07711883587897,156.6721383385716,127.74977648144517,127.96652813112574,131.2474499962549,197.598975984634,202.10497306556945,"0.5396243929862976, 0.40727677941322327","0.47466668486595154, 0.388277143239975","0.5440222024917603, 0.5281739234924316","0.48020896315574646, 0.5147862434387207","0.4090415835380554, 0.5633057951927185","0.3631429076194763, 0.556379497051239","0.44086775183677673, 0.7354888916015625","0.4268737733364105, 0.7429294586181641","0.5522979497909546, 0.6253920793533325","0.5323266386985779, 0.5685734748840332","0.4266655445098877, 0.9156843423843384","0.4082547128200531, 0.9389150738716125","0.5999941229820251, 0.37421467900276184","0.507, 0.398","0.386, 0.560",-53.24248649529768,Forward
0.2669336002669336,33.46922864184712,20.82736575241428,156.6014582376183,123.3397338890332,126.6678961653568,131.8154063375104,198.8704543043944,202.3257577047279,"0.5437506437301636, 0.4110262393951416","0.4703863263130188, 0.3842565417289734","0.5510466694831848, 0.5222731232643127","0.4650258421897888, 0.4981667101383209","0.41159185767173767, 0.5633777976036072","0.3631313741207123, 0.5541653633117676","0.44452157616615295, 0.7352574467658997","0.4263823628425598, 0.7416951060295105","0.5529933571815491, 0.6203570365905762","0.521123468875885, 0.5846017599105835","0.42678314447402954, 0.9159584045410156","0.40770068764686584, 0.9386200904846191","0.5992329716682434, 0.37319475412368774","0.507, 0.398","0.387, 0.559",-53.39059797363613,Forward
0.3003003003003003,32.67142109247841,20.46860197953029,156.804850877337,119.85530190589547,125.29743791835996,132.19099996114502,200.34085092184168,202.7546204171216,"0.551875114440918, 0.4309169352054596","0.4588066637516022, 0.3773994743824005","0.5542038679122925, 0.539284348487854","0.44708624482154846, 0.4875509738922119","0.4152320921421051, 0.5639569759368896","0.36365020275115967, 0.552585244178772","0.44511905312538147, 0.7353000044822693","0.42562174797058105, 0.7418071031570435","0.5527849197387695, 0.6104899644851685","0.5138188004493713, 0.5697267055511475","0.4270670413970947, 0.9161968231201172","0.4071694314479828, 0.937243640422821","0.597349226474762, 0.3727506995201111","0.505, 0.404","0.389, 0.558",-53.05521053454644,Forward
