Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,39.02278410459125,41.096687570445496,171.38949602447627,166.79116158727695,138.34682031044105,139.76808082178954,197.67836075190823,200.32838309005135,"0.44315552711486816, 0.3197346329689026","0.46304112672805786, 0.32106852531433105","0.46579569578170776, 0.47139930725097656","0.49155813455581665, 0.4824000895023346","0.328326553106308, 0.5510382652282715","0.3179158866405487, 0.5540246963500977","0.3756130635738373, 0.7329797744750977","0.34672367572784424, 0.748789370059967","0.5243915319442749, 0.5805081725120544","0.5398050546646118, 0.5988606214523315","0.3640356659889221, 0.9122453927993774","0.3040411174297333, 0.9496253728866577","0.5302751660346985, 0.2963978052139282","0.453, 0.320","0.323, 0.553",-60.75411211547366,Forward
0.0333667000333667,38.18684836003932,41.84929792265259,167.51858166309356,167.86555386796738,137.8765749358849,139.39031876680622,198.3299393608976,200.06138631135585,"0.4428406357765198, 0.32280826568603516","0.46299153566360474, 0.3216180205345154","0.4665803015232086, 0.4714917540550232","0.4917413294315338, 0.48225122690200806","0.32736319303512573, 0.5465891361236572","0.31788507103919983, 0.5502867102622986","0.3755805790424347, 0.7286974191665649","0.3466055393218994, 0.7477755546569824","0.5240020155906677, 0.5807698965072632","0.5367947816848755, 0.5962091684341431","0.3645074963569641, 0.9078553915023804","0.30537062883377075, 0.9452088475227356","0.5329708456993103, 0.2955714464187622","0.453, 0.322","0.323, 0.548",-60.06062862188409,Forward
0.0667334000667334,37.51127408641084,42.50079763605084,164.42240818100845,168.76390665699537,137.54500902620433,139.07252429987403,198.79055924270952,199.80016888078404,"0.44185224175453186, 0.32399874925613403","0.4629020690917969, 0.32164615392684937","0.46700581908226013, 0.4701412320137024","0.49130916595458984, 0.47903507947921753","0.3274763524532318, 0.5446752905845642","0.317430317401886, 0.5482000112533569","0.3755863606929779, 0.7261083722114563","0.34610873460769653, 0.7474822998046875","0.5229336619377136, 0.5807448625564575","0.5334567427635193, 0.5920648574829102","0.36455875635147095, 0.9068020582199097","0.3054312467575073, 0.9452414512634277","0.5348082780838013, 0.295271098613739","0.452, 0.323","0.322, 0.546",-59.84276290142212,Forward
0.1001001001001001,36.98447631376365,43.05306905637352,162.0436383030536,169.49315750896298,137.34091257133963,138.81327657979597,199.07521746266653,199.54425318477217,"0.4415489137172699, 0.32392430305480957","0.4629238247871399, 0.3217608332633972","0.46716681122779846, 0.4686000347137451","0.49106988310813904, 0.47710174322128296","0.3275112509727478, 0.5435703992843628","0.31702548265457153, 0.5474265813827515","0.37597694993019104, 0.7250034809112549","0.34566769003868103, 0.7474056482315063","0.5224605202674866, 0.5790485143661499","0.5320028066635132, 0.5887612104415894","0.3646833300590515, 0.9065927267074585","0.30622798204421997, 0.9453536868095398","0.5355169177055359, 0.29520541429519653","0.452, 0.323","0.322, 0.545",-59.72717267702604,Forward
0.1334668001334668,36.59487007215557,43.50799452935391,160.32493475406167,170.06024397847244,137.2530755612311,138.61115476537495,199.1989110860911,199.29316160975657,"0.44572240114212036, 0.3248806595802307","0.4628678262233734, 0.32148927450180054","0.4726700186729431, 0.46710342168807983","0.4888778328895569, 0.47181838750839233","0.3291189968585968, 0.5432847738265991","0.3162287771701813, 0.5461016893386841","0.3769072890281677, 0.7249959707260132","0.3454609811306, 0.7474176287651062","0.5226002335548401, 0.5772262811660767","0.5312203764915466, 0.5846653580665588","0.36473193764686584, 0.9068427085876465","0.30639177560806274, 0.9462224245071411","0.5381859540939331, 0.29472261667251587","0.454, 0.323","0.323, 0.545",-59.28102427351663,Forward
0.1668335001668335,36.33087039164446,43.86745640072527,159.20896025886532,170.47210362012595,137.27028798581892,138.464738015414,199.17663717830573,199.04641654217343,"0.4461846351623535, 0.3255259096622467","0.46307748556137085, 0.3216928243637085","0.4726801812648773, 0.4660769999027252","0.4880831837654114, 0.47034454345703125","0.32967445254325867, 0.5430957078933716","0.3159051537513733, 0.5458463430404663","0.3777227997779846, 0.7249652743339539","0.3450506627559662, 0.7475122213363647","0.522591233253479, 0.5757946968078613","0.5301846265792847, 0.5825056433677673","0.3647580146789551, 0.9086724519729614","0.30663272738456726, 0.9471785426139832","0.5399648547172546, 0.2943256199359894","0.455, 0.324","0.323, 0.544",-59.16531412440052,Forward
0.2002002002002002,36.18089230228814,44.13333701622088,158.63837754229718,170.7356739885256,137.38133983504343,138.37260548871598,199.0233928046329,198.8035403684591,"0.4467087388038635, 0.3258739411830902","0.4630696773529053, 0.3217947483062744","0.4731159210205078, 0.46616315841674805","0.4881240725517273, 0.4695013165473938","0.33077549934387207, 0.5428252220153809","0.3156017065048218, 0.5454743504524231","0.37815457582473755, 0.72506183385849","0.34461942315101624, 0.7476044297218323","0.5224722623825073, 0.5731154680252075","0.5301670432090759, 0.5830949544906616","0.36494722962379456, 0.9096965789794922","0.30711695551872253, 0.9477517008781433","0.5401917099952698, 0.29312580823898315","0.455, 0.324","0.323, 0.544",-59.12977760380628,Forward
0.2335669002335669,36.13335083414446,44.30751872157401,158.5558493291899,170.8578926382736,137.5750210988449,138.33333634408393,198.7541750303951,198.5640554750498,"0.445721298456192, 0.3258379101753235","0.46303653717041016, 0.32182833552360535","0.47256940603256226, 0.46623021364212036","0.4868532121181488, 0.46639055013656616","0.33077993988990784, 0.5423847436904907","0.31557697057724, 0.5450556874275208","0.37889689207077026, 0.7250968217849731","0.3443636894226074, 0.7477619051933289","0.5197926163673401, 0.5723934769630432","0.5299175381660461, 0.5826972126960754","0.3657924234867096, 0.9098043441772461","0.30758780241012573, 0.9482498168945312","0.5403298139572144, 0.2921467125415802","0.454, 0.324","0.323, 0.544",-59.17665717920756,Forward
0.2669336002669336,36.17666101727124,44.39188386251794,158.9040383443762,170.84569712397212,137.8401217671635,138.34550974032078,198.3839809209148,198.32748424838175,"0.4432019293308258, 0.3270968198776245","0.46244460344314575, 0.3230261206626892","0.4650919437408447, 0.4662778377532959","0.4866250455379486, 0.46718424558639526","0.33076754212379456, 0.5418746471405029","0.31558555364608765, 0.5446487665176392","0.3788853585720062, 0.7251766920089722","0.34382790327072144, 0.7477643489837646","0.5190301537513733, 0.572625994682312","0.530029833316803, 0.5831277370452881","0.3658132255077362, 0.9098987579345703","0.3080531358718872, 0.9480800628662109","0.5401843190193176, 0.29216447472572327","0.453, 0.325","0.323, 0.543",-59.28274424540325,Forward
0.3003003003003003,36.29923788172633,44.38831478478595,159.62560731268866,170.70602500022324,138.16543182993962,138.4077048362295,197.9278075415145,198.0933490748913,"0.4412723183631897, 0.32828444242477417","0.4619016647338867, 0.32404327392578125","0.46324586868286133, 0.4670484662055969","0.48664236068725586, 0.46767061948776245","0.3307618498802185, 0.5416426062583923","0.3155953288078308, 0.5443360805511475","0.3788781762123108, 0.7252339124679565","0.3435198664665222, 0.7477625012397766","0.5182042717933655, 0.5760176181793213","0.5301370024681091, 0.5834749937057495","0.3658999800682068, 0.9099639654159546","0.30830007791519165, 0.9479279518127441","0.5400820374488831, 0.2922138571739197","0.452, 0.326","0.323, 0.543",-59.36513168942733,Forward
