Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,4.182539015969915,2.3560957802142566,150.66575820509124,146.89945842574994,134.2116332513984,121.39314373414533,204.76614892903723,217.05731388230848,"0.4733397364616394, 0.37293875217437744","0.5072458982467651, 0.39914757013320923","0.45019063353538513, 0.5101483464241028","0.483044296503067, 0.5279523134231567","0.3665337562561035, 0.5720688700675964","0.3866271674633026, 0.5855786800384521","0.4331011176109314, 0.7343338131904602","0.45090633630752563, 0.7440261840820312","0.5025330185890198, 0.5908384919166565","0.5177120566368103, 0.6356223821640015","0.4128299355506897, 0.9025136232376099","0.4126858115196228, 0.9268966913223267","0.596211314201355, 0.383756548166275","0.490, 0.386","0.377, 0.579",-59.46561410435096,Forward
0.0333667000333667,13.316934255284444,11.889558599027804,150.4458269156565,153.59101009600224,132.9147946015851,123.0298633728277,205.15910317484816,214.91229219886296,"0.4767181873321533, 0.37420108914375305","0.5075086951255798, 0.39905649423599243","0.45231199264526367, 0.5137538909912109","0.483431339263916, 0.5279589295387268","0.36961880326271057, 0.5719959735870361","0.38703396916389465, 0.5852866768836975","0.43251553177833557, 0.7345592379570007","0.45071879029273987, 0.7440375089645386","0.5026733875274658, 0.6007534265518188","0.51796954870224, 0.6358373761177063","0.4115266799926758, 0.9025410413742065","0.4134092926979065, 0.9269224405288696","0.5958517789840698, 0.38185280561447144","0.492, 0.387","0.378, 0.579",-59.34892349514769,Forward
0.0667334000667334,20.554139637897507,19.4953798531154,150.46607077143082,158.10123805228957,131.48732445683098,124.3480027739002,205.78784084757487,213.2090673948425,"0.4784952700138092, 0.3776337504386902","0.5075063705444336, 0.3992689251899719","0.45466771721839905, 0.5214416980743408","0.4851617217063904, 0.5290260910987854","0.3707817494869232, 0.5719383955001831","0.3871861696243286, 0.584682822227478","0.4318033754825592, 0.7346716523170471","0.4505816400051117, 0.7439098358154297","0.5034128427505493, 0.6182087063789368","0.518164873123169, 0.6378433108329773","0.41076865792274475, 0.9025980234146118","0.41379308700561523, 0.9269031286239624","0.5945945382118225, 0.3807714581489563","0.493, 0.388","0.379, 0.578",-59.01377099061839,Forward
0.1001001001001001,26.048860050115856,25.32767256232626,150.69194938489025,160.61005044325424,129.95194487514252,125.36968391392836,206.62749477010675,211.91870251890305,"0.4801713824272156, 0.3840762972831726","0.5070940256118774, 0.39878755807876587","0.4586711823940277, 0.5263024568557739","0.48656049370765686, 0.5287156105041504","0.3728892207145691, 0.5731134414672852","0.3877142071723938, 0.5841253399848938","0.4317038059234619, 0.7349288463592529","0.45051807165145874, 0.7437554001808167","0.5040208101272583, 0.6270039081573486","0.5181323289871216, 0.6377454996109009","0.4107770323753357, 0.9029723405838013","0.41424503922462463, 0.9272311329841614","0.5918418169021606, 0.38131797313690186","0.494, 0.391","0.380, 0.579",-58.807562700477355,Forward
0.1334668001334668,29.95580037824625,29.540549746509598,151.08892236851094,161.29735541753865,128.33137791452614,126.11702876947776,207.6531977653333,211.0122606197008,"0.48274070024490356, 0.3859443664550781","0.5069814324378967, 0.39850538969039917","0.46497589349746704, 0.5244883298873901","0.48655471205711365, 0.5275360345840454","0.37391847372055054, 0.5739043951034546","0.387012779712677, 0.584032416343689","0.43170732259750366, 0.7350090742111206","0.4490486681461334, 0.7437447309494019","0.5082007646560669, 0.6257692575454712","0.517960250377655, 0.6377087831497192","0.41135174036026, 0.9043070673942566","0.4142071604728699, 0.9271507263183594","0.5917062759399414, 0.3813142776489258","0.495, 0.392","0.380, 0.579",-58.509177603225965,Forward
0.1668335001668335,32.42966550859545,32.2881244255146,151.6224493347689,160.34306112378508,126.64834563298828,126.612159317114,208.8400826561441,210.4608047458917,"0.4931022524833679, 0.39515283703804016","0.5043533444404602, 0.3921296000480652","0.4802183508872986, 0.5252078771591187","0.486510694026947, 0.5236419439315796","0.38573354482650757, 0.5738556981086731","0.37591737508773804, 0.5798090696334839","0.43731003999710083, 0.7345181703567505","0.4437955319881439, 0.743560791015625","0.5155688524246216, 0.633033812046051","0.513294517993927, 0.6377612948417664","0.4168742299079895, 0.9049564599990845","0.4123964309692383, 0.9269486665725708","0.5923149585723877, 0.3816302418708801","0.499, 0.394","0.381, 0.577",-57.23455584829832,Forward
0.2002002002002002,33.625160327470184,33.724509619190506,152.25798989614026,157.92707571063588,124.92557008853537,126.87719753340264,210.16328226542865,210.23539794613197,"0.496166467666626, 0.4035280644893646","0.5022717118263245, 0.3922054171562195","0.48474836349487305, 0.5357088446617126","0.48502659797668457, 0.5237323045730591","0.38712796568870544, 0.5745816230773926","0.37435758113861084, 0.5789125561714172","0.4373233914375305, 0.7356767058372498","0.44096308946609497, 0.7441287040710449","0.5156416296958923, 0.638308584690094","0.5105445384979248, 0.6386317610740662","0.4170202612876892, 0.906674861907959","0.412273645401001, 0.9276436567306519","0.5923782587051392, 0.3857131898403168","0.499, 0.398","0.381, 0.577",-56.4826315962605,Forward
0.2335669002335669,33.69698972117723,34.00381834738652,152.9610036651011,154.22930732673342,123.18577333917386,126.93426539490925,211.59792941607637,210.3071032690775,"0.510280191898346, 0.41622915863990784","0.5000936985015869, 0.3917850852012634","0.49215811491012573, 0.5450296998023987","0.4849863648414612, 0.5237791538238525","0.39614176750183105, 0.5760862827301025","0.36705246567726135, 0.578248143196106","0.44640693068504333, 0.7356786727905273","0.43652868270874023, 0.7441245317459106","0.516910195350647, 0.6435030698776245","0.5109142065048218, 0.6397615671157837","0.41969481110572815, 0.9094017744064331","0.4092021882534027, 0.9264495968818665","0.5932905673980713, 0.38945403695106506","0.505, 0.404","0.382, 0.577",-54.48335036335418,Forward
0.2669336002669336,32.79985857602334,33.28016362995184,153.6969502541275,149.42966412071996,121.45167744291018,126.80548487819937,213.1191569309768,210.64698376338447,"0.5241151452064514, 0.4231897294521332","0.4916151463985443, 0.38875865936279297","0.5153336524963379, 0.5428274273872375","0.45985156297683716, 0.524278998374939","0.40195751190185547, 0.5803676247596741","0.3599468469619751, 0.5765008330345154","0.454489141702652, 0.7367660999298096","0.43521490693092346, 0.7448791861534119","0.5242666006088257, 0.6422528028488159","0.5031110048294067, 0.6412073373794556","0.42136842012405396, 0.9098647236824036","0.4086410403251648, 0.925883948802948","0.5941261053085327, 0.3914170265197754","0.508, 0.406","0.381, 0.578",-53.65072868695088,Forward
0.3003003003003003,31.088471778315263,31.707658486735703,154.43128927569555,143.7080542412379,119.7460044577508,126.5129779598386,214.70209763301943,211.2261024777089,"0.5347409844398499, 0.43360596895217896","0.474740594625473, 0.38842299580574036","0.5203340649604797, 0.5458297729492188","0.43866807222366333, 0.5208190083503723","0.4121817648410797, 0.5825549364089966","0.35998398065567017, 0.5751656293869019","0.4616837501525879, 0.736897349357605","0.43610233068466187, 0.7446001768112183","0.5260173082351685, 0.6386789083480835","0.4880673289299011, 0.6364811658859253","0.4231549799442291, 0.910003662109375","0.40692630410194397, 0.9241564869880676","0.5958942174911499, 0.3934604227542877","0.505, 0.411","0.386, 0.579",-54.741752287619946,Forward
