Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Shoulder X,Left Shoulder Y,Right Shoulder X,Right Shoulder Y,Left Hip X,Left Hip Y,Right Hip X,Right Hip Y,Spine Shoulder X,Spine Shoulder Y,Spine Hip X,Spine Hip Y,Spine Angle,Leaning
0.0,-28.285648194652065,21.065077759356253,167.6787920638061,168.7376351056678,146.2229633555289,125.22078170495456,187.02271990415196,215.84664460625143,"0.5719149708747864, 0.4169766902923584","0.5438541769981384, 0.447775274515152","0.5832836031913757, 0.5220142006874084","0.561322808265686, 0.5648926496505737","0.49813613295555115, 0.5938045382499695","0.4586624503135681, 0.60357666015625","0.5398251414299011, 0.721729040145874","0.5045931935310364, 0.7608852386474609","0.6142897605895996, 0.6218256950378418","0.6039301156997681, 0.6384390592575073","0.5388730764389038, 0.8343595266342163","0.4804832339286804, 0.9266875982284546","0.634604811668396, 0.41627344489097595",0.5719149708747864,0.4169766902923584,0.5438541769981384,0.447775274515152,0.49813613295555115,0.5938045382499695,0.4586624503135681,0.60357666015625,0.5578845739364624,0.4323759824037552,0.47839929163455963,0.5986905992031097,-64.4558753985755,Forward
0.0333667000333667,-7.97620126989138,27.690203290426616,171.38157023555488,168.1369687559655,141.46152088786948,129.23430680542452,191.77022033850645,211.8725244119757,"0.5740364789962769, 0.41992315649986267","0.543900728225708, 0.44490188360214233","0.5889080762863159, 0.5220305919647217","0.5620042681694031, 0.5600609183311462","0.49708446860313416, 0.5934212803840637","0.4586506485939026, 0.6032641530036926","0.5384348630905151, 0.7221781015396118","0.5063937306404114, 0.7615017890930176","0.6142877340316772, 0.621408224105835","0.6025131940841675, 0.6334100961685181","0.5397671461105347, 0.8360081911087036","0.48047953844070435, 0.9273279309272766","0.6346303224563599, 0.4159684181213379",0.5740364789962769,0.41992315649986267,0.543900728225708,0.44490188360214233,0.49708446860313416,0.5934212803840637,0.4586506485939026,0.6032641530036926,0.5589686036109924,0.4324125200510025,0.47786755859851837,0.5983427166938782,-63.95218591173051,Forward
0.0667334000667334,10.132704063996352,32.62999679966883,174.52571657483847,166.50584260238656,137.1938017760963,132.85009363059402,196.1742543543239,208.41346666900765,"0.5749188661575317, 0.42169150710105896","0.5440995693206787, 0.4437550902366638","0.590366780757904, 0.5213228464126587","0.562006950378418, 0.5598779916763306","0.4949663281440735, 0.5932031273841858","0.4584757685661316, 0.6032645106315613","0.5349181294441223, 0.7216874361038208","0.5078642964363098, 0.7627333998680115","0.6134329438209534, 0.6214197278022766","0.6008312106132507, 0.6341449618339539","0.5398890972137451, 0.8354835510253906","0.4805556833744049, 0.9279301762580872","0.6341626048088074, 0.4154253602027893",0.5749188661575317,0.42169150710105896,0.5440995693206787,0.4437550902366638,0.4949663281440735,0.5932031273841858,0.4584757685661316,0.6032645106315613,0.5595092177391052,0.4327232986688614,0.47672104835510254,0.5982338190078735,-63.42583564208409,Forward
0.1001001001001001,26.16645925270092,36.0475284277981,177.13237909542886,163.95323374713914,133.4028505122411,136.08676335106435,200.238322540198,205.43971571849988,"0.5764577984809875, 0.4234418272972107","0.5417484045028687, 0.4424615502357483","0.5902858376502991, 0.5212315320968628","0.5585115551948547, 0.5597566962242126","0.4927826523780823, 0.5934620499610901","0.4557146430015564, 0.6034135818481445","0.5328958034515381, 0.7222651243209839","0.507853627204895, 0.7636519074440002","0.6117396950721741, 0.6209461092948914","0.5967804193496704, 0.6342508792877197","0.5398668050765991, 0.8354700207710266","0.4806385934352875, 0.9283084869384766","0.6338001489639282, 0.41532570123672485",0.5764577984809875,0.4234418272972107,0.5417484045028687,0.4424615502357483,0.4927826523780823,0.5934620499610901,0.4557146430015564,0.6034135818481445,0.5591031014919281,0.4329516887664795,0.47424864768981934,0.5984378159046173,-62.85312188100828,Forward
0.1334668001334668,40.250455741912106,38.10586831552962,179.22270581109802,160.58811929243154,130.07171158833555,138.96293713743685,203.9659254847224,202.92151590160492,"0.5763969421386719, 0.4238670766353607","0.5380500555038452, 0.44250544905662537","0.590192437171936, 0.5203213095664978","0.554855465888977, 0.5599141120910645","0.49276524782180786, 0.5953729152679443","0.4554632604122162, 0.6060012578964233","0.532954216003418, 0.7222504615783691","0.5080705881118774, 0.7647069692611694","0.6070302128791809, 0.6209350228309631","0.5936825275421143, 0.6375567317008972","0.5398629903793335, 0.8353732824325562","0.4807209074497223, 0.928503155708313","0.6327407360076904, 0.4154530167579651",0.5763969421386719,0.4238670766353607,0.5380500555038452,0.44250544905662537,0.49276524782180786,0.5953729152679443,0.4554632604122162,0.6060012578964233,0.5572234988212585,0.43318626284599304,0.474114254117012,0.6006870865821838,-63.61067281363798,Forward
0.1668335001668335,52.51008497731969,38.96808660357862,180.81784473561797,156.51947634047195,127.1834294964115,141.49723616031287,207.3605637764908,200.82911155947545,"0.5764368772506714, 0.4259120523929596","0.5358508229255676, 0.4444705843925476","0.5886476039886475, 0.5221554040908813","0.5501421689987183, 0.5628288984298706","0.492461621761322, 0.5961717367172241","0.45506882667541504, 0.6072019338607788","0.5332443118095398, 0.7211712598800659","0.5083764791488647, 0.765196681022644","0.6035534143447876, 0.6244269609451294","0.5887747406959534, 0.6448841094970703","0.5397505760192871, 0.8342398405075073","0.48091763257980347, 0.9285452961921692","0.6300336122512817, 0.41505002975463867",0.5764368772506714,0.4259120523929596,0.5358508229255676,0.4444705843925476,0.492461621761322,0.5961717367172241,0.45506882667541504,0.6072019338607788,0.5561438500881195,0.4351913183927536,0.47376522421836853,0.6016868352890015,-63.67472241600713,Forward
0.2002002002002002,63.07073840461352,38.79725343266029,181.9389438827606,151.85628199346863,124.72104872850062,143.70828159029367,210.42573800409684,199.13274703326385,"0.5771823525428772, 0.42774349451065063","0.5312713384628296, 0.4495094418525696","0.5813696980476379, 0.5298570394515991","0.5417199730873108, 0.5667372941970825","0.49389663338661194, 0.5959416627883911","0.4553639888763428, 0.6073783040046692","0.5485315322875977, 0.7025986313819885","0.5085487961769104, 0.7642824649810791","0.5926881432533264, 0.6295369863510132","0.5855854749679565, 0.6540689468383789","0.5414499044418335, 0.8298013806343079","0.48111557960510254, 0.9285433888435364","0.6279475092887878, 0.415045827627182",0.5771823525428772,0.42774349451065063,0.5312713384628296,0.4495094418525696,0.49389663338661194,0.5959416627883911,0.4553639888763428,0.6073783040046692,0.5542268455028534,0.4386264681816101,0.47463031113147736,0.6016599833965302,-63.97735593062515,Forward
0.2335669002335669,72.05780746948331,37.75643894348984,182.60715126629805,146.70751335362982,122.66761377663464,145.61469459798062,213.1649487561343,197.8026666641228,"0.5824266076087952, 0.4393038749694824","0.5264704823493958, 0.4494836926460266","0.5834165215492249, 0.535018801689148","0.5321289300918579, 0.5708266496658325","0.49602094292640686, 0.6003650426864624","0.4553290903568268, 0.6098164319992065","0.5534456372261047, 0.7050411105155945","0.5085219144821167, 0.7653712034225464","0.5898678302764893, 0.6381436586380005","0.5772976875305176, 0.6650799512863159","0.541928231716156, 0.8320304751396179","0.48148638010025024, 0.9288979768753052","0.6245515942573547, 0.4150882661342621",0.5824266076087952,0.4393038749694824,0.5264704823493958,0.4494836926460266,0.49602094292640686,0.6003650426864624,0.4553290903568268,0.6098164319992065,0.5544485449790955,0.4443937838077545,0.4756750166416168,0.6050907373428345,-63.8859402148968,Forward
0.2669336002669336,79.5966836176189,36.00871327678247,182.8436149000022,141.18214752316376,121.00616913284534,147.23509635397502,215.5816966211968,196.8091147932048,"0.5887338519096375, 0.4485606551170349","0.5190907716751099, 0.44869327545166016","0.5912260413169861, 0.5420562028884888","0.5139427185058594, 0.5706289410591125","0.49908486008644104, 0.6031113862991333","0.4537579417228699, 0.6109746098518372","0.5607825517654419, 0.7112754583358765","0.5052258372306824, 0.7654728889465332","0.5892740488052368, 0.6393376588821411","0.5627537965774536, 0.6679558157920837","0.5418846607208252, 0.846498966217041","0.4814983308315277, 0.9280120134353638","0.6229975819587708, 0.4157239496707916",0.5887338519096375,0.4485606551170349,0.5190907716751099,0.44869327545166016,0.49908486008644104,0.6031113862991333,0.4537579417228699,0.6109746098518372,0.5539123117923737,0.44862696528434753,0.47642140090465546,0.6070429980754852,-63.93393273787417,Forward
0.3003003003003003,85.81275829471004,33.71714657325341,182.66948279764503,135.38916160427868,119.71975928916444,148.5881080288782,217.679482187878,196.1223357616624,"0.5990167856216431, 0.4571106433868408","0.5085932016372681, 0.4410981237888336","0.5928536653518677, 0.5618616342544556","0.4975062906742096, 0.5656275749206543","0.5037239193916321, 0.6035080552101135","0.451317697763443, 0.6096991300582886","0.5667701363563538, 0.7088311314582825","0.49568429589271545, 0.7654457092285156","0.5751060843467712, 0.6512550115585327","0.5423136949539185, 0.6634499430656433","0.5423318147659302, 0.844582200050354","0.4798099994659424, 0.9258831143379211","0.6216323971748352, 0.41779693961143494",0.5990167856216431,0.4571106433868408,0.5085932016372681,0.4410981237888336,0.5037239193916321,0.6035080552101135,0.451317697763443,0.6096991300582886,0.5538049936294556,0.4491043835878372,0.47752080857753754,0.606603592634201,-64.15693672922352,Forward
