Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,18.98899749132952,28.78017535669707,161.50636934344902,167.21665009562392,135.9940893473498,126.89725739017211,198.58529178456303,202.4128740343048,"0.5105565190315247, 0.4178853929042816","0.5125042200088501, 0.45436930656433105","0.4916064143180847, 0.5454207062721252","0.5026787519454956, 0.5862225890159607","0.41412457823753357, 0.613615870475769","0.3948092460632324, 0.6286342144012451","0.4614735245704651, 0.7658143043518066","0.45149558782577515, 0.7957592010498047","0.5158805251121521, 0.6490015983581543","0.5182327628135681, 0.6774004101753235","0.45927542448043823, 0.9072172045707703","0.4422232210636139, 0.9653531908988953","0.5913689136505127, 0.417705237865448","0.512, 0.436","0.404, 0.621",-59.94080555952958,Forward
0.0333667000333667,18.05630976289521,29.21312852276507,159.71913677452784,168.19806041657245,136.73670041713794,127.71556763795311,197.60985629806123,201.86094367241,"0.5110356211662292, 0.4178817868232727","0.5121496915817261, 0.4524095952510834","0.4933316707611084, 0.5462089776992798","0.5020719766616821, 0.5782589316368103","0.4151388108730316, 0.6140483617782593","0.39479532837867737, 0.6272293329238892","0.4613009989261627, 0.765813946723938","0.4504607319831848, 0.7930893898010254","0.516601026058197, 0.648598849773407","0.5146654844284058, 0.67121422290802","0.46023282408714294, 0.9072785377502441","0.4396339952945709, 0.9650741815567017","0.5926002860069275, 0.42149609327316284","0.512, 0.435","0.405, 0.621",-60.108754100717164,Forward
0.0667334000667334,17.282890527315146,29.560975064137303,158.22019827256435,169.0213511403117,137.3810338955225,128.4404079869053,196.765013939802,201.3894763986596,"0.5135598182678223, 0.41857847571372986","0.5088757276535034, 0.452446311712265","0.494476318359375, 0.5463016033172607","0.5019423961639404, 0.5712488889694214","0.4175422787666321, 0.6143608093261719","0.3948412835597992, 0.6270074248313904","0.4609922468662262, 0.7670153379440308","0.449889600276947, 0.7929979562759399","0.516994833946228, 0.6456038355827332","0.5124112367630005, 0.6638163924217224","0.46089640259742737, 0.9103496670722961","0.4396347403526306, 0.9650972485542297","0.5931648015975952, 0.42267489433288574","0.511, 0.436","0.406, 0.621",-60.43889092354182,Forward
0.1001001001001001,16.660611017537054,29.82810976195663,156.99775489102876,169.6964886660958,137.9298982487396,129.0778938059887,196.0465060435928,200.99323245094664,"0.5141168832778931, 0.41850966215133667","0.5085147619247437, 0.4522865414619446","0.4954896569252014, 0.5441057682037354","0.5020429491996765, 0.5694286227226257","0.418013334274292, 0.6144680976867676","0.3951265513896942, 0.6268845796585083","0.4606092870235443, 0.7669055461883545","0.44943204522132874, 0.7924885153770447","0.5171016454696655, 0.6430748105049133","0.5116143226623535, 0.660887598991394","0.4617161750793457, 0.9113301038742065","0.439680814743042, 0.9650163650512695","0.5939545631408691, 0.42391881346702576","0.511, 0.435","0.407, 0.621",-60.5186275343038,Forward
0.1334668001334668,16.181342466508685,30.018927397365918,156.04000768339122,170.23343939317886,138.38610194302532,129.6341404641632,195.4500739432413,200.66697206716427,"0.5146380662918091, 0.41827505826950073","0.5085853338241577, 0.4514743387699127","0.494100958108902, 0.5409072041511536","0.5020242929458618, 0.5708325505256653","0.41864556074142456, 0.6147662401199341","0.3955136239528656, 0.6268913149833679","0.4608711302280426, 0.7668492197990417","0.4485763907432556, 0.7925150990486145","0.5166022777557373, 0.6409284472465515","0.5113963484764099, 0.660919189453125","0.4619181752204895, 0.9113629460334778","0.43961963057518005, 0.9652597308158875","0.5963945388793945, 0.4241486191749573","0.512, 0.435","0.407, 0.621",-60.65794534025147,Forward
0.1668335001668335,15.836956107177784,30.13782275150801,155.3351577031219,170.64216972081493,138.7524534446158,130.11526333038876,194.9714589725551,200.40545548520555,"0.5147724151611328, 0.4181264340877533","0.5086348652839661, 0.4510473310947418","0.49369150400161743, 0.5396923422813416","0.5021139979362488, 0.5713015198707581","0.41880208253860474, 0.6148568987846375","0.3959406912326813, 0.6268985867500305","0.4609649181365967, 0.7668997049331665","0.44809484481811523, 0.7925499081611633","0.5165940523147583, 0.6401075720787048","0.5114311575889587, 0.6611886024475098","0.46190351247787476, 0.9123778343200684","0.43960604071617126, 0.9656245112419128","0.597794234752655, 0.42406100034713745","0.512, 0.435","0.407, 0.621",-60.7489794738692,Forward
0.2002002002002002,15.619323172492098,30.189190605525795,154.8714060036909,170.93264604825814,139.03176121974718,130.52737777362535,194.6064024653417,200.2034429429636,"0.5147510766983032, 0.4183948040008545","0.5086833238601685, 0.45053011178970337","0.49145373702049255, 0.5413178205490112","0.5018081068992615, 0.5719020962715149","0.41870999336242676, 0.6155980825424194","0.39594873785972595, 0.6269731521606445","0.46102625131607056, 0.766933262348175","0.4473024010658264, 0.7929064631462097","0.5165284872055054, 0.6403607130050659","0.5114120244979858, 0.661955714225769","0.4618910849094391, 0.9143052101135254","0.43959611654281616, 0.9666465520858765","0.5976145267486572, 0.4239116609096527","0.512, 0.434","0.407, 0.621",-60.80563227113603,Forward
0.2335669002335669,15.52031489539937,30.177425740562114,154.6369536385685,171.11483477476258,139.22683373465557,130.87659916283286,194.35064575540864,200.05569467833143,"0.516133189201355, 0.4210577607154846","0.5072319507598877, 0.4499269127845764","0.49270686507225037, 0.5463646054267883","0.5012664794921875, 0.5723451375961304","0.4191688001155853, 0.6163841485977173","0.3957979381084442, 0.626713216304779","0.46102777123451233, 0.7707695364952087","0.4464908242225647, 0.7981297373771667","0.5165280103683472, 0.6406043171882629","0.5114105939865112, 0.6625105738639832","0.4609907567501068, 0.9206740260124207","0.4386175572872162, 0.9721641540527344","0.5987713932991028, 0.4185354709625244","0.512, 0.435","0.407, 0.622",-60.74938093646522,Forward
0.2669336002669336,15.531802508847347,30.106922937759837,154.62000166122482,171.19870229958235,139.3404794555771,131.16904286697132,194.1999301765636,199.9569709292023,"0.5160459280014038, 0.42210355401039124","0.5067915916442871, 0.4497103691101074","0.4913659691810608, 0.5472645163536072","0.5007202625274658, 0.572647213935852","0.4190971851348877, 0.6181139349937439","0.3956267237663269, 0.6268497705459595","0.4610269069671631, 0.7735205292701721","0.4464332163333893, 0.8021492958068848","0.5163779854774475, 0.6409388184547424","0.5112008452415466, 0.662522554397583","0.46070438623428345, 0.9216567873954773","0.4374411702156067, 0.9722239375114441","0.5986992120742798, 0.41549697518348694","0.511, 0.436","0.407, 0.622",-60.85065771749114,Forward
0.3003003003003003,15.645657245783774,29.982076978261816,154.80875112513004,171.19421502197153,139.37550684874788,131.41082425500065,194.14999706261403,199.9020319334692,"0.5159872770309448, 0.4228314459323883","0.5060920119285583, 0.4497324526309967","0.4907844662666321, 0.5479000806808472","0.5005680918693542, 0.5731404423713684","0.41905298829078674, 0.6186803579330444","0.39552775025367737, 0.6269415616989136","0.46098169684410095, 0.7746928930282593","0.44640010595321655, 0.8031547665596008","0.5163704752922058, 0.641374945640564","0.5107826590538025, 0.6626043915748596","0.46049004793167114, 0.9207884669303894","0.43609556555747986, 0.9722704887390137","0.5984170436859131, 0.4146784842014313","0.511, 0.436","0.407, 0.623",-60.9167566056516,Forward
