Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose","x, y Shoulder Spine","x, y Hip Spine",Spine Angle,Leaning
0.0,24.77454484178322,29.731957100362447,149.3340812557415,155.0884634820549,146.10861598305337,143.00643839764192,197.0418156913591,200.2906175450209,"0.48268288373947144, 0.4380137324333191","0.504300594329834, 0.45136213302612305","0.49486690759658813, 0.5441687107086182","0.5120918154716492, 0.5593534708023071","0.41608744859695435, 0.6195991039276123","0.4235333800315857, 0.6261818408966064","0.4538930356502533, 0.7673007249832153","0.4538742005825043, 0.7764458656311035","0.5418312549591064, 0.6114901304244995","0.5546493530273438, 0.6372472047805786","0.44366782903671265, 0.9162780046463013","0.4317154288291931, 0.9292799830436707","0.5671494007110596, 0.40690502524375916","0.493, 0.445","0.420, 0.623",-67.53639527145091,Forward
0.0333667000333667,24.655944540947345,29.56341343867888,148.65483801339977,154.81611066449855,145.36953759018408,142.449689460153,197.9352868880744,200.4734016072455,"0.48617449402809143, 0.43917903304100037","0.5037335157394409, 0.4510861039161682","0.4953216016292572, 0.5462145209312439","0.5120099782943726, 0.5593085885047913","0.41793718934059143, 0.6196786761283875","0.42210373282432556, 0.6252362728118896","0.45496004819869995, 0.7659359574317932","0.4538729190826416, 0.7720972299575806","0.5430564880371094, 0.6145690679550171","0.5556915998458862, 0.6373047232627869","0.44441327452659607, 0.916660487651825","0.43171578645706177, 0.9292325973510742","0.5671495199203491, 0.40533047914505005","0.495, 0.445","0.420, 0.622",-67.09216669164482,Forward
0.0667334000667334,24.59262322414489,29.464685145133476,148.13039426470186,154.62658496489212,144.6923682988209,141.92801408946295,198.73692667572269,200.66837407819196,"0.48692137002944946, 0.4395890235900879","0.5037413239479065, 0.4507109522819519","0.49530649185180664, 0.5469570755958557","0.5120068192481995, 0.5593274831771851","0.4180920124053955, 0.6197026968002319","0.42185014486312866, 0.6248452067375183","0.45537862181663513, 0.7651239037513733","0.4539209008216858, 0.7705062031745911","0.5428229570388794, 0.61454838514328","0.5561546087265015, 0.6373902559280396","0.4447351098060608, 0.917011559009552","0.43173113465309143, 0.9292159080505371","0.5671423673629761, 0.40450066328048706","0.495, 0.445","0.420, 0.622",-66.95188474657346,Forward
0.1001001001001001,24.58101518101766,29.43093698256448,147.75250154857528,154.51440803283052,144.0751753639147,141.44095633817824,199.4504775262453,200.87390010761493,"0.48705214262008667, 0.439957857131958","0.5036977529525757, 0.45056477189064026","0.4952636659145355, 0.5473635792732239","0.5115559101104736, 0.558310866355896","0.4180184304714203, 0.6198544502258301","0.4210425913333893, 0.6244744658470154","0.45541301369667053, 0.7649178504943848","0.4540640711784363, 0.7689540386199951","0.5428566336631775, 0.6153689026832581","0.5561426281929016, 0.6367963552474976","0.44482383131980896, 0.917210578918457","0.43260669708251953, 0.9284847974777222","0.5673720836639404, 0.40440577268600464","0.495, 0.445","0.420, 0.622",-66.79352848267173,Forward
0.1334668001334668,24.61755470120744,29.457333713810165,147.5129114039475,154.4741015179087,143.5160260404162,140.98806025890545,200.07968191158363,201.0883448452693,"0.4868241250514984, 0.4401420056819916","0.5036782026290894, 0.4502859115600586","0.49279627203941345, 0.5474110841751099","0.5112488865852356, 0.5579262971878052","0.4175397753715515, 0.6199541687965393","0.4199812412261963, 0.6244512796401978","0.4566724896430969, 0.7629542946815491","0.4543894827365875, 0.7670279741287231","0.5425321459770203, 0.6159394383430481","0.5561326742172241, 0.6368005275726318","0.4449653625488281, 0.9173256158828735","0.4324997365474701, 0.9284626841545105","0.5678296685218811, 0.4041026532649994","0.495, 0.445","0.419, 0.622",-66.62706009480264,Forward
0.1668335001668335,24.69867607435604,29.539040101708785,147.40337536974596,154.50018706972165,143.0129875832763,140.56886990425113,200.62828230367916,201.31007344090983,"0.48584216833114624, 0.44027870893478394","0.5036753416061401, 0.4502238631248474","0.49060454964637756, 0.5473731160163879","0.5111316442489624, 0.5576930046081543","0.41719990968704224, 0.6201364398002625","0.41927099227905273, 0.6244552135467529","0.4576171040534973, 0.7622025609016418","0.45445895195007324, 0.7662194967269897","0.5413985252380371, 0.6158574819564819","0.5561695098876953, 0.6368919610977173","0.4449816346168518, 0.9177051782608032","0.43242740631103516, 0.9284191131591797","0.5681154131889343, 0.40395036339759827","0.495, 0.445","0.418, 0.622",-66.6247303478638,Forward
0.2002002002002002,24.82081359010525,29.671220909098597,147.41564498489817,154.58718633786432,142.56412724744575,140.18292932682175,201.10002117447317,201.53745104429137,"0.485429584980011, 0.4404623508453369","0.5036726593971252, 0.45023536682128906","0.4893491268157959, 0.5475676655769348","0.5111182928085327, 0.5577595829963684","0.41704195737838745, 0.6204451322555542","0.41899532079696655, 0.6245167851448059","0.45794981718063354, 0.7617719769477844","0.454629510641098, 0.7653365731239319","0.5411194562911987, 0.6162480115890503","0.5562626719474792, 0.6369580030441284","0.44495195150375366, 0.9180649518966675","0.43241748213768005, 0.9282617568969727","0.5685621500015259, 0.40393853187561035","0.495, 0.445","0.418, 0.622",-66.6325437042761,Forward
0.2335669002335669,24.980401538096856,29.849040898817865,147.5414717883316,154.72962097193167,142.1675122878754,139.82978257922392,201.4986409959071,201.76884280516865,"0.4853907525539398, 0.44060906767845154","0.5032722353935242, 0.45010700821876526","0.4895316958427429, 0.5475882291793823","0.511042594909668, 0.5577530264854431","0.4167215824127197, 0.6204781532287598","0.4172210693359375, 0.6244146823883057","0.4584347605705261, 0.7610698938369751","0.4546036124229431, 0.761689305305481","0.5416127443313599, 0.6170689463615417","0.5562835931777954, 0.6371502876281738","0.44496092200279236, 0.9186251759529114","0.43251585960388184, 0.9272602796554565","0.5686846971511841, 0.40395021438598633","0.494, 0.445","0.417, 0.622",-66.40213078623336,Forward
0.2669336002669336,25.173874207972663,30.067664833704853,147.77260731897368,154.92201262151863,141.82120995951604,139.50897371406413,201.82788423992235,202.00261387329635,"0.48536568880081177, 0.4406281113624573","0.5028005838394165, 0.4499935209751129","0.48961180448532104, 0.5475801825523376","0.5109671354293823, 0.5574826002120972","0.4162132740020752, 0.6204801201820374","0.4162461757659912, 0.6243415474891663","0.4584347605705261, 0.7609081864356995","0.45453816652297974, 0.761703610420227","0.5424631834030151, 0.6175528168678284","0.5562809705734253, 0.6372680068016052","0.44490790367126465, 0.9189561009407043","0.4325096607208252, 0.9269431829452515","0.5687305331230164, 0.4040275514125824","0.494, 0.445","0.416, 0.622",-66.26964327108615,Forward
0.3003003003003003,25.39766588937448,30.322257476597816,148.10080311575192,155.15888293622024,141.5232875173185,139.22004678394893,202.0914933784604,202.23712939842943,"0.48470887541770935, 0.4409051537513733","0.5028022527694702, 0.4500482678413391","0.4896942973136902, 0.547568142414093","0.5110395550727844, 0.5578078627586365","0.41543784737586975, 0.6203582882881165","0.4164029657840729, 0.6242400407791138","0.4584020972251892, 0.7606067061424255","0.4544222950935364, 0.7620156407356262","0.5425705909729004, 0.6176443696022034","0.5562793612480164, 0.6373723745346069","0.4448584020137787, 0.9189860224723816","0.43246331810951233, 0.9268903732299805","0.5687309503555298, 0.40405112504959106","0.494, 0.445","0.416, 0.622",-66.24147209576668,Forward
