Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,18.918709146864508,34.12130537994285,158.17927848904156,172.47329941915947,146.46558962973148,147.6346536016366,186.19199209794587,183.50655111694834,"0.552, 0.402","0.528, 0.417","0.536, 0.530","0.540, 0.560","0.453, 0.604","0.422, 0.606","0.474, 0.773","0.432, 0.782","0.561, 0.629","0.566, 0.675","0.477, 0.940","0.431, 0.959","0.628, 0.394",Preparation
1,0.033366700033366704,20.264359429010195,34.46651458338783,160.2528164906913,172.21378585400535,146.19232934119424,147.48012856985045,185.84793023937465,183.26598815231492,"0.552, 0.402","0.528, 0.417","0.536, 0.537","0.540, 0.557","0.452, 0.600","0.422, 0.602","0.473, 0.773","0.430, 0.780","0.562, 0.643","0.566, 0.675","0.477, 0.940","0.429, 0.958","0.630, 0.394",Preparation
2,0.06673340006673341,20.913452913219263,34.580937923620084,161.41294415847418,172.1000225381809,146.49547594470664,147.82549875468908,185.38090880669384,183.0666973134904,"0.552, 0.402","0.528, 0.417","0.538, 0.538","0.539, 0.555","0.452, 0.599","0.422, 0.601","0.473, 0.773","0.429, 0.779","0.563, 0.646","0.566, 0.675","0.477, 0.940","0.426, 0.957","0.630, 0.394",Preparation
3,0.1001001001001001,20.959643185566264,34.10362418024137,153.69708119218092,170.7038489635543,147.72350546321417,147.07146618880876,185.3385939379884,183.73022318637717,"0.547, 0.399","0.531, 0.417","0.539, 0.507","0.539, 0.555","0.452, 0.598","0.422, 0.601","0.473, 0.773","0.429, 0.777","0.558, 0.556","0.566, 0.674","0.477, 0.939","0.424, 0.957","0.625, 0.394",Preparation
4,0.13346680013346682,22.29577829298996,34.389756693057635,158.3772361561438,170.74474661509504,147.96275527881573,146.8523816892969,185.26655836145957,183.97584822407515,"0.547, 0.399","0.531, 0.418","0.540, 0.512","0.539, 0.556","0.452, 0.597","0.422, 0.600","0.472, 0.773","0.428, 0.776","0.556, 0.561","0.566, 0.674","0.476, 0.939","0.422, 0.956","0.624, 0.394",Preparation
5,0.16683350016683351,23.560711643673873,34.52677650707178,167.0897613829964,171.0958635543749,148.79239290263442,146.89020800601307,184.80584580324725,184.18665547184787,"0.546, 0.397","0.531, 0.418","0.543, 0.513","0.540, 0.556","0.452, 0.597","0.422, 0.600","0.471, 0.773","0.428, 0.776","0.556, 0.576","0.566, 0.674","0.475, 0.939","0.421, 0.956","0.624, 0.394",Preparation
6,0.2002002002002002,23.716486950777394,34.57198039199194,168.35295449158636,171.34958325981867,148.90309108804564,146.72118393219685,184.67108509828742,184.14648810086587,"0.544, 0.396","0.532, 0.418","0.542, 0.509","0.540, 0.556","0.452, 0.595","0.422, 0.599","0.471, 0.773","0.428, 0.775","0.554, 0.573","0.565, 0.674","0.475, 0.939","0.421, 0.955","0.624, 0.393",Preparation
7,0.2335669002335669,23.455050647489013,34.291908340746716,160.85460492447854,171.6806072064488,148.99674602629537,147.20304725449202,184.7475483898594,183.75735545157346,"0.545, 0.395","0.532, 0.416","0.542, 0.502","0.539, 0.553","0.451, 0.595","0.422, 0.598","0.470, 0.773","0.427, 0.775","0.555, 0.543","0.564, 0.674","0.474, 0.939","0.421, 0.955","0.625, 0.391",Preparation
8,0.26693360026693363,23.443207781777986,34.13228849972587,170.65172676556446,171.77457172034508,149.12979835773987,147.5051020044451,184.9637929721703,183.16706844234562,"0.545, 0.395","0.532, 0.415","0.542, 0.513","0.539, 0.552","0.452, 0.595","0.422, 0.598","0.470, 0.772","0.426, 0.774","0.555, 0.608","0.563, 0.673","0.473, 0.939","0.421, 0.954","0.628, 0.390",Preparation
9,0.3003003003003003,22.51512962077896,33.900979691301735,170.1883451403554,171.9478535601392,149.56494573923342,148.08689006488837,184.73685170117852,182.8008634588163,"0.545, 0.395","0.531, 0.414","0.540, 0.518","0.538, 0.550","0.453, 0.596","0.422, 0.598","0.470, 0.772","0.426, 0.774","0.554, 0.621","0.563, 0.673","0.473, 0.939","0.421, 0.954","0.629, 0.390",Preparation
10,0.33366700033366703,21.230312931992902,33.48633222445082,168.09826886548336,171.78876355794898,150.06257444407788,148.6022436900264,184.61030232561734,182.36216499151075,"0.544, 0.395","0.531, 0.414","0.537, 0.526","0.538, 0.549","0.453, 0.597","0.422, 0.600","0.470, 0.772","0.425, 0.774","0.555, 0.641","0.563, 0.673","0.473, 0.939","0.421, 0.954","0.629, 0.390",Preparation
11,0.3670337003670337,21.10112650795328,33.4146641453111,165.0554064341702,171.79589389179066,150.32342689364984,148.8090170288249,184.18269010546234,182.34828163186316,"0.544, 0.395","0.531, 0.414","0.537, 0.525","0.538, 0.550","0.453, 0.597","0.422, 0.600","0.470, 0.772","0.425, 0.774","0.554, 0.609","0.563, 0.674","0.474, 0.938","0.420, 0.954","0.629, 0.390",Preparation
