Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,11.507603397655412,25.807048891550664,157.47626778397878,174.82628396104974,142.43546909817664,135.01322673902587,188.64219518246574,201.67049985566274,"0.525, 0.390","0.502, 0.438","0.495, 0.496","0.491, 0.548","0.434, 0.565","0.415, 0.580","0.457, 0.700","0.450, 0.728","0.505, 0.590","0.490, 0.621","0.460, 0.826","0.427, 0.891","0.593, 0.395",Preparation
1,0.033366700033366704,12.8785799644903,23.02385203927366,161.07529258451382,170.47290136066826,140.55976810885417,135.2304804009165,191.78643909954172,201.0803893377315,"0.525, 0.389","0.507, 0.430","0.498, 0.490","0.491, 0.538","0.433, 0.565","0.415, 0.580","0.460, 0.698","0.450, 0.727","0.505, 0.583","0.492, 0.614","0.460, 0.826","0.427, 0.891","0.591, 0.395",Preparation
2,0.06673340006673341,13.547053191148661,22.89187232378693,161.61381641793517,169.23719610467614,139.07608635352776,135.21951639772888,192.94421202010122,200.9874205842006,"0.525, 0.388","0.507, 0.430","0.498, 0.489","0.491, 0.535","0.430, 0.564","0.415, 0.579","0.461, 0.698","0.450, 0.727","0.505, 0.583","0.494, 0.614","0.460, 0.828","0.427, 0.890","0.590, 0.395",Preparation
3,0.1001001001001001,14.244538473669358,21.995839993464475,162.99849164188845,168.5704626609087,138.85235331474942,135.2690000978667,193.5293074916978,200.89011364831558,"0.522, 0.388","0.510, 0.426","0.498, 0.487","0.492, 0.530","0.429, 0.564","0.415, 0.580","0.461, 0.698","0.449, 0.727","0.504, 0.581","0.495, 0.612","0.460, 0.827","0.427, 0.890","0.589, 0.395",Preparation
4,0.13346680013346682,11.471138028569467,22.37049645189677,157.23285842970463,165.0464667546249,139.00634048598064,135.56148064093222,193.84054192306118,199.6311825692278,"0.521, 0.388","0.510, 0.426","0.489, 0.500","0.493, 0.531","0.429, 0.565","0.415, 0.580","0.461, 0.697","0.448, 0.725","0.499, 0.582","0.501, 0.612","0.460, 0.827","0.427, 0.890","0.589, 0.396",Preparation
5,0.16683350016683351,12.475908737849098,22.768478762603042,158.0319788236401,165.48199710510326,139.58010905244498,136.32859236672797,192.8549094552407,197.31655343284925,"0.521, 0.388","0.512, 0.426","0.490, 0.506","0.494, 0.533","0.429, 0.565","0.415, 0.580","0.460, 0.698","0.444, 0.725","0.499, 0.582","0.501, 0.612","0.461, 0.828","0.427, 0.889","0.589, 0.396",Preparation
6,0.2002002002002002,10.847602510099174,23.756705088559386,156.44600858215054,167.76390612289296,141.89892826947747,137.0358567270458,191.13842738774565,195.91344010203795,"0.521, 0.388","0.512, 0.427","0.490, 0.500","0.496, 0.534","0.432, 0.566","0.415, 0.580","0.460, 0.700","0.442, 0.724","0.501, 0.582","0.501, 0.611","0.461, 0.828","0.428, 0.889","0.589, 0.396",Preparation
7,0.2335669002335669,9.703509520108947,24.083386354137026,156.27955406033243,168.0987588910113,142.0449010644189,137.03484734063397,191.0879768068282,195.42513170310045,"0.523, 0.388","0.511, 0.428","0.494, 0.485","0.496, 0.534","0.434, 0.566","0.415, 0.580","0.460, 0.700","0.441, 0.723","0.504, 0.570","0.500, 0.611","0.461, 0.829","0.428, 0.888","0.589, 0.396",Preparation
8,0.26693360026693363,10.578474289729206,27.170759456327655,155.61172229358453,172.23954505623408,142.2570055722369,137.11324009685248,191.14945381007524,195.6341251505211,"0.523, 0.388","0.511, 0.428","0.496, 0.486","0.501, 0.538","0.434, 0.569","0.414, 0.581","0.460, 0.702","0.441, 0.723","0.509, 0.572","0.505, 0.612","0.461, 0.829","0.428, 0.888","0.589, 0.397",Preparation
9,0.3003003003003003,16.520662496182076,29.309632130332822,165.85946155224195,174.5626330795638,142.77248217748436,136.64751852798227,190.48183698836763,195.89135700370466,"0.526, 0.390","0.510, 0.428","0.509, 0.484","0.504, 0.543","0.436, 0.569","0.413, 0.581","0.460, 0.702","0.441, 0.723","0.515, 0.573","0.507, 0.614","0.461, 0.829","0.427, 0.888","0.589, 0.398",Preparation
