Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Left Wrist x,Left Wrist y,Right Wrist x,Right Wrist y,Left Ankle x,Left Ankle y,Right Ankle x,Right Ankle y,Left Shoulder x,Left Shoulder y,Right Shoulder x,Right Shoulder y,Left Elbow x,Left Elbow y,Right Elbow x,Right Elbow y,Left Hip x,Left Hip y,Right Hip x,Right Hip y,Left Knee x,Left Knee y,Right Knee x,Right Knee y,Predicted_Pose
0.0,2.410246065687636,3.0513656526863504,200.06197425981023,179.54142677011342,166.59189132094536,211.783382109731,179.70555240217345,173.44705649096952,"0.509, 0.356","0.403, 0.374","0.508, 0.442","0.420, 0.453","0.501, 0.498","0.436, 0.497","0.524, 0.620","0.402, 0.609","0.482, 0.509","0.436, 0.527","0.545, 0.735","0.378, 0.740","0.453, 0.369",0.482,0.509,0.436,0.527,0.545,0.735,0.378,0.74,0.509,0.356,0.403,0.374,0.508,0.442,0.42,0.453,0.501,0.498,0.436,0.497,0.524,0.62,0.402,0.609,Preparation
0.0333667000333667,1.37535122803416,2.46641682333612,198.3559754116233,180.0106168616706,166.55023334945608,211.54371504437844,179.61964624793717,173.62188626000963,"0.509, 0.357","0.403, 0.374","0.506, 0.442","0.421, 0.453","0.501, 0.498","0.436, 0.497","0.523, 0.620","0.401, 0.613","0.480, 0.514","0.437, 0.527","0.545, 0.735","0.378, 0.740","0.453, 0.363",0.48,0.514,0.437,0.527,0.545,0.735,0.378,0.74,0.509,0.357,0.403,0.374,0.506,0.442,0.421,0.453,0.501,0.498,0.436,0.497,0.523,0.62,0.401,0.613,Preparation
0.0667334000667334,0.7182482697817212,2.1034212664313374,197.5635018557314,180.28313749194493,166.5178540741767,211.479609319308,179.5427750335045,173.5971897460548,"0.509, 0.358","0.403, 0.374","0.505, 0.443","0.421, 0.454","0.501, 0.498","0.436, 0.498","0.523, 0.620","0.401, 0.614","0.479, 0.516","0.437, 0.527","0.545, 0.734","0.378, 0.739","0.453, 0.361",0.479,0.516,0.437,0.527,0.545,0.734,0.378,0.739,0.509,0.358,0.403,0.374,0.505,0.443,0.421,0.454,0.501,0.498,0.436,0.498,0.523,0.62,0.401,0.614,Preparation
0.1001001001001001,0.8779226490680054,1.6133214889087626,197.3301458100482,179.7090150742406,166.16162279034987,210.22904660840908,179.57442857567017,175.22065278986534,"0.508, 0.358","0.403, 0.374","0.505, 0.442","0.422, 0.455","0.500, 0.501","0.436, 0.501","0.524, 0.626","0.401, 0.624","0.479, 0.515","0.438, 0.527","0.545, 0.734","0.378, 0.739","0.451, 0.357",0.479,0.515,0.438,0.527,0.545,0.734,0.378,0.739,0.508,0.358,0.403,0.374,0.505,0.442,0.422,0.455,0.5,0.501,0.436,0.501,0.524,0.626,0.401,0.624,Preparation
0.1334668001334668,0.965261832038644,1.4555794892470535,197.0447715646738,179.3945213588128,165.86800305700606,209.8437671017697,179.90583764825234,175.62689108806143,"0.508, 0.358","0.403, 0.374","0.505, 0.441","0.422, 0.455","0.500, 0.501","0.436, 0.502","0.524, 0.628","0.401, 0.626","0.479, 0.515","0.439, 0.527","0.545, 0.733","0.378, 0.739","0.450, 0.356",0.479,0.515,0.439,0.527,0.545,0.733,0.378,0.739,0.508,0.358,0.403,0.374,0.505,0.441,0.422,0.455,0.5,0.501,0.436,0.502,0.524,0.628,0.401,0.626,Preparation
0.1668335001668335,0.9676872079239328,1.3402447441395229,197.00459305087944,179.43350641297974,165.92560421317103,210.01952044108512,179.94546051488615,175.20002772376043,"0.508, 0.357","0.403, 0.374","0.505, 0.440","0.422, 0.455","0.500, 0.501","0.435, 0.502","0.525, 0.628","0.400, 0.624","0.479, 0.515","0.439, 0.527","0.545, 0.733","0.378, 0.739","0.450, 0.357",0.479,0.515,0.439,0.527,0.545,0.733,0.378,0.739,0.508,0.357,0.403,0.374,0.505,0.44,0.422,0.455,0.5,0.501,0.435,0.502,0.525,0.628,0.4,0.624,Preparation
0.2002002002002002,1.0039949687291263,1.2471365474041185,197.0554550968297,179.45250320798667,165.9472294353372,210.08024111260212,180.04252672215628,174.9957660651451,"0.508, 0.357","0.403, 0.374","0.505, 0.440","0.422, 0.455","0.500, 0.501","0.435, 0.502","0.525, 0.628","0.400, 0.624","0.479, 0.514","0.439, 0.527","0.545, 0.733","0.378, 0.739","0.450, 0.357",0.479,0.514,0.439,0.527,0.545,0.733,0.378,0.739,0.508,0.357,0.403,0.374,0.505,0.44,0.422,0.455,0.5,0.501,0.435,0.502,0.525,0.628,0.4,0.624,Preparation
0.2335669002335669,1.0214071256913646,1.2869219572580786,197.18953777696717,179.5691510612152,165.93265745823032,209.95016469163696,180.22892819083137,175.28945314229776,"0.508, 0.357","0.404, 0.374","0.505, 0.439","0.422, 0.455","0.500, 0.501","0.435, 0.502","0.525, 0.629","0.400, 0.624","0.479, 0.514","0.439, 0.528","0.545, 0.733","0.378, 0.739","0.450, 0.356",0.479,0.514,0.439,0.528,0.545,0.733,0.378,0.739,0.508,0.357,0.404,0.374,0.505,0.439,0.422,0.455,0.5,0.501,0.435,0.502,0.525,0.629,0.4,0.624,Preparation
0.2669336002669336,1.0778065933746988,1.3352662611324977,197.66640134842464,179.46619053727548,165.87381997875335,209.7759942226662,180.3827084682224,175.43365044259343,"0.508, 0.357","0.404, 0.374","0.505, 0.439","0.422, 0.455","0.500, 0.501","0.435, 0.501","0.525, 0.629","0.400, 0.625","0.479, 0.514","0.439, 0.529","0.545, 0.733","0.378, 0.740","0.450, 0.354",0.479,0.514,0.439,0.529,0.545,0.733,0.378,0.74,0.508,0.357,0.404,0.374,0.505,0.439,0.422,0.455,0.5,0.501,0.435,0.501,0.525,0.629,0.4,0.625,Preparation
0.3003003003003003,1.1279976185715253,1.368359778270615,197.87706866111432,179.37088388928584,165.84842529817112,209.61881925672583,180.5221433368012,175.54893938908057,"0.508, 0.357","0.404, 0.374","0.505, 0.439","0.422, 0.455","0.500, 0.501","0.435, 0.501","0.525, 0.629","0.400, 0.626","0.478, 0.514","0.439, 0.529","0.545, 0.733","0.378, 0.742","0.450, 0.353",0.478,0.514,0.439,0.529,0.545,0.733,0.378,0.742,0.508,0.357,0.404,0.374,0.505,0.439,0.422,0.455,0.5,0.501,0.435,0.501,0.525,0.629,0.4,0.626,Preparation
0.333667000333667,1.654053659276374,1.4067563509751109,198.88400450647208,179.31414374041557,166.4478392239933,209.68365478351,180.25944337714944,175.54644389253735,"0.507, 0.357","0.404, 0.374","0.505, 0.438","0.422, 0.455","0.500, 0.500","0.435, 0.501","0.525, 0.629","0.400, 0.626","0.478, 0.514","0.439, 0.530","0.545, 0.733","0.377, 0.742","0.451, 0.343",0.478,0.514,0.439,0.53,0.545,0.733,0.377,0.742,0.507,0.357,0.404,0.374,0.505,0.438,0.422,0.455,0.5,0.5,0.435,0.501,0.525,0.629,0.4,0.626,Preparation
0.3670337003670337,1.81605448031753,1.4634967979655524,199.841647510705,179.07582975080638,166.77819942382172,209.77937598501097,180.13053873116763,175.564596735237,"0.506, 0.356","0.404, 0.374","0.505, 0.438","0.422, 0.456","0.500, 0.499","0.435, 0.501","0.525, 0.628","0.400, 0.626","0.477, 0.514","0.440, 0.530","0.545, 0.733","0.377, 0.742","0.451, 0.343",0.477,0.514,0.44,0.53,0.545,0.733,0.377,0.742,0.506,0.356,0.404,0.374,0.505,0.438,0.422,0.456,0.5,0.499,0.435,0.501,0.525,0.628,0.4,0.626,Preparation
0.4004004004004004,1.5446967031062542,1.518319840775764,200.20885601619932,178.38734736632756,167.05160238231207,210.0665318110857,180.05536822266396,175.28965229541913,"0.506, 0.356","0.404, 0.374","0.505, 0.438","0.422, 0.456","0.500, 0.498","0.435, 0.500","0.525, 0.628","0.400, 0.623","0.475, 0.517","0.441, 0.530","0.545, 0.733","0.377, 0.742","0.451, 0.340",0.475,0.517,0.441,0.53,0.545,0.733,0.377,0.742,0.506,0.356,0.404,0.374,0.505,0.438,0.422,0.456,0.5,0.498,0.435,0.5,0.525,0.628,0.4,0.623,Preparation
0.4337671004337671,0.2319962980073534,1.442344213755697,197.77903125676653,177.6545249053094,167.4161994799622,210.3739059300932,180.015085921393,175.0187168027339,"0.505, 0.356","0.403, 0.375","0.502, 0.438","0.422, 0.457","0.501, 0.497","0.435, 0.500","0.525, 0.628","0.400, 0.622","0.473, 0.518","0.442, 0.530","0.545, 0.733","0.377, 0.742","0.451, 0.341",0.473,0.518,0.442,0.53,0.545,0.733,0.377,0.742,0.505,0.356,0.403,0.375,0.502,0.438,0.422,0.457,0.501,0.497,0.435,0.5,0.525,0.628,0.4,0.622,Preparation
0.4671338004671338,1.3298262065057112,1.3690201254275494,196.0899186089403,176.74462562408442,167.47055352592375,210.41999339037324,180.0014694410667,175.04768122446973,"0.505, 0.356","0.403, 0.375","0.500, 0.439","0.422, 0.457","0.501, 0.497","0.435, 0.500","0.525, 0.628","0.400, 0.622","0.473, 0.519","0.443, 0.530","0.545, 0.733","0.377, 0.742","0.451, 0.341",0.473,0.519,0.443,0.53,0.545,0.733,0.377,0.742,0.505,0.356,0.403,0.375,0.5,0.439,0.422,0.457,0.501,0.497,0.435,0.5,0.525,0.628,0.4,0.622,Preparation
0.5005005005005005,1.737900112625907,1.292184730966291,195.32888461137617,176.2154275371324,167.44391587254586,210.5197687100503,180.02940870782382,174.8163234532016,"0.505, 0.356","0.403, 0.374","0.500, 0.439","0.422, 0.457","0.501, 0.497","0.435, 0.500","0.525, 0.628","0.400, 0.622","0.473, 0.519","0.444, 0.530","0.545, 0.733","0.376, 0.742","0.450, 0.341",0.473,0.519,0.444,0.53,0.545,0.733,0.376,0.742,0.505,0.356,0.403,0.374,0.5,0.439,0.422,0.457,0.501,0.497,0.435,0.5,0.525,0.628,0.4,0.622,Preparation
0.5338672005338673,2.264665259832995,1.1738336047861055,194.6169049073936,175.99899642506264,167.4276605545579,210.5927760655288,180.00782554834825,174.56620553957725,"0.505, 0.356","0.403, 0.374","0.499, 0.440","0.422, 0.457","0.501, 0.498","0.435, 0.501","0.525, 0.628","0.400, 0.621","0.472, 0.519","0.445, 0.530","0.545, 0.733","0.376, 0.742","0.450, 0.339",0.472,0.519,0.445,0.53,0.545,0.733,0.376,0.742,0.505,0.356,0.403,0.374,0.499,0.44,0.422,0.457,0.501,0.498,0.435,0.501,0.525,0.628,0.4,0.621,Preparation
0.5672339005672339,2.497103093827628,1.0941781915127768,194.4688235898136,175.92171404998095,167.41802566143852,210.6021862871133,179.98613755691588,174.41200821842008,"0.505, 0.356","0.403, 0.374","0.499, 0.440","0.422, 0.457","0.501, 0.498","0.435, 0.501","0.525, 0.628","0.400, 0.621","0.472, 0.519","0.445, 0.530","0.545, 0.733","0.376, 0.742","0.450, 0.336",0.472,0.519,0.445,0.53,0.545,0.733,0.376,0.742,0.505,0.356,0.403,0.374,0.499,0.44,0.422,0.457,0.501,0.498,0.435,0.501,0.525,0.628,0.4,0.621,Preparation
0.6006006006006006,2.8107541522505906,0.9030520084780502,194.0481939777987,175.560764442175,167.317019946226,210.420798373547,180.03142809236712,174.30621933751374,"0.505, 0.356","0.403, 0.374","0.498, 0.442","0.422, 0.457","0.500, 0.498","0.435, 0.501","0.525, 0.628","0.399, 0.621","0.471, 0.522","0.445, 0.531","0.545, 0.733","0.376, 0.742","0.450, 0.336",0.471,0.522,0.445,0.531,0.545,0.733,0.376,0.742,0.505,0.356,0.403,0.374,0.498,0.442,0.422,0.457,0.5,0.498,0.435,0.501,0.525,0.628,0.399,0.621,Preparation
0.6339673006339673,2.8001328546955406,0.4824441001295766,194.1663526529247,175.29673019400707,166.9573056364368,210.39678082230537,180.25010199489492,174.07676255916476,"0.506, 0.356","0.403, 0.374","0.498, 0.441","0.422, 0.456","0.500, 0.499","0.435, 0.503","0.525, 0.628","0.399, 0.622","0.470, 0.522","0.447, 0.531","0.545, 0.733","0.376, 0.742","0.451, 0.337",0.47,0.522,0.447,0.531,0.545,0.733,0.376,0.742,0.506,0.356,0.403,0.374,0.498,0.441,0.422,0.456,0.5,0.499,0.435,0.503,0.525,0.628,0.399,0.622,Preparation
0.6673340006673341,2.782216713402017,0.3106345901280737,194.1863849875092,175.21937237573536,166.7171230605742,210.32429951053552,180.41792050747884,174.07947275883873,"0.506, 0.356","0.403, 0.374","0.498, 0.441","0.422, 0.455","0.500, 0.500","0.435, 0.504","0.525, 0.628","0.399, 0.622","0.470, 0.523","0.447, 0.531","0.545, 0.733","0.376, 0.742","0.452, 0.339",0.47,0.523,0.447,0.531,0.545,0.733,0.376,0.742,0.506,0.356,0.403,0.374,0.498,0.441,0.422,0.455,0.5,0.5,0.435,0.504,0.525,0.628,0.399,0.622,Preparation
0.7007007007007008,3.508663154526757,0.1013733938016785,193.4774329969465,174.38957615019854,166.50016429159092,210.31552974728132,180.4285994208018,173.94015823646745,"0.506, 0.357","0.403, 0.374","0.498, 0.442","0.422, 0.454","0.500, 0.501","0.434, 0.504","0.525, 0.628","0.399, 0.622","0.469, 0.522","0.449, 0.531","0.545, 0.733","0.376, 0.741","0.451, 0.339",0.469,0.522,0.449,0.531,0.545,0.733,0.376,0.741,0.506,0.357,0.403,0.374,0.498,0.442,0.422,0.454,0.5,0.501,0.434,0.504,0.525,0.628,0.399,0.622,Preparation
0.7340674007340674,3.9222362320784567,0.0761112496196375,192.84955297523783,174.0593049531996,166.35957068328528,210.32536873590087,180.40695037390543,173.8511930487501,"0.507, 0.358","0.403, 0.374","0.497, 0.442","0.422, 0.452","0.500, 0.501","0.434, 0.505","0.525, 0.629","0.399, 0.622","0.469, 0.522","0.449, 0.530","0.545, 0.733","0.376, 0.741","0.450, 0.339",0.469,0.522,0.449,0.53,0.545,0.733,0.376,0.741,0.507,0.358,0.403,0.374,0.497,0.442,0.422,0.452,0.5,0.501,0.434,0.505,0.525,0.629,0.399,0.622,Preparation
0.7674341007674341,4.230966575571578,0.2756833088522778,192.33436262265343,173.37134663818284,166.26830681773808,210.066566485248,180.4394325926128,174.00834274760066,"0.507, 0.358","0.403, 0.374","0.497, 0.442","0.422, 0.451","0.500, 0.501","0.434, 0.504","0.525, 0.625","0.399, 0.622","0.469, 0.522","0.451, 0.529","0.545, 0.733","0.376, 0.741","0.447, 0.346",0.469,0.522,0.451,0.529,0.545,0.733,0.376,0.741,0.507,0.358,0.403,0.374,0.497,0.442,0.422,0.451,0.5,0.501,0.434,0.504,0.525,0.625,0.399,0.622,Preparation
0.8008008008008008,4.29100840815855,0.382710667014292,192.24093264740236,173.0755962274224,166.26902571336817,209.8847893840384,180.353239158156,174.13246671569624,"0.507, 0.358","0.403, 0.373","0.496, 0.442","0.422, 0.451","0.500, 0.501","0.434, 0.504","0.524, 0.623","0.399, 0.622","0.469, 0.522","0.451, 0.529","0.545, 0.733","0.376, 0.740","0.446, 0.348",0.469,0.522,0.451,0.529,0.545,0.733,0.376,0.74,0.507,0.358,0.403,0.373,0.496,0.442,0.422,0.451,0.5,0.501,0.434,0.504,0.524,0.623,0.399,0.622,Preparation
0.8341675008341676,4.308417502124332,0.3428198149842053,192.07304596472375,173.0368061288802,166.51253373247042,210.65354355701692,179.78889046260363,173.0171300204739,"0.507, 0.358","0.403, 0.374","0.496, 0.442","0.422, 0.451","0.500, 0.501","0.434, 0.504","0.523, 0.621","0.398, 0.619","0.469, 0.522","0.451, 0.528","0.545, 0.733","0.376, 0.740","0.445, 0.349",0.469,0.522,0.451,0.528,0.545,0.733,0.376,0.74,0.507,0.358,0.403,0.374,0.496,0.442,0.422,0.451,0.5,0.501,0.434,0.504,0.523,0.621,0.398,0.619,Preparation
0.8675342008675342,3.968097037086071,0.4334407540988033,192.25051204568467,173.1450369311653,166.6452580351573,210.7906029813664,179.29597276766444,172.73448863957017,"0.507, 0.358","0.403, 0.374","0.497, 0.442","0.422, 0.451","0.500, 0.501","0.434, 0.504","0.522, 0.619","0.398, 0.619","0.470, 0.522","0.451, 0.528","0.545, 0.733","0.376, 0.740","0.444, 0.347",0.47,0.522,0.451,0.528,0.545,0.733,0.376,0.74,0.507,0.358,0.403,0.374,0.497,0.442,0.422,0.451,0.5,0.501,0.434,0.504,0.522,0.619,0.398,0.619,Preparation
0.9009009009009008,3.70717740157282,0.5096659205445242,192.4658856928393,173.24083766784366,166.73222769136692,210.88104779116523,178.98819659207948,172.54875396097285,"0.507, 0.358","0.403, 0.374","0.497, 0.443","0.422, 0.451","0.500, 0.501","0.434, 0.504","0.522, 0.618","0.398, 0.619","0.470, 0.522","0.451, 0.528","0.545, 0.733","0.377, 0.740","0.444, 0.345",0.47,0.522,0.451,0.528,0.545,0.733,0.377,0.74,0.507,0.358,0.403,0.374,0.497,0.443,0.422,0.451,0.5,0.501,0.434,0.504,0.522,0.618,0.398,0.619,Preparation
0.9342676009342676,2.5146549956599484,0.7159044708854647,194.6725745383752,173.4923828964316,166.5019084813557,210.90429775028136,178.9249562174507,172.58286501942834,"0.508, 0.358","0.403, 0.374","0.499, 0.443","0.422, 0.451","0.500, 0.502","0.434, 0.505","0.522, 0.619","0.398, 0.619","0.471, 0.521","0.451, 0.528","0.545, 0.733","0.377, 0.740","0.444, 0.344",0.471,0.521,0.451,0.528,0.545,0.733,0.377,0.74,0.508,0.358,0.403,0.374,0.499,0.443,0.422,0.451,0.5,0.502,0.434,0.505,0.522,0.619,0.398,0.619,Preparation
0.9676343009676344,1.877611695311228,0.8603608358719411,195.8541361861402,173.6299568648186,166.3573797253169,210.93928841829143,178.95655779025742,172.57857027074823,"0.508, 0.359","0.403, 0.375","0.501, 0.443","0.422, 0.451","0.500, 0.503","0.434, 0.505","0.522, 0.619","0.398, 0.620","0.471, 0.521","0.451, 0.527","0.545, 0.734","0.377, 0.740","0.444, 0.343",0.471,0.521,0.451,0.527,0.545,0.734,0.377,0.74,0.508,0.359,0.403,0.375,0.501,0.443,0.422,0.451,0.5,0.503,0.434,0.505,0.522,0.619,0.398,0.62,Preparation
1.001001001001001,1.710743928118432,0.7404487473953337,196.2592415887096,172.8847979630106,166.18768258399172,210.98259365877948,179.2318160923669,172.5804303804412,"0.509, 0.359","0.403, 0.375","0.501, 0.443","0.423, 0.452","0.500, 0.503","0.434, 0.506","0.522, 0.619","0.398, 0.620","0.471, 0.521","0.452, 0.527","0.545, 0.734","0.377, 0.740","0.445, 0.343",0.471,0.521,0.452,0.527,0.545,0.734,0.377,0.74,0.509,0.359,0.403,0.375,0.501,0.443,0.423,0.452,0.5,0.503,0.434,0.506,0.522,0.619,0.398,0.62,Preparation
1.0343677010343677,1.6896671599162951,0.8599681243600423,196.07663910143853,171.79721745462194,165.9579998870214,210.75313952795176,179.55514548337547,172.992284272021,"0.509, 0.360","0.403, 0.376","0.501, 0.445","0.423, 0.454","0.500, 0.502","0.434, 0.505","0.522, 0.619","0.398, 0.620","0.471, 0.524","0.454, 0.528","0.545, 0.734","0.377, 0.740","0.446, 0.344",0.471,0.524,0.454,0.528,0.545,0.734,0.377,0.74,0.509,0.36,0.403,0.376,0.501,0.445,0.423,0.454,0.5,0.502,0.434,0.505,0.522,0.619,0.398,0.62,Preparation
1.0677344010677343,1.700801303675387,0.9614455838537028,195.9054372025206,171.30325579065018,165.803622418274,210.53603669234957,179.8146086481285,173.3037198014857,"0.509, 0.360","0.403, 0.376","0.501, 0.446","0.423, 0.454","0.500, 0.502","0.434, 0.504","0.522, 0.620","0.398, 0.621","0.471, 0.525","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.447, 0.345",0.471,0.525,0.455,0.528,0.544,0.734,0.377,0.74,0.509,0.36,0.403,0.376,0.501,0.446,0.423,0.454,0.5,0.502,0.434,0.504,0.522,0.62,0.398,0.621,Preparation
1.1011011011011012,1.7114712096670603,1.0466447737696027,195.80482217813457,171.13594993803156,165.68642614733776,210.38795934492572,180.04389812390835,173.519179601212,"0.509, 0.360","0.403, 0.377","0.501, 0.447","0.423, 0.455","0.500, 0.501","0.434, 0.504","0.523, 0.620","0.398, 0.621","0.471, 0.526","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.447, 0.345",0.471,0.526,0.455,0.528,0.544,0.734,0.377,0.74,0.509,0.36,0.403,0.377,0.501,0.447,0.423,0.455,0.5,0.501,0.434,0.504,0.523,0.62,0.398,0.621,Preparation
1.1344678011344678,1.8766430156070004,0.99869744965307,195.5754227723257,171.16253581475564,165.62774298503336,210.31910447290284,180.12425093573916,173.79914619512124,"0.510, 0.361","0.403, 0.377","0.501, 0.447","0.423, 0.455","0.500, 0.501","0.434, 0.503","0.523, 0.619","0.399, 0.620","0.470, 0.526","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.447, 0.345",0.47,0.526,0.455,0.528,0.544,0.734,0.377,0.74,0.51,0.361,0.403,0.377,0.501,0.447,0.423,0.455,0.5,0.501,0.434,0.503,0.523,0.619,0.399,0.62,Preparation
1.1678345011678346,1.9894258998510488,0.988928225438072,195.39360539896796,171.20082250554924,165.58920208838822,210.21859798608057,180.14313354228034,174.03484977804365,"0.510, 0.361","0.403, 0.377","0.501, 0.448","0.423, 0.455","0.500, 0.500","0.434, 0.502","0.523, 0.619","0.399, 0.620","0.470, 0.526","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.447, 0.346",0.47,0.526,0.455,0.528,0.544,0.734,0.377,0.74,0.51,0.361,0.403,0.377,0.501,0.448,0.423,0.455,0.5,0.5,0.434,0.502,0.523,0.619,0.399,0.62,Preparation
1.2012012012012012,1.9667731334556853,0.7838539486373622,195.389418827042,170.87350302120586,165.64467498941434,210.28603052326815,180.1960924172957,174.12857382409464,"0.509, 0.361","0.402, 0.377","0.501, 0.447","0.423, 0.455","0.500, 0.499","0.433, 0.501","0.523, 0.617","0.399, 0.619","0.470, 0.526","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.447, 0.345",0.47,0.526,0.455,0.528,0.544,0.734,0.377,0.74,0.509,0.361,0.402,0.377,0.501,0.447,0.423,0.455,0.5,0.499,0.433,0.501,0.523,0.617,0.399,0.619,Preparation
1.234567901234568,1.918957888717274,0.5587597174209588,195.91289926766453,170.71973161677454,166.12523662055543,210.57509110460768,179.97224349393312,174.1724113972972,"0.509, 0.361","0.402, 0.377","0.501, 0.447","0.423, 0.456","0.501, 0.499","0.434, 0.501","0.523, 0.617","0.399, 0.618","0.470, 0.526","0.455, 0.528","0.544, 0.734","0.377, 0.740","0.446, 0.345",0.47,0.526,0.455,0.528,0.544,0.734,0.377,0.74,0.509,0.361,0.402,0.377,0.501,0.447,0.423,0.456,0.501,0.499,0.434,0.501,0.523,0.617,0.399,0.618,Preparation
