Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,25.075320798120895,19.59467358817048,151.96369842987653,146.9924501871965,160.82189873499402,158.16277570875152,196.4045103887896,198.4595082690365,"0.533, 0.363","0.586, 0.353","0.565, 0.493","0.598, 0.485","0.491, 0.571","0.530, 0.573","0.514, 0.743","0.554, 0.752","0.625, 0.561","0.662, 0.566","0.487, 0.919","0.519, 0.931","0.632, 0.336",Preparation
1,0.033366700033366704,19.052524587331167,20.2895820787258,140.5750861863573,145.47636379808955,163.82621761908226,162.78233185123494,193.7975314075351,197.6499754679021,"0.552, 0.363","0.583, 0.358","0.568, 0.493","0.598, 0.495","0.508, 0.571","0.530, 0.574","0.521, 0.744","0.541, 0.753","0.639, 0.561","0.662, 0.568","0.491, 0.917","0.496, 0.931","0.634, 0.325",Preparation
2,0.06673340006673341,18.56031405975566,18.33954692222195,140.041021972194,144.04391488480908,163.0390630406805,164.56840278578062,195.212111362427,195.3855420623404,"0.553, 0.366","0.579, 0.359","0.567, 0.493","0.589, 0.494","0.509, 0.570","0.525, 0.573","0.523, 0.744","0.528, 0.753","0.639, 0.562","0.650, 0.568","0.491, 0.917","0.482, 0.933","0.634, 0.326",Preparation
3,0.1001001001001001,18.31756387951352,16.218476017753346,138.87374623112476,139.71602266353563,161.90748855281353,164.22371600464317,195.17257771999746,192.80360625842533,"0.557, 0.366","0.575, 0.361","0.568, 0.493","0.577, 0.493","0.509, 0.568","0.518, 0.570","0.523, 0.742","0.519, 0.751","0.639, 0.562","0.642, 0.568","0.492, 0.911","0.479, 0.933","0.638, 0.326",Preparation
4,0.13346680013346682,18.419821653792486,14.925500517420465,138.78475870807844,138.05034961484097,160.81486301539132,162.48507727637664,195.15667264357967,191.1146134010109,"0.558, 0.366","0.574, 0.365","0.568, 0.493","0.570, 0.493","0.508, 0.566","0.512, 0.568","0.522, 0.738","0.514, 0.746","0.638, 0.562","0.633, 0.569","0.492, 0.908","0.480, 0.933","0.640, 0.327",Preparation
5,0.16683350016683351,18.263804939623128,13.618768327969226,140.2272146431445,134.88919462324597,159.3725440758582,160.30168500167284,194.73194850981272,190.22845362023895,"0.565, 0.367","0.569, 0.367","0.570, 0.493","0.559, 0.493","0.508, 0.565","0.504, 0.565","0.522, 0.736","0.509, 0.743","0.637, 0.567","0.624, 0.569","0.492, 0.908","0.481, 0.930","0.640, 0.327",Preparation
6,0.2002002002002002,16.04923629185556,13.445269178240153,143.2783185546042,137.72281796286023,161.98634064787606,161.2296942532229,192.3823158660567,188.4711520929521,"0.565, 0.367","0.561, 0.367","0.567, 0.494","0.553, 0.492","0.512, 0.564","0.500, 0.564","0.521, 0.734","0.504, 0.742","0.630, 0.574","0.615, 0.571","0.492, 0.908","0.482, 0.930","0.639, 0.327",Preparation
7,0.2335669002335669,9.871975640160198,12.815163660779383,144.75160833707926,138.7309055838615,161.04644585767596,162.36050905756002,191.93751435389663,187.20646104196845,"0.559, 0.368","0.558, 0.372","0.547, 0.494","0.548, 0.494","0.506, 0.564","0.498, 0.564","0.517, 0.733","0.500, 0.741","0.605, 0.595","0.608, 0.573","0.492, 0.904","0.478, 0.931","0.631, 0.331",Preparation
8,0.26693360026693363,6.206398320202167,10.240423883147843,150.62745621844167,138.71620469742214,161.20950862398738,161.80388422697757,193.07389901648708,188.20854094080994,"0.544, 0.368","0.558, 0.370","0.529, 0.493","0.542, 0.491","0.498, 0.564","0.496, 0.565","0.514, 0.732","0.498, 0.741","0.575, 0.606","0.598, 0.573","0.492, 0.905","0.473, 0.931","0.626, 0.342",Preparation
9,0.3003003003003003,6.667930390873886,9.35087941830975,145.69986013659832,138.73297320303587,160.29330505361472,161.31217249314244,193.1732361405222,189.125824797205,"0.541, 0.367","0.559, 0.370","0.526, 0.492","0.541, 0.491","0.493, 0.563","0.496, 0.565","0.511, 0.733","0.498, 0.742","0.574, 0.586","0.593, 0.573","0.489, 0.905","0.470, 0.931","0.624, 0.345",Preparation
