Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,11.078582031000778,26.417126817618964,154.86409716388434,160.85668951082755,142.60966635215894,141.2763012468163,193.64878774445674,190.8508452228511,"0.543, 0.366","0.516, 0.376","0.513, 0.473","0.511, 0.495","0.455, 0.543","0.422, 0.546","0.486, 0.704","0.449, 0.707","0.530, 0.568","0.538, 0.587","0.478, 0.878","0.446, 0.878","0.605, 0.341",Preparation
1,0.033366700033366704,11.30739342619048,24.898051292384707,152.6545743011595,158.11511439125536,142.73803246192787,141.05173499595097,193.13291106770194,191.34898246994769,"0.543, 0.367","0.516, 0.375","0.513, 0.475","0.508, 0.495","0.453, 0.545","0.422, 0.548","0.484, 0.706","0.451, 0.709","0.534, 0.573","0.539, 0.588","0.477, 0.879","0.448, 0.879","0.606, 0.339",Preparation
2,0.06673340006673341,12.112826839861087,23.23202067775871,150.36640987962076,155.65951445844482,141.50947724749102,139.29871806414502,193.61219757074073,194.50915026480797,"0.542, 0.367","0.517, 0.373","0.513, 0.475","0.506, 0.495","0.451, 0.546","0.422, 0.549","0.483, 0.705","0.456, 0.711","0.539, 0.575","0.538, 0.588","0.476, 0.879","0.449, 0.882","0.606, 0.337",Preparation
3,0.1001001001001001,13.373318153694068,22.069491197384394,150.2321577276733,153.60177602815256,140.93318638845656,137.65139108173256,193.6086190153197,197.15349731987988,"0.541, 0.367","0.518, 0.373","0.513, 0.476","0.504, 0.494","0.447, 0.546","0.422, 0.550","0.480, 0.705","0.461, 0.713","0.542, 0.577","0.538, 0.588","0.474, 0.879","0.451, 0.887","0.606, 0.336",Preparation
4,0.13346680013346682,14.075855926004525,21.435087557683243,150.99130191342482,153.33943744099582,140.54278221829907,136.65923531600862,194.5621912811844,199.64147394669402,"0.537, 0.367","0.519, 0.373","0.512, 0.476","0.504, 0.494","0.445, 0.546","0.423, 0.551","0.479, 0.705","0.466, 0.715","0.541, 0.577","0.538, 0.589","0.472, 0.878","0.451, 0.888","0.606, 0.335",Preparation
5,0.16683350016683351,14.105828039775284,21.316392099491967,151.03719383449663,153.4865520142911,140.4537106350794,136.86631845018502,194.78688049510586,199.16791917232956,"0.538, 0.368","0.519, 0.373","0.512, 0.476","0.504, 0.494","0.445, 0.547","0.423, 0.551","0.480, 0.705","0.465, 0.715","0.540, 0.577","0.537, 0.589","0.472, 0.878","0.451, 0.888","0.606, 0.334",Preparation
6,0.2002002002002002,14.5044858462382,21.196612002437963,151.829026223207,154.01505307534174,141.0624855675258,137.53235771917858,193.8531398561063,198.00087934910118,"0.538, 0.369","0.519, 0.373","0.513, 0.477","0.503, 0.494","0.446, 0.547","0.423, 0.551","0.478, 0.706","0.464, 0.717","0.540, 0.576","0.535, 0.587","0.471, 0.879","0.452, 0.890","0.606, 0.334",Preparation
7,0.2335669002335669,14.267243152954876,20.892509777270703,151.96893411445296,154.26567666679068,141.24688431663117,138.5275114707267,193.82507819645937,196.33664270220947,"0.538, 0.369","0.519, 0.372","0.513, 0.477","0.503, 0.492","0.446, 0.548","0.423, 0.551","0.478, 0.704","0.462, 0.715","0.540, 0.576","0.535, 0.585","0.472, 0.879","0.453, 0.889","0.606, 0.334",Preparation
8,0.26693360026693363,13.630493719203738,20.743530011625673,151.22213920372002,154.41269732415742,141.2206873325288,140.56326337014906,194.57092792707846,192.52502122508076,"0.537, 0.369","0.518, 0.372","0.512, 0.477","0.503, 0.491","0.446, 0.550","0.423, 0.552","0.480, 0.706","0.456, 0.715","0.540, 0.576","0.535, 0.585","0.472, 0.879","0.453, 0.888","0.607, 0.334",Preparation
9,0.3003003003003003,12.640019024890284,20.06992925607896,152.57090580000556,154.38851261267683,140.64728327047922,143.24626460615144,198.14033474757292,189.65640909955195,"0.535, 0.370","0.518, 0.372","0.511, 0.478","0.504, 0.490","0.448, 0.553","0.425, 0.555","0.487, 0.711","0.453, 0.721","0.536, 0.576","0.535, 0.584","0.475, 0.880","0.453, 0.890","0.606, 0.334",Preparation
10,0.33366700033366703,9.836006573152233,20.26213680605698,155.906348971732,154.71501594355684,141.56508865687317,145.61067055017668,199.24485769941282,187.10435776923762,"0.535, 0.370","0.517, 0.372","0.508, 0.478","0.504, 0.489","0.453, 0.555","0.425, 0.555","0.492, 0.710","0.447, 0.719","0.524, 0.573","0.535, 0.580","0.478, 0.880","0.449, 0.885","0.606, 0.335",Preparation
11,0.3670337003670337,8.507295088912135,19.32736421266769,155.30573664624265,154.27396977302138,142.46641415009944,146.81953902988516,198.63904813998275,187.0981857880998,"0.536, 0.370","0.516, 0.369","0.507, 0.477","0.502, 0.486","0.455, 0.555","0.426, 0.555","0.493, 0.710","0.447, 0.718","0.522, 0.570","0.535, 0.580","0.479, 0.881","0.448, 0.885","0.606, 0.335",Preparation
12,0.4004004004004004,6.351774348417009,18.810142687533485,154.01121870935125,154.37094005055116,143.03722901216904,147.8155073873522,198.40093681816313,187.00000214962387,"0.534, 0.366","0.516, 0.367","0.501, 0.477","0.502, 0.486","0.454, 0.554","0.427, 0.555","0.493, 0.710","0.447, 0.717","0.516, 0.570","0.535, 0.580","0.480, 0.880","0.447, 0.885","0.604, 0.336",Preparation
13,0.4337671004337671,4.105305447945348,17.921086301105273,155.00189548867561,153.9709825591748,143.89481962332104,148.81252819487733,198.03204508361452,186.606788090423,"0.532, 0.364","0.516, 0.366","0.495, 0.477","0.502, 0.484","0.454, 0.554","0.429, 0.555","0.492, 0.711","0.448, 0.717","0.506, 0.570","0.535, 0.579","0.480, 0.880","0.447, 0.885","0.603, 0.336",Preparation
14,0.4671338004671338,2.412366340918371,16.789257411768375,158.00057422245158,153.09059138191435,143.25020198477378,148.06124821008936,196.44166679266226,186.66117484912309,"0.530, 0.361","0.518, 0.364","0.486, 0.477","0.501, 0.479","0.449, 0.550","0.429, 0.552","0.488, 0.710","0.448, 0.715","0.488, 0.588","0.534, 0.579","0.479, 0.880","0.448, 0.884","0.603, 0.336",Preparation
15,0.5005005005005005,3.989777850991948,16.563858057283447,156.56997589446556,152.53536192760495,144.735393228007,147.34039225792063,194.134597172614,187.30790831626965,"0.530, 0.362","0.518, 0.363","0.490, 0.477","0.500, 0.478","0.450, 0.548","0.429, 0.550","0.485, 0.710","0.449, 0.710","0.498, 0.585","0.534, 0.580","0.479, 0.881","0.448, 0.880","0.603, 0.335",Preparation
16,0.5338672005338673,4.048483423342816,16.7504705471272,155.38472571939056,152.42308007914036,144.7838009248375,144.89427551589506,193.90193069347507,191.21381322368862,"0.531, 0.362","0.518, 0.364","0.490, 0.478","0.499, 0.478","0.450, 0.548","0.428, 0.550","0.484, 0.709","0.454, 0.710","0.500, 0.584","0.534, 0.580","0.478, 0.881","0.448, 0.880","0.603, 0.335",Preparation
17,0.5672339005672339,4.752559228874396,17.08133179764285,151.4361215868336,152.9858752726431,144.57765024174358,142.23557441956615,193.54691509914485,195.95713930529476,"0.531, 0.362","0.518, 0.364","0.490, 0.478","0.500, 0.478","0.448, 0.548","0.427, 0.550","0.480, 0.709","0.461, 0.710","0.507, 0.583","0.533, 0.580","0.474, 0.881","0.449, 0.880","0.603, 0.335",Preparation
18,0.6006006006006006,5.881099928753936,17.298534402011054,147.72170033139906,153.14776054123283,144.388888620108,140.95038759013,193.6799988994228,197.81586591199687,"0.531, 0.363","0.518, 0.364","0.493, 0.479","0.500, 0.479","0.448, 0.548","0.427, 0.550","0.481, 0.709","0.464, 0.710","0.519, 0.583","0.533, 0.580","0.474, 0.882","0.450, 0.881","0.603, 0.335",Preparation
19,0.6339673006339673,7.356422712305361,17.577107647110605,147.62739364430217,153.32090178544271,144.25657199047149,140.26893247319933,193.8080858831318,198.4485347292403,"0.531, 0.363","0.518, 0.364","0.496, 0.479","0.500, 0.479","0.448, 0.548","0.426, 0.550","0.481, 0.709","0.464, 0.710","0.525, 0.582","0.533, 0.580","0.474, 0.882","0.450, 0.882","0.603, 0.335",Preparation
20,0.6673340006673341,8.117367011408867,18.5980944650298,149.1769304116245,154.0076701928735,144.87793897906994,139.22144519819602,193.16331027775672,198.24705338037668,"0.533, 0.363","0.516, 0.364","0.500, 0.478","0.500, 0.479","0.450, 0.547","0.424, 0.547","0.481, 0.707","0.463, 0.705","0.527, 0.582","0.532, 0.580","0.474, 0.884","0.450, 0.882","0.603, 0.335",Preparation
21,0.7007007007007008,9.47403483430348,19.023446674199935,148.35227859699535,153.67334275389624,143.8682498412866,139.76888769656858,193.1781208468329,195.01501488902628,"0.537, 0.365","0.515, 0.364","0.504, 0.478","0.498, 0.479","0.451, 0.546","0.421, 0.546","0.481, 0.706","0.457, 0.705","0.534, 0.582","0.531, 0.580","0.474, 0.885","0.450, 0.882","0.603, 0.335",Preparation
22,0.7340674007340674,10.155553208603576,18.22264155318166,148.4953034016681,151.43831615127883,143.37815517778094,142.36900268932112,193.48331145040711,189.22067104162878,"0.536, 0.365","0.515, 0.365","0.505, 0.478","0.496, 0.480","0.450, 0.546","0.420, 0.547","0.481, 0.706","0.448, 0.705","0.535, 0.582","0.530, 0.580","0.474, 0.886","0.450, 0.881","0.603, 0.335",Preparation
23,0.7674341007674341,8.224235455718171,18.45427431005981,144.93393572260115,151.43266359672833,143.44977860762805,143.27175960156688,193.5905714510966,187.0234045604521,"0.535, 0.365","0.515, 0.366","0.500, 0.479","0.496, 0.480","0.449, 0.547","0.420, 0.547","0.481, 0.706","0.445, 0.706","0.534, 0.582","0.531, 0.580","0.474, 0.886","0.451, 0.881","0.603, 0.335",Preparation
