Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,21.995323038442113,26.62291525280406,156.1812870402721,163.52807328387328,147.06606586933816,146.24617129192143,184.9432029728922,194.47149902588964,"0.568, 0.418","0.570, 0.428","0.565, 0.526","0.575, 0.534","0.487, 0.606","0.489, 0.613","0.512, 0.752","0.516, 0.770","0.602, 0.615","0.605, 0.620","0.523, 0.892","0.504, 0.929","0.648, 0.418",Preparation
1,0.033366700033366704,21.890084296855,25.747816422651027,156.00825668866392,162.3805111677841,147.44443260885288,146.48380126106954,184.97435952185765,193.7268447683916,"0.568, 0.418","0.570, 0.427","0.565, 0.526","0.574, 0.532","0.488, 0.606","0.489, 0.613","0.512, 0.752","0.516, 0.770","0.603, 0.616","0.605, 0.618","0.523, 0.893","0.506, 0.929","0.649, 0.418",Preparation
2,0.06673340006673341,22.373840019731766,25.061017668446205,156.88590044201766,162.311455243935,148.01150233233315,146.86637457754895,184.70192708594462,192.82734998217492,"0.567, 0.418","0.570, 0.427","0.566, 0.526","0.572, 0.531","0.488, 0.606","0.489, 0.613","0.511, 0.752","0.515, 0.770","0.604, 0.617","0.603, 0.618","0.522, 0.893","0.506, 0.929","0.650, 0.418",Preparation
3,0.1001001001001001,22.5283293195763,24.557586699001796,156.96617045024306,162.40331049178667,148.29416857719605,147.75096820301422,184.42871624397705,192.03585446328933,"0.566, 0.419","0.570, 0.426","0.566, 0.527","0.572, 0.530","0.488, 0.607","0.490, 0.614","0.511, 0.752","0.515, 0.771","0.604, 0.618","0.602, 0.617","0.522, 0.893","0.506, 0.929","0.648, 0.416",Preparation
4,0.13346680013346682,22.626035475946917,24.05948594257573,156.14659057201172,161.80631598973338,148.3691318482785,148.30421473365962,184.2469156203323,191.61839443951914,"0.565, 0.422","0.569, 0.426","0.565, 0.529","0.571, 0.530","0.488, 0.608","0.490, 0.614","0.510, 0.752","0.514, 0.771","0.604, 0.618","0.602, 0.616","0.522, 0.893","0.506, 0.929","0.647, 0.414",Preparation
5,0.16683350016683351,22.739598701748182,22.402010681690616,154.9369942079946,159.40642282730641,147.6862905600545,149.60181473472227,184.36541299570987,191.64171489083193,"0.566, 0.429","0.564, 0.426","0.565, 0.530","0.566, 0.525","0.488, 0.608","0.490, 0.614","0.511, 0.752","0.514, 0.770","0.605, 0.618","0.600, 0.614","0.522, 0.893","0.506, 0.929","0.637, 0.415",Preparation
6,0.2002002002002002,22.193729979479542,21.531982625444805,154.6979606693622,158.55535102079162,148.54825790349383,150.08398021020645,184.1057431234029,191.77257132794927,"0.565, 0.428","0.562, 0.426","0.564, 0.529","0.563, 0.524","0.489, 0.609","0.490, 0.615","0.511, 0.755","0.514, 0.770","0.604, 0.618","0.599, 0.614","0.521, 0.896","0.506, 0.930","0.637, 0.415",Preparation
7,0.2335669002335669,21.792328357579734,20.193598416749726,154.152519721893,158.4085239348341,149.0087613142993,150.71890615454325,183.65154342687785,191.6631632560008,"0.565, 0.428","0.562, 0.420","0.564, 0.529","0.562, 0.521","0.489, 0.609","0.489, 0.614","0.510, 0.755","0.513, 0.770","0.604, 0.617","0.597, 0.612","0.521, 0.896","0.505, 0.930","0.638, 0.413",Preparation
8,0.26693360026693363,20.004182288155327,20.495730930935263,151.2082305616931,158.4028245658277,149.69657815856166,150.71485260460733,183.85002238898466,191.93309856142073,"0.564, 0.425","0.563, 0.420","0.560, 0.529","0.563, 0.522","0.489, 0.609","0.490, 0.614","0.510, 0.756","0.513, 0.770","0.604, 0.617","0.597, 0.610","0.521, 0.897","0.504, 0.930","0.639, 0.413",Preparation
9,0.3003003003003003,20.0435293986774,20.71350845411404,151.36820997691166,158.71362349950525,149.8615418533649,150.64566648849888,183.9823022472397,191.98980053677647,"0.563, 0.424","0.563, 0.419","0.560, 0.529","0.563, 0.521","0.489, 0.609","0.490, 0.613","0.510, 0.755","0.513, 0.768","0.604, 0.617","0.598, 0.610","0.521, 0.897","0.504, 0.930","0.639, 0.412",Preparation
10,0.33366700033366703,20.127575564165912,19.652242251842335,151.68676268813985,156.93827911220583,150.19046049598953,150.81129707794292,184.00404048158757,191.87757731345104,"0.563, 0.424","0.562, 0.418","0.560, 0.528","0.561, 0.519","0.490, 0.609","0.490, 0.613","0.510, 0.754","0.513, 0.768","0.604, 0.616","0.598, 0.610","0.521, 0.897","0.505, 0.929","0.639, 0.411",Preparation
11,0.3670337003670337,20.102877014171927,18.530561007083232,151.17301664912569,154.89340657434911,150.13742158195416,150.9078022007091,184.01180912092147,191.90763914626376,"0.563, 0.424","0.562, 0.417","0.560, 0.527","0.559, 0.516","0.490, 0.608","0.490, 0.612","0.510, 0.754","0.513, 0.767","0.604, 0.612","0.596, 0.603","0.521, 0.897","0.504, 0.928","0.640, 0.411",Preparation
12,0.4004004004004004,21.80607826264081,18.531142702142514,153.2695805043667,154.0983468784907,149.8375740978807,151.21750595500242,185.1926073608301,191.35805052155757,"0.557, 0.424","0.562, 0.417","0.559, 0.527","0.559, 0.517","0.487, 0.608","0.490, 0.612","0.510, 0.753","0.513, 0.766","0.602, 0.611","0.598, 0.604","0.520, 0.897","0.504, 0.928","0.632, 0.408",Preparation
13,0.4337671004337671,22.454077292780685,19.180998655308414,154.86194679421678,154.47971955131587,151.34914648692902,151.83448539984704,184.59561393273168,190.2693008333836,"0.555, 0.423","0.562, 0.416","0.559, 0.527","0.560, 0.517","0.487, 0.608","0.490, 0.611","0.508, 0.753","0.511, 0.765","0.602, 0.611","0.600, 0.604","0.518, 0.897","0.504, 0.927","0.628, 0.407",Preparation
14,0.4671338004671338,22.975827193822504,19.86933877410163,156.0579384931958,153.93646203128995,152.5200939849147,152.15440085502325,184.12160609055977,189.04502042203848,"0.552, 0.421","0.562, 0.416","0.559, 0.527","0.561, 0.518","0.487, 0.607","0.490, 0.610","0.507, 0.752","0.509, 0.764","0.603, 0.612","0.602, 0.605","0.517, 0.898","0.504, 0.927","0.628, 0.407",Preparation
15,0.5005005005005005,22.88215595488265,20.631426803815966,155.98532730877886,153.9020772734792,152.88008244234922,152.02949499769014,183.81405880145425,188.1875843972227,"0.553, 0.419","0.563, 0.416","0.559, 0.527","0.562, 0.518","0.487, 0.605","0.489, 0.607","0.506, 0.752","0.508, 0.763","0.603, 0.612","0.604, 0.605","0.516, 0.902","0.504, 0.927","0.627, 0.405",Preparation
16,0.5338672005338673,23.12356397069242,21.110288445267596,155.74302259379022,153.39862724293278,152.5007307372162,151.9755265906051,183.77557395474938,187.99769138461124,"0.550, 0.417","0.563, 0.416","0.557, 0.527","0.563, 0.520","0.483, 0.605","0.489, 0.607","0.504, 0.752","0.507, 0.763","0.602, 0.613","0.606, 0.606","0.515, 0.902","0.504, 0.926","0.626, 0.403",Preparation
17,0.5672339005672339,22.527576989069154,21.553902517661868,154.4091002323677,153.567605712675,152.35002448078748,151.47500856305862,183.87177664362255,187.7516319324653,"0.551, 0.417","0.563, 0.416","0.556, 0.527","0.563, 0.520","0.483, 0.605","0.487, 0.607","0.504, 0.752","0.506, 0.761","0.602, 0.612","0.606, 0.606","0.515, 0.902","0.504, 0.924","0.627, 0.402",Preparation
18,0.6006006006006006,21.883931515376762,20.98256160029241,153.09840034510293,151.2772476007175,151.93284209171983,150.5639841653965,184.098518031419,187.5917729838977,"0.553, 0.417","0.562, 0.416","0.556, 0.527","0.560, 0.519","0.484, 0.605","0.484, 0.607","0.505, 0.752","0.504, 0.759","0.603, 0.611","0.605, 0.607","0.515, 0.902","0.503, 0.924","0.627, 0.401",Preparation
19,0.6339673006339673,21.89823733410186,21.40761343339091,152.97977253917804,151.97635858365786,151.83832139356844,150.68226772618453,184.0215713405469,187.4613002632857,"0.553, 0.416","0.562, 0.416","0.556, 0.527","0.561, 0.521","0.484, 0.605","0.484, 0.608","0.504, 0.752","0.503, 0.759","0.603, 0.611","0.606, 0.608","0.515, 0.902","0.503, 0.923","0.627, 0.401",Preparation
20,0.6673340006673341,21.783425455368462,21.281379126494077,151.30986095199472,151.5324598688931,150.87400768381355,150.57884964291117,184.12482983310744,187.37258233590714,"0.556, 0.420","0.560, 0.416","0.557, 0.527","0.559, 0.520","0.484, 0.605","0.483, 0.608","0.505, 0.753","0.502, 0.759","0.605, 0.611","0.606, 0.609","0.515, 0.901","0.502, 0.923","0.627, 0.402",Preparation
21,0.7007007007007008,20.741394454808887,21.54579406949846,151.03075668014623,152.1993147435203,150.24253480916713,150.33435590184186,184.68618800731468,187.85341833508622,"0.559, 0.417","0.558, 0.416","0.557, 0.523","0.557, 0.518","0.484, 0.605","0.481, 0.608","0.506, 0.753","0.502, 0.760","0.605, 0.611","0.605, 0.610","0.515, 0.900","0.502, 0.922","0.627, 0.402",Preparation
22,0.7340674007340674,20.582146581890054,22.069139028425884,151.5015804775452,154.15577210183255,150.13075189385864,150.56712484986016,185.12794260556416,187.87061166235083,"0.558, 0.419","0.556, 0.416","0.557, 0.523","0.557, 0.517","0.485, 0.607","0.480, 0.609","0.506, 0.753","0.501, 0.761","0.603, 0.611","0.603, 0.610","0.515, 0.899","0.501, 0.922","0.626, 0.402",Preparation
23,0.7674341007674341,19.871426234159664,22.667661835252517,151.46361864525775,155.93350592701916,151.04983689013287,151.0236601053751,184.98391789725608,187.9990419947415,"0.558, 0.420","0.553, 0.416","0.557, 0.523","0.556, 0.517","0.487, 0.608","0.480, 0.610","0.507, 0.754","0.501, 0.761","0.603, 0.611","0.601, 0.610","0.515, 0.899","0.501, 0.922","0.624, 0.401",Preparation
24,0.8008008008008008,19.81084152071341,21.66607047585507,151.42900032893607,155.63634155329206,151.64416659707052,151.60973671748354,184.01239768489097,188.02974929228492,"0.552, 0.419","0.553, 0.416","0.551, 0.523","0.555, 0.517","0.483, 0.608","0.481, 0.610","0.505, 0.755","0.502, 0.762","0.598, 0.610","0.598, 0.608","0.516, 0.899","0.502, 0.923","0.625, 0.401",Preparation
25,0.8341675008341676,20.628967525645464,21.20040324960335,152.0089816005171,154.99168368612345,151.6651168403783,151.67513439563163,184.23492623496477,187.84936985112307,"0.546, 0.418","0.555, 0.418","0.549, 0.523","0.556, 0.520","0.480, 0.608","0.482, 0.610","0.504, 0.755","0.503, 0.762","0.597, 0.610","0.598, 0.608","0.516, 0.898","0.502, 0.924","0.625, 0.400",Preparation
