Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose"
0.0,1.977719016929805,1.128238153888083,190.9313812873319,171.4172813689776,162.55485171209747,200.8152943208765,181.04536152031255,172.74544981878753,"0.552, 0.344","0.458, 0.352","0.544, 0.429","0.468, 0.439","0.533, 0.485","0.476, 0.484","0.553, 0.599","0.449, 0.603","0.525, 0.493","0.489, 0.515","0.571, 0.712","0.439, 0.709","0.503, 0.328"
0.033366700033366704,0.9661915596062612,0.36883216941254005,188.2766057444777,172.62564447331414,163.01450484520174,200.29898245475746,180.73737866942903,173.95775566838614,"0.554, 0.341","0.458, 0.353","0.544, 0.424","0.470, 0.441","0.535, 0.485","0.476, 0.485","0.554, 0.600","0.451, 0.603","0.526, 0.494","0.490, 0.516","0.572, 0.715","0.439, 0.709","0.505, 0.330"
0.06673340006673341,0.05185052762928618,0.18716658150301688,186.9640946648833,172.83688165515053,163.43185628964255,200.351179700715,180.6404674686425,174.19476764540653,"0.554, 0.340","0.457, 0.353","0.544, 0.424","0.470, 0.442","0.536, 0.485","0.476, 0.486","0.555, 0.601","0.451, 0.605","0.525, 0.498","0.490, 0.517","0.572, 0.716","0.439, 0.709","0.506, 0.331"
0.1001001001001001,1.2088111859538462,0.06956534449595943,186.6181922930206,173.47676266843027,163.589246991324,200.86037107702896,180.7549265463966,174.18217371271038,"0.554, 0.339","0.456, 0.352","0.542, 0.424","0.469, 0.439","0.536, 0.485","0.476, 0.486","0.555, 0.601","0.451, 0.603","0.522, 0.501","0.490, 0.515","0.573, 0.715","0.439, 0.710","0.506, 0.330"
0.13346680013346682,2.9514317248881987,0.28608701816841536,184.90540550278067,174.75062869349492,163.13357046870829,201.18089266216074,181.1211818695374,173.99298811431518,"0.554, 0.339","0.454, 0.352","0.539, 0.425","0.468, 0.438","0.536, 0.483","0.475, 0.484","0.555, 0.598","0.452, 0.594","0.518, 0.503","0.487, 0.515","0.573, 0.714","0.440, 0.708","0.506, 0.330"
0.16683350016683351,2.98512955954629,0.03436459370534069,185.645189054315,177.95546839260885,163.0824093046551,201.06019667333953,180.84539355226784,174.65399533963503,"0.554, 0.339","0.453, 0.351","0.539, 0.425","0.467, 0.432","0.536, 0.483","0.475, 0.483","0.555, 0.599","0.452, 0.595","0.517, 0.502","0.482, 0.507","0.573, 0.715","0.440, 0.708","0.505, 0.330"
0.2002002002002002,3.903121757985211,1.2216049040637824,184.91630223751739,177.20916656620054,162.54916760984887,201.36014004870432,180.5169996126603,174.2747627780373,"0.556, 0.339","0.453, 0.350","0.538, 0.424","0.465, 0.431","0.536, 0.481","0.475, 0.482","0.555, 0.599","0.452, 0.591","0.515, 0.499","0.480, 0.508","0.573, 0.712","0.440, 0.707","0.505, 0.332"
0.2335669002335669,4.652104710034968,2.1801878712063103,183.1056200562461,176.46670552099943,161.54257352481187,201.08627762003206,180.61904153188365,172.95438951083887,"0.556, 0.339","0.452, 0.350","0.536, 0.425","0.462, 0.432","0.534, 0.479","0.473, 0.480","0.555, 0.599","0.450, 0.592","0.514, 0.499","0.476, 0.509","0.573, 0.711","0.439, 0.714","0.503, 0.332"
0.26693360026693363,4.2095825652460475,4.948512738728052,184.40466083392099,176.38620504016728,161.88406801136097,201.82153511405883,180.54632872049854,172.736306860177,"0.554, 0.341","0.450, 0.349","0.536, 0.424","0.457, 0.428","0.534, 0.479","0.473, 0.480","0.555, 0.599","0.449, 0.592","0.514, 0.497","0.469, 0.506","0.573, 0.711","0.439, 0.714","0.502, 0.332"
0.3003003003003003,4.574620281116792,6.590221599654152,190.8541652832742,179.58264868116913,162.04612786741419,202.39024007181501,180.7643381690691,172.74483909268892,"0.552, 0.340","0.448, 0.348","0.536, 0.414","0.453, 0.424","0.533, 0.480","0.473, 0.480","0.555, 0.599","0.449, 0.593","0.505, 0.488","0.459, 0.499","0.574, 0.710","0.440, 0.711","0.502, 0.322"
