Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,28.442321870057075,5.757001712892946,170.20679879583025,59.35268803586757,143.37340987109968,157.68517934593595,202.19857979520225,193.44070343887526,"0.481, 0.484","0.443, 0.504","0.503, 0.582","0.410, 0.597","0.439, 0.633","0.408, 0.646","0.474, 0.726","0.426, 0.766","0.525, 0.636","0.477, 0.584","0.472, 0.794","0.417, 0.876","0.527, 0.484",Preparation
1,0.033366700033366704,26.019318827277445,1.2066970109103907,164.26267724422752,64.02705147237099,137.50081650430266,156.30047712283704,211.20922619419957,195.41574887272296,"0.482, 0.486","0.443, 0.504","0.498, 0.579","0.422, 0.597","0.440, 0.633","0.408, 0.647","0.480, 0.713","0.429, 0.769","0.529, 0.642","0.479, 0.584","0.473, 0.791","0.418, 0.877","0.527, 0.484",Preparation
2,0.06673340006673341,23.38686550510645,12.975713973955143,159.04151273040614,103.981998821546,136.33573189214255,154.3636299847075,212.63809663035545,197.39941703758845,"0.483, 0.486","0.444, 0.504","0.494, 0.576","0.442, 0.597","0.440, 0.632","0.407, 0.647","0.480, 0.710","0.431, 0.770","0.529, 0.643","0.490, 0.610","0.473, 0.787","0.419, 0.878","0.526, 0.485",Preparation
3,0.1001001001001001,23.431180920075782,8.235411123730644,158.2777440078114,82.72618262522006,136.8807193653344,154.27770038655052,212.07008750381698,197.37781591287424,"0.484, 0.486","0.444, 0.505","0.495, 0.576","0.433, 0.601","0.440, 0.632","0.407, 0.647","0.480, 0.712","0.431, 0.773","0.533, 0.647","0.488, 0.600","0.473, 0.785","0.419, 0.879","0.523, 0.486",Preparation
4,0.13346680013346682,23.78526113430444,7.427168980258117,158.25939008729958,77.24979947787331,135.87748459554604,152.5516194749226,212.94855846129482,198.7338751105,"0.484, 0.487","0.444, 0.505","0.495, 0.576","0.431, 0.601","0.440, 0.632","0.405, 0.647","0.480, 0.710","0.432, 0.773","0.535, 0.649","0.488, 0.596","0.472, 0.785","0.420, 0.879","0.519, 0.488",Preparation
5,0.16683350016683351,23.92194150083877,6.380440244807478,157.1608012166435,74.92735107657458,135.08204690442906,152.73283930010095,212.49075550874298,199.0433216543718,"0.485, 0.490","0.444, 0.504","0.495, 0.578","0.430, 0.594","0.440, 0.635","0.405, 0.649","0.480, 0.710","0.432, 0.775","0.537, 0.651","0.487, 0.588","0.474, 0.784","0.420, 0.879","0.518, 0.489",Preparation
6,0.2002002002002002,25.007632178579616,4.716871174723256,157.31836001448374,75.01031001808451,131.88937092984187,151.75477255646524,213.02857195531175,199.56408724182975,"0.485, 0.491","0.444, 0.503","0.495, 0.577","0.427, 0.592","0.438, 0.634","0.404, 0.649","0.480, 0.707","0.432, 0.774","0.537, 0.650","0.485, 0.587","0.476, 0.783","0.420, 0.879","0.518, 0.489",Preparation
7,0.2335669002335669,25.177335209624694,5.3829765400096825,157.5546598362363,74.7115405081658,131.62865647361798,150.893457348502,213.28462866452972,199.99068594941323,"0.485, 0.490","0.445, 0.502","0.495, 0.577","0.428, 0.592","0.437, 0.634","0.404, 0.648","0.480, 0.708","0.432, 0.769","0.537, 0.651","0.484, 0.587","0.476, 0.783","0.419, 0.879","0.519, 0.489",Preparation
8,0.26693360026693363,25.250633233318343,4.793839952997891,157.85708653666134,73.8772576489338,130.5045325092235,150.4324564208586,214.74310530338767,200.30776648030047,"0.485, 0.490","0.445, 0.502","0.495, 0.575","0.427, 0.592","0.437, 0.634","0.404, 0.648","0.481, 0.707","0.432, 0.765","0.537, 0.650","0.484, 0.587","0.476, 0.784","0.419, 0.878","0.519, 0.489",Preparation
9,0.3003003003003003,25.096470586711874,4.502214371903316,157.7701700125353,73.69607125706217,130.03257838988426,149.76077206471905,215.21486051571102,200.58547750662848,"0.484, 0.490","0.446, 0.502","0.495, 0.576","0.427, 0.592","0.437, 0.634","0.403, 0.647","0.482, 0.707","0.432, 0.762","0.536, 0.651","0.484, 0.588","0.477, 0.784","0.419, 0.877","0.519, 0.489",Preparation
