Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,34.5838041084747,39.93363400442149,161.95083089401805,175.78921194655825,128.27481189223818,130.38539310487656,199.84613823604485,207.4393422805359,"0.539, 0.349","0.509, 0.337","0.528, 0.477","0.515, 0.480","0.388, 0.532","0.360, 0.530","0.426, 0.709","0.400, 0.719","0.554, 0.591","0.528, 0.602","0.398, 0.908","0.342, 0.927","0.609, 0.305",Preparation
1,0.03336113427856547,34.53003293009935,37.797547717457235,164.8547416225942,171.18332049075036,132.0941350496677,131.98228892745217,195.11719663034404,204.6720994404678,"0.535, 0.342","0.512, 0.335","0.527, 0.475","0.512, 0.474","0.386, 0.532","0.360, 0.530","0.417, 0.711","0.394, 0.723","0.550, 0.589","0.531, 0.598","0.398, 0.908","0.342, 0.924","0.608, 0.305",Preparation
2,0.06672226855713094,34.57517827363777,36.57450835029218,165.3322922120546,168.5943527959935,132.83349551170494,132.8643451312657,193.95817069295273,203.3702263822168,"0.535, 0.341","0.512, 0.334","0.527, 0.475","0.509, 0.473","0.386, 0.532","0.360, 0.530","0.415, 0.712","0.392, 0.724","0.549, 0.589","0.531, 0.597","0.398, 0.908","0.342, 0.921","0.607, 0.305",Preparation
3,0.1000834028356964,34.41749748344532,35.57909978099958,165.0126460788472,166.39404089542512,132.80795094365675,133.29488255563822,194.18024118836186,202.6151488180397,"0.535, 0.341","0.512, 0.334","0.527, 0.475","0.507, 0.473","0.386, 0.532","0.360, 0.530","0.415, 0.713","0.390, 0.725","0.550, 0.589","0.531, 0.597","0.398, 0.908","0.342, 0.920","0.606, 0.304",Preparation
4,0.13344453711426188,34.12334130014786,34.69593833155569,164.53083466171495,164.55622317058422,133.0582287063789,133.73245725604292,193.77684535265865,201.8342454049166,"0.535, 0.341","0.512, 0.334","0.526, 0.475","0.504, 0.474","0.386, 0.532","0.359, 0.531","0.415, 0.713","0.388, 0.725","0.549, 0.589","0.531, 0.596","0.398, 0.908","0.342, 0.919","0.606, 0.304",Preparation
5,0.16680567139282734,33.26863821007734,34.23504563575727,163.03505733677966,163.3922502063811,133.07243307965896,133.777316935384,193.98427745627478,201.8985636283333,"0.535, 0.341","0.512, 0.334","0.524, 0.475","0.503, 0.473","0.386, 0.532","0.359, 0.531","0.415, 0.714","0.388, 0.725","0.548, 0.586","0.531, 0.594","0.398, 0.908","0.342, 0.919","0.606, 0.303",Preparation
6,0.2001668056713928,32.81089091878668,33.93750196558946,162.3080291908121,162.73807530326926,133.2137061173262,133.77904582583255,194.1452115307213,202.1758510691373,"0.535, 0.340","0.512, 0.333","0.524, 0.474","0.503, 0.473","0.386, 0.532","0.359, 0.531","0.415, 0.714","0.388, 0.725","0.548, 0.584","0.531, 0.593","0.398, 0.908","0.341, 0.919","0.606, 0.302",Preparation
7,0.23352793994995827,32.811720759741746,33.82345105919292,162.8590346018695,162.6477198844437,133.2216728660289,133.72949037581827,194.9655306571631,202.53374982073805,"0.534, 0.339","0.512, 0.333","0.524, 0.473","0.503, 0.473","0.386, 0.533","0.359, 0.531","0.416, 0.714","0.388, 0.725","0.548, 0.583","0.531, 0.593","0.398, 0.907","0.340, 0.918","0.606, 0.302",Preparation
8,0.26688907422852376,32.533425243475385,33.67790918412242,162.87606356792924,162.3509250385359,132.78016377591834,133.6121718447811,196.23084149712736,203.13411045089438,"0.534, 0.339","0.512, 0.333","0.523, 0.473","0.502, 0.473","0.386, 0.534","0.359, 0.531","0.418, 0.715","0.388, 0.725","0.548, 0.583","0.531, 0.593","0.397, 0.907","0.338, 0.919","0.606, 0.302",Preparation
9,0.3002502085070892,32.70440639974915,34.06669556499156,163.46537480558283,163.02897587623156,132.9245742888314,133.7171991914831,196.28774385582545,203.77031255697864,"0.534, 0.339","0.511, 0.333","0.524, 0.472","0.502, 0.473","0.387, 0.534","0.358, 0.531","0.419, 0.715","0.388, 0.726","0.548, 0.583","0.531, 0.594","0.398, 0.907","0.336, 0.919","0.606, 0.303",Preparation
10,0.3336113427856547,33.84585083441912,34.10587837237736,166.3824636861726,162.9904772010394,132.83147410367874,133.68978557126331,197.00714538080175,204.55366850330245,"0.536, 0.339","0.510, 0.333","0.528, 0.472","0.502, 0.473","0.388, 0.535","0.358, 0.531","0.421, 0.716","0.388, 0.726","0.549, 0.583","0.531, 0.594","0.398, 0.907","0.334, 0.919","0.606, 0.303",Preparation
11,0.36697247706422015,34.01843880141737,33.87433823459618,166.3382250948338,162.9097420931047,132.6720177548251,134.1140141110556,197.2952150619136,204.74676643363526,"0.535, 0.338","0.510, 0.331","0.528, 0.471","0.502, 0.472","0.387, 0.535","0.358, 0.531","0.421, 0.716","0.388, 0.728","0.549, 0.583","0.532, 0.594","0.397, 0.906","0.333, 0.920","0.606, 0.303",Preparation
12,0.4003336113427856,34.48215269012732,34.716707624008976,166.63022135324888,164.06724475757989,133.38434973835874,132.81035894689848,195.52113249513226,204.90276603985393,"0.534, 0.338","0.515, 0.328","0.527, 0.471","0.507, 0.464","0.385, 0.534","0.358, 0.529","0.415, 0.716","0.390, 0.727","0.548, 0.585","0.535, 0.589","0.394, 0.904","0.336, 0.920","0.606, 0.303",Preparation
13,0.433694745621351,34.162163740820006,35.10689697207663,166.07416437061138,163.95889443920896,133.29234400500653,132.3102444463393,195.66703766227118,204.82468282037235,"0.533, 0.338","0.517, 0.328","0.526, 0.471","0.510, 0.463","0.384, 0.534","0.358, 0.529","0.414, 0.716","0.391, 0.727","0.548, 0.587","0.538, 0.588","0.393, 0.904","0.337, 0.920","0.606, 0.303",Preparation
14,0.46705587989991654,33.88528918170243,35.404348843824366,165.68870283750283,164.02391141517884,133.21768410514122,132.0918673503146,195.75343194806263,204.84247061408414,"0.533, 0.338","0.518, 0.327","0.525, 0.471","0.511, 0.462","0.384, 0.533","0.358, 0.529","0.414, 0.716","0.391, 0.727","0.547, 0.587","0.539, 0.588","0.393, 0.903","0.338, 0.920","0.606, 0.303",Preparation
15,0.5004170141784821,33.91727431453187,35.6892195015857,165.70956069230647,164.31581764181902,133.14609867217695,131.47123713075828,195.88069503442975,205.54595690388044,"0.533, 0.338","0.518, 0.327","0.525, 0.472","0.511, 0.463","0.383, 0.533","0.357, 0.528","0.414, 0.716","0.392, 0.726","0.547, 0.588","0.539, 0.587","0.393, 0.903","0.338, 0.920","0.606, 0.303",Preparation
16,0.5337781484570475,33.869975105422526,35.83336408750171,165.5801758949782,164.62203646889898,133.06606198648078,131.11007708128602,195.91908362758335,205.91525607751848,"0.533, 0.338","0.518, 0.327","0.524, 0.472","0.511, 0.462","0.383, 0.533","0.357, 0.528","0.414, 0.716","0.393, 0.726","0.547, 0.588","0.539, 0.587","0.393, 0.903","0.338, 0.920","0.606, 0.303",Preparation
17,0.567139282735613,33.95973402153107,35.93287078917859,165.65312749535917,165.18473399157295,133.13675893238386,130.892897178135,195.78203102926568,206.11690786034603,"0.532, 0.337","0.518, 0.327","0.524, 0.472","0.512, 0.463","0.383, 0.533","0.357, 0.528","0.413, 0.716","0.394, 0.726","0.547, 0.588","0.539, 0.590","0.392, 0.903","0.339, 0.920","0.606, 0.303",Preparation
18,0.6005004170141784,34.09030429089498,35.90496307959792,165.8182344085129,165.3320516262182,133.18539643323194,130.75654710031137,195.80321555563506,206.2742761690923,"0.532, 0.337","0.518, 0.327","0.524, 0.472","0.512, 0.463","0.382, 0.533","0.357, 0.528","0.413, 0.715","0.394, 0.726","0.547, 0.588","0.539, 0.592","0.392, 0.903","0.339, 0.920","0.606, 0.302",Preparation
19,0.6338615512927439,34.34204762884283,35.68784280240576,166.1288339161025,165.19865269337944,133.12560413221186,130.55579172885714,196.02911010444856,206.34075238959772,"0.531, 0.336","0.519, 0.327","0.524, 0.472","0.512, 0.463","0.382, 0.533","0.357, 0.528","0.413, 0.715","0.395, 0.726","0.547, 0.588","0.539, 0.594","0.392, 0.902","0.340, 0.920","0.606, 0.302",Preparation
