Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,3.8239573565499527,2.894593633954181,181.72150385797005,170.75331229216937,170.46150637398839,218.55963580185113,179.49609650925865,169.21981761662312,"0.580, 0.273","0.428, 0.319","0.572, 0.407","0.465, 0.453","0.581, 0.492","0.490, 0.504","0.611, 0.665","0.432, 0.663","0.561, 0.527","0.511, 0.551","0.643, 0.847","0.402, 0.845","0.486, 0.265",Preparation
1,0.033366700033366704,3.8449428655447284,2.4843129366205314,182.50072998762644,171.28933686506915,170.07710977015208,218.25468745276197,179.81919798494914,169.19285282536686,"0.580, 0.273","0.428, 0.319","0.571, 0.410","0.465, 0.451","0.581, 0.495","0.489, 0.505","0.611, 0.666","0.432, 0.663","0.559, 0.529","0.511, 0.550","0.644, 0.847","0.403, 0.845","0.487, 0.266",Preparation
2,0.06673340006673341,3.8518349954332005,2.3062912602999788,182.69345549504476,171.5038520990256,169.95487059578832,218.09755644625022,179.76137819441837,169.0563946665852,"0.580, 0.274","0.428, 0.318","0.571, 0.412","0.465, 0.449","0.581, 0.495","0.489, 0.505","0.611, 0.666","0.433, 0.661","0.558, 0.530","0.511, 0.550","0.645, 0.847","0.403, 0.845","0.487, 0.266",Preparation
3,0.1001001001001001,3.9204846881124107,2.1755298009595405,182.81237723766696,171.62050895025038,169.90412990988452,217.88035134582069,179.58848702681095,169.12987367709496,"0.580, 0.274","0.428, 0.318","0.571, 0.413","0.465, 0.448","0.581, 0.496","0.489, 0.505","0.612, 0.666","0.433, 0.661","0.557, 0.531","0.511, 0.550","0.646, 0.847","0.404, 0.845","0.488, 0.267",Preparation
4,0.13346680013346682,3.9690634334888832,2.102967731401447,182.82872279656934,171.61681980768148,169.83935305470257,217.79054731439317,179.51191116576973,169.12505994663536,"0.580, 0.274","0.428, 0.318","0.571, 0.415","0.465, 0.447","0.581, 0.496","0.489, 0.505","0.612, 0.666","0.433, 0.660","0.557, 0.531","0.511, 0.549","0.646, 0.847","0.404, 0.845","0.488, 0.267",Preparation
5,0.16683350016683351,3.983055108002439,2.11085345114,182.86452033924476,171.4928748932522,169.82672352988985,217.76926436566256,179.42993806037083,169.07894733949877,"0.580, 0.275","0.428, 0.318","0.571, 0.415","0.465, 0.447","0.581, 0.496","0.489, 0.505","0.612, 0.667","0.433, 0.660","0.557, 0.531","0.511, 0.549","0.647, 0.848","0.404, 0.845","0.488, 0.267",Preparation
6,0.2002002002002002,4.004573475151877,2.0952512831200236,182.8291496775637,171.29085925841272,169.782548718552,217.69768995133572,179.41379228733618,169.07792784600082,"0.580, 0.275","0.428, 0.318","0.571, 0.415","0.465, 0.447","0.581, 0.496","0.489, 0.505","0.612, 0.667","0.433, 0.660","0.557, 0.531","0.511, 0.549","0.647, 0.849","0.404, 0.845","0.489, 0.268",Preparation
7,0.2335669002335669,3.9883037008330873,2.100653496401671,182.86058640015133,171.0808044096451,169.7301025994211,217.60229678796776,179.3095513442396,169.15638554967927,"0.580, 0.275","0.428, 0.318","0.571, 0.415","0.465, 0.448","0.581, 0.496","0.488, 0.505","0.612, 0.666","0.433, 0.660","0.557, 0.531","0.511, 0.548","0.648, 0.849","0.404, 0.844","0.489, 0.268",Preparation
8,0.26693360026693363,4.078171658354204,2.234021386894208,182.78487391276536,170.72554319621327,169.64427001992203,217.5664808994989,179.3274172245394,169.14481414335572,"0.580, 0.275","0.428, 0.317","0.570, 0.415","0.464, 0.448","0.581, 0.496","0.488, 0.505","0.612, 0.666","0.433, 0.661","0.557, 0.531","0.511, 0.548","0.648, 0.849","0.404, 0.844","0.489, 0.269",Preparation
9,0.3003003003003003,4.15841887923503,2.3400911234106214,182.69412886711712,170.47653667208857,169.5979398420907,217.5443905480183,179.33026207247218,169.14443934588493,"0.580, 0.275","0.428, 0.317","0.570, 0.415","0.464, 0.448","0.580, 0.496","0.488, 0.505","0.612, 0.666","0.432, 0.662","0.556, 0.531","0.511, 0.548","0.648, 0.849","0.404, 0.844","0.489, 0.269",Preparation
