Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle
0.0,19.277027879068275,19.05278859668551,162.30351789132155,164.16903807507407,161.64436582119842,208.07232617181745,181.8521627638223,172.41721176704698
0.0333667000333667,15.068584196022492,11.343807871630233,177.59581225513506,167.00100821287924,161.80313124528143,208.61807303190804,182.5735245552941,173.01846049794244
0.0667334000667334,11.530107351538735,5.337583418949111,190.58230524364103,169.2578222454355,162.1177235645591,209.0504366893736,183.0851802142475,173.57364998235343
0.1001001001001001,8.624929694265711,0.933069338953338,201.3965457519502,170.96185285042228,162.57262797572676,209.3757353068308,183.402379493664,174.08434318542993
0.1334668001334668,6.316383572852127,0.933069338953338,210.17208267517324,172.13547270551905,163.15232967547976,209.6002870468965,183.5403721465252,174.55210307232207
0.1668335001668335,4.56780133594669,0.933069338953338,217.04246490842087,172.80105448840524,163.8413138605134,209.7304100721877,183.5144079258128,174.9784926081799
0.2002002002002002,3.342515332198106,0.933069338953338,222.14124134680367,172.9809708767603,164.62406572752303,209.77242254532104,183.3397365845084,175.36507475815344
0.2335669002335669,2.6038579102550834,0.933069338953338,225.60196088543265,172.69759454826365,165.48507047320402,209.73264262891345,183.0316078755935,175.7134124873928
0.2669336002669336,2.3151614187663263,-1.9707802680458928,227.5581724194182,171.97329818059475,166.40881329425162,209.61738848558167,182.60527155204977,176.02506876104803
0.3003003003003003,2.439758206380546,-3.4750113017373963,228.1434248438712,170.83045445143307,167.37977938736125,209.4329782779426,182.0759773668589,176.3016065442692
0.333667000333667,2.940980621746452,-3.6806696618099792,227.4912670539022,169.291436038458,168.3824539492282,209.18573016861305,181.4589750730024,176.5445888022063
0.3670337003670337,3.782161013512738,-2.688801247952448,225.735247944622,167.378615619349,169.40132217654778,208.88196232020985,180.76951442346183,176.75557850000953
0.4004004004004004,4.926631730328122,-0.6004519598536149,223.0089164111413,165.11436587178554,170.42086926601536,208.5279928953498,180.022845171219,176.93613860282886
0.4337671004337671,6.337725120841309,-0.6004519598536149,219.44582134857083,162.52105947344705,171.42558041432628,208.13014005664976,179.23421706925535,177.0878320758144
0.4671338004671338,7.978773533701011,-0.6004519598536149,215.1795116520212,159.62106910201297,172.39994081817585,207.69472196672652,178.41887987055253,177.21222188411613
0.5005005005005005,9.813109317555924,-0.6004519598536149,210.3435362166032,156.43676743516272,173.32843567425942,207.22805678819705,177.5920833280922,177.31087099288422
0.5338672005338673,11.804064821054755,-0.6004519598536149,205.0714439374274,152.9905271505758,174.19555017927232,206.736462683678,176.76907719485592,177.38534236726866
