Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle
0.0,1.7106010411679553,7.130751988742129,185.93339832551564,175.35882071886778,160.21522470937416,199.3403447982377,183.2346877962076,179.84330363119113
0.0333667000333667,1.6439487357873153,7.474354336814335,183.71669700276084,174.7702984762333,158.09541019301923,201.91503317211303,184.4176932026262,178.71700149770456
0.0667334000667334,1.6295263549939336,7.734823285752581,181.6611514364745,174.21365297732615,156.4965310354575,203.9482462412774,185.36509969985883,177.77633952362515
0.1001001001001001,1.6295263549939336,7.918192900518258,179.763542266969,173.69065105779484,155.38704867333612,205.47315664954772,186.0910765955651,177.0129134978418
0.1334668001334668,1.6295263549939336,8.030497246072756,178.02065013455646,173.20305955328791,154.73542454330232,206.52293704074137,186.60979319740457,176.4183192092432
0.1668335001668335,1.6295263549939336,8.077770387377463,176.42925567954916,172.752645299454,154.5101200820033,207.1307600586752,186.9354188130368,175.9841524467182
0.2002002002002002,1.6295263549939336,8.066046389393769,174.9861395422593,172.34117513194158,154.6795967260863,207.3297983471664,187.0821227501212,175.7020089991556
0.2335669002335669,1.6295263549939336,8.001359317083066,173.68808236299918,171.97041588639922,155.21231591219848,207.1532245500321,187.0640743163173,175.5634846554442
0.2669336002669336,1.6295263549939336,7.889743235406743,172.53186478208104,171.64213439847552,156.07673907698708,206.63421131108925,186.89544281928485,175.56017520447278
0.3003003003003003,1.6295263549939336,7.73723220932619,171.5142674398171,171.35809750381898,157.24132765709928,205.80593127415503,186.5903975666833,175.68367643513017
0.333667000333667,1.6295263549939336,7.549860303802796,170.6320709765196,171.12007203807818,158.67454308918232,204.70155708304657,186.16310786617208,175.9255841363051
0.3670337003670337,1.6295263549939336,7.333661583797951,169.8820560325008,170.92982483690167,160.34484680988342,203.35426138158093,185.62774302541084,176.27749409688647
0.4004004004004004,1.6295263549939336,7.094670114273047,169.26100324807294,170.78912273593804,162.22070025584972,201.7972168135752,184.99847235205908,176.731002105763
0.4337671004337671,1.6295263549939336,6.838919960189471,168.76569326354823,170.69973257083578,164.2705648637285,200.0635960228464,184.2894651537764,177.2777039518235
0.4671338004671338,1.6295263549939336,6.572445186508615,168.39290671923897,170.6634211772435,166.46290207016693,198.1865716532117,183.51489073822225,177.9091954239568
0.5005005005005005,1.6295263549939336,6.301279858191868,168.13942425545736,170.68195539080972,168.76617331181222,196.1993163484882,182.6889184130562,178.61707231105166
0.5338672005338673,1.6295263549939336,6.03145804020062,168.00202651251567,170.75710204718305,171.1488400253116,194.13500275249297,181.82571748593784,179.39293040199692
0.5672339005672339,1.6295263549939336,5.769013797496303,167.97749413072765,170.89062798201329,173.57936364731364,192.0268035090448,180.9394572645281,180.2283654856827
0.6006006006006006,1.6295263549939336,5.624379070296433,167.67300157852986,171.1791786691346,175.13858162937427,190.81156062626945,180.2077216725711,181.4646998859976
0.6339673006339673,1.6295263549939336,5.680641194046896,167.73441678676656,171.3266961372747,178.68982645734044,187.8212966665428,178.9767179985932,183.18764016108832
0.6673340006673341,1.6295263549939336,5.65657695454111,167.9034788503461,171.49806754203837,181.8898701783673,185.16802523288567,177.91705092625588,184.6022007447327
0.7007007007007008,1.6295263549939336,5.695770235320473,168.40938621542915,171.85527499538372,184.5825261705693,182.87663963332133,177.06906133280165,185.83837925624448
0.7340674007340674,1.6295263549939336,5.712057298067097,169.11686932763905,172.4035303279214,186.8633974941888,181.016975167119,176.43453327546405,186.7580474270722
0.7674341007674341,1.6295263549939336,5.569424285113826,170.08951888034898,173.15589572673832,188.73997439731872,179.53096033148847,175.9106116287791,187.56024904142944
0.8008008008008008,1.6295263549939336,5.403515063584344,171.21407247333718,173.92879025489728,190.20887712922533,178.41780195241253,175.5350273866058,188.15402972618816
