Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,8.281062002439633,1.9460594778541385,167.51044419193687,174.96862859912522,158.4946914608663,214.18113936802908,186.1184880120123,180.5488937833607,"0.491, 0.353","0.374, 0.378","0.466, 0.457","0.406, 0.470","0.478, 0.487","0.408, 0.490","0.518, 0.624","0.365, 0.630","0.464, 0.545","0.440, 0.548","0.540, 0.751","0.323, 0.762","0.412, 0.290",Preparation
1,0.033366700033366704,8.406090589462208,2.7939627560172715,167.8294162911901,176.88559166164978,158.6106117686072,214.26488350776282,186.07735217877888,180.32720661364368,"0.491, 0.352","0.374, 0.379","0.466, 0.456","0.407, 0.469","0.478, 0.487","0.408, 0.490","0.517, 0.624","0.365, 0.629","0.463, 0.544","0.440, 0.548","0.540, 0.752","0.323, 0.762","0.419, 0.354",Preparation
2,0.06673340006673341,8.447036011497469,3.210058212499058,167.82807076706627,178.32142718969618,158.69354786292632,214.33481479898188,185.98508547535556,180.19121109155674,"0.491, 0.352","0.374, 0.379","0.466, 0.455","0.407, 0.468","0.478, 0.487","0.408, 0.490","0.517, 0.625","0.365, 0.629","0.463, 0.544","0.439, 0.548","0.540, 0.752","0.323, 0.762","0.420, 0.359",Preparation
3,0.1001001001001001,8.257242287185392,3.6992035083786923,168.37258594209575,179.55796628322784,158.77598491156795,214.356355610723,186.0138938359198,180.11570122052802,"0.491, 0.352","0.374, 0.379","0.466, 0.455","0.408, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.365, 0.629","0.463, 0.545","0.440, 0.551","0.539, 0.752","0.323, 0.762","0.421, 0.363",Preparation
4,0.13346680013346682,8.129200680705578,4.017003986667792,168.6808405247107,179.74917637170765,158.8366013301142,214.3928479681385,186.00006658078541,179.90489240507037,"0.491, 0.352","0.374, 0.379","0.466, 0.455","0.408, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.364, 0.629","0.463, 0.545","0.441, 0.552","0.539, 0.752","0.323, 0.762","0.421, 0.362",Preparation
5,0.16683350016683351,8.060509064774283,4.337779323199157,168.89093756125783,178.90459156675342,158.9398639938243,214.3638217302653,185.99978419882635,179.76182847601274,"0.491, 0.352","0.375, 0.379","0.466, 0.455","0.409, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.364, 0.629","0.463, 0.546","0.444, 0.554","0.539, 0.752","0.323, 0.762","0.421, 0.350",Preparation
6,0.2002002002002002,8.05654209010276,4.4654550317152015,168.9574690881577,178.70831957817586,159.04539367137392,214.44762959208418,185.88972028131036,179.3436183855596,"0.491, 0.352","0.375, 0.379","0.466, 0.455","0.409, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.364, 0.629","0.463, 0.546","0.444, 0.554","0.539, 0.753","0.323, 0.762","0.421, 0.348",Preparation
7,0.2335669002335669,8.032233777363693,4.672861690855195,169.0201873505866,178.8452706208288,159.09940682039345,214.46660241093298,185.73432300710218,179.03117204592124,"0.491, 0.352","0.375, 0.379","0.467, 0.454","0.410, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.363, 0.629","0.463, 0.547","0.445, 0.554","0.540, 0.753","0.323, 0.762","0.421, 0.360",Preparation
8,0.26693360026693363,7.996931234130554,4.784523301939233,169.06678344213475,178.91489000843643,159.16804925380183,214.46109360564043,185.53793220420454,178.83644214275785,"0.491, 0.352","0.375, 0.379","0.467, 0.454","0.410, 0.468","0.478, 0.487","0.408, 0.491","0.517, 0.625","0.363, 0.629","0.463, 0.547","0.445, 0.554","0.540, 0.753","0.323, 0.762","0.421, 0.361",Preparation
9,0.3003003003003003,7.9831623911997625,4.916066190394088,169.11960351121755,179.12781257490863,159.2836581592382,214.44982053714537,185.31002014399843,178.6956514370204,"0.491, 0.352","0.376, 0.379","0.467, 0.454","0.410, 0.468","0.478, 0.487","0.408, 0.491","0.516, 0.624","0.363, 0.629","0.463, 0.547","0.445, 0.554","0.540, 0.753","0.323, 0.762","0.420, 0.340",Preparation
10,0.33366700033366703,7.970275121256822,5.043979717557207,169.09676303755737,179.31395175673495,159.33979408232705,214.47121328685267,185.27400583580786,178.5901320687484,"0.491, 0.351","0.376, 0.379","0.467, 0.454","0.410, 0.468","0.478, 0.487","0.408, 0.492","0.516, 0.624","0.363, 0.629","0.463, 0.547","0.445, 0.554","0.540, 0.753","0.323, 0.762","0.419, 0.318",Preparation
11,0.3670337003670337,7.9237410963205415,5.045368712317824,169.03826247024418,179.2999942314302,159.35172901416095,214.45827129952033,185.2591454600417,178.51449543494394,"0.490, 0.351","0.376, 0.379","0.467, 0.454","0.410, 0.468","0.478, 0.487","0.408, 0.492","0.516, 0.624","0.363, 0.629","0.463, 0.547","0.445, 0.554","0.540, 0.753","0.323, 0.762","0.419, 0.343",Preparation
12,0.4004004004004004,8.246570331760308,6.018308526818767,168.2730263535966,180.37743885317667,159.54302649465586,214.51303879343405,184.7463976443458,178.39611100756412,"0.491, 0.351","0.376, 0.379","0.466, 0.454","0.412, 0.468","0.478, 0.487","0.408, 0.492","0.516, 0.624","0.363, 0.629","0.463, 0.547","0.446, 0.554","0.540, 0.753","0.323, 0.761","0.417, 0.316",Preparation
13,0.4337671004337671,8.408928601066004,6.58426298288435,167.86694400232759,181.148775966689,159.6315904026244,214.5140411339543,184.46710697816897,178.2993025852884,"0.491, 0.351","0.376, 0.379","0.466, 0.454","0.413, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.624","0.363, 0.629","0.463, 0.547","0.447, 0.555","0.540, 0.753","0.323, 0.761","0.416, 0.311",Preparation
14,0.4671338004671338,8.455934092087018,6.902202388473021,167.736024810128,181.34622306125593,159.67599155489773,214.52510514225355,184.3629150106869,178.20804811163805,"0.491, 0.351","0.375, 0.379","0.466, 0.454","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.624","0.363, 0.629","0.463, 0.547","0.448, 0.555","0.540, 0.753","0.324, 0.761","0.415, 0.313",Preparation
15,0.5005005005005005,8.469243954973049,7.1151619701911875,167.65615267186755,181.7385446958799,159.69119841815515,214.54867605245312,184.33023032552074,178.12364847236321,"0.491, 0.351","0.375, 0.379","0.466, 0.455","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.463, 0.548","0.449, 0.556","0.540, 0.753","0.324, 0.761","0.414, 0.298",Preparation
16,0.5338672005338673,8.489308496432379,7.131082559193005,167.50811369905404,181.7131276369902,159.69660348155284,214.53783573747396,184.3307425727132,178.07182316542008,"0.491, 0.351","0.375, 0.379","0.466, 0.455","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.464, 0.548","0.449, 0.556","0.539, 0.753","0.324, 0.761","0.414, 0.288",Preparation
17,0.5672339005672339,8.530393056658674,7.276008761184795,167.38495230477233,181.9094299195699,159.67899812430804,214.56199602985203,184.3939337894414,178.00249759015733,"0.491, 0.351","0.375, 0.379","0.465, 0.455","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.464, 0.548","0.449, 0.556","0.539, 0.753","0.324, 0.761","0.414, 0.289",Preparation
18,0.6006006006006006,8.514459698627807,7.340243451492073,167.3086467226753,182.03882479555017,159.68542637125432,214.62394136920568,184.44324870662348,177.9716168716158,"0.491, 0.351","0.375, 0.378","0.465, 0.455","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.464, 0.548","0.449, 0.556","0.539, 0.753","0.324, 0.761","0.413, 0.283",Preparation
19,0.6339673006339673,8.484604635202817,7.363069834004525,167.3734310519896,181.92255069521383,159.71521100414395,214.64480984620812,184.49042334138522,177.9325126809117,"0.491, 0.351","0.375, 0.378","0.466, 0.454","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.464, 0.548","0.449, 0.556","0.539, 0.753","0.324, 0.761","0.413, 0.280",Preparation
20,0.6673340006673341,8.443453759064234,7.386270986077795,167.33557720043828,181.76533626611007,159.73614817694818,214.64269824269311,184.58378624904074,177.89675066281274,"0.491, 0.350","0.375, 0.378","0.466, 0.454","0.414, 0.468","0.478, 0.488","0.408, 0.492","0.515, 0.623","0.363, 0.629","0.464, 0.548","0.449, 0.555","0.539, 0.753","0.324, 0.761","0.414, 0.282",Preparation
