Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,7.923108024791562,13.043686315929037,198.80362417224103,148.05582406181645,162.7637728873896,207.66564525856856,171.42138371581237,176.30511424357607,"0.526, 0.413","0.423, 0.410","0.519, 0.492","0.424, 0.495","0.503, 0.512","0.448, 0.513","0.510, 0.623","0.422, 0.612","0.496, 0.543","0.456, 0.547","0.537, 0.746","0.399, 0.737","0.474, 0.375",Preparation
1,0.033366700033366704,7.619939490615912,11.983010457172089,199.1771725282277,150.63446344645334,163.14906567999506,206.08022692945232,171.75901156762478,179.51561211813586,"0.527, 0.412","0.424, 0.410","0.520, 0.492","0.425, 0.494","0.503, 0.518","0.448, 0.516","0.511, 0.629","0.422, 0.627","0.497, 0.542","0.456, 0.547","0.537, 0.750","0.396, 0.739","0.474, 0.371",Preparation
2,0.06673340006673341,7.5152253440722045,11.335388094546062,199.75287092503515,149.95655815785247,163.44239818213296,205.4556146807305,172.59939650244212,180.85921763728862,"0.527, 0.412","0.424, 0.410","0.520, 0.491","0.425, 0.494","0.503, 0.520","0.447, 0.518","0.510, 0.628","0.422, 0.629","0.497, 0.541","0.457, 0.547","0.535, 0.751","0.393, 0.742","0.473, 0.371",Preparation
3,0.1001001001001001,7.302807094128016,10.976493396164617,200.26058517153714,150.03622663665297,163.76368580336867,204.80935837085894,173.22534136246244,182.1251223619953,"0.527, 0.412","0.424, 0.410","0.520, 0.490","0.425, 0.494","0.503, 0.522","0.447, 0.520","0.510, 0.631","0.422, 0.632","0.496, 0.540","0.457, 0.546","0.533, 0.752","0.392, 0.744","0.473, 0.371",Preparation
4,0.13346680013346682,7.212729379643487,10.872517574076916,200.58945993521212,149.77057797563577,163.86742724551746,204.47554220602532,174.08204721676796,182.4143786238376,"0.527, 0.410","0.424, 0.410","0.520, 0.488","0.425, 0.494","0.503, 0.522","0.447, 0.520","0.511, 0.630","0.422, 0.631","0.496, 0.539","0.457, 0.546","0.532, 0.752","0.392, 0.743","0.473, 0.370",Preparation
5,0.16683350016683351,6.896058177675404,10.860557186012896,200.93056860345726,148.49548249901568,164.46614076302845,205.218877504056,174.16071886994862,181.48618954177496,"0.527, 0.408","0.423, 0.411","0.520, 0.488","0.425, 0.494","0.503, 0.522","0.447, 0.519","0.511, 0.629","0.424, 0.618","0.495, 0.540","0.459, 0.545","0.531, 0.752","0.393, 0.743","0.473, 0.365",Preparation
6,0.2002002002002002,6.723285902004496,10.61909726239251,200.4658206079061,147.83344431670292,164.84752954777034,204.82387875803315,174.2328715338747,182.69497334630364,"0.527, 0.408","0.423, 0.412","0.521, 0.487","0.425, 0.494","0.504, 0.523","0.447, 0.520","0.511, 0.630","0.423, 0.627","0.495, 0.541","0.460, 0.545","0.531, 0.751","0.393, 0.742","0.473, 0.370",Preparation
7,0.2335669002335669,6.859304326553862,10.37754206857004,200.36259256246845,148.29040210248652,165.31784708422563,204.85174181833148,174.25436690392164,182.38531791016456,"0.527, 0.406","0.423, 0.412","0.521, 0.484","0.426, 0.493","0.504, 0.522","0.447, 0.520","0.511, 0.630","0.423, 0.627","0.495, 0.540","0.460, 0.544","0.531, 0.751","0.393, 0.742","0.472, 0.369",Preparation
8,0.26693360026693363,6.826374196706362,10.15926170998612,199.8792725445726,148.44483711846712,165.1409046224663,204.65612464258976,174.62986824479526,182.1737131108371,"0.527, 0.405","0.423, 0.412","0.521, 0.482","0.426, 0.493","0.504, 0.521","0.447, 0.519","0.511, 0.629","0.423, 0.626","0.496, 0.539","0.460, 0.543","0.531, 0.750","0.393, 0.743","0.472, 0.372",Preparation
9,0.3003003003003003,6.8275956850084425,10.248145911775886,200.7098103351946,148.54803351125383,164.33417623663584,204.17229778695264,175.56811869632043,182.2072615030893,"0.527, 0.405","0.424, 0.411","0.521, 0.483","0.426, 0.492","0.504, 0.521","0.447, 0.518","0.513, 0.629","0.424, 0.625","0.495, 0.539","0.460, 0.543","0.532, 0.749","0.393, 0.743","0.472, 0.374",Preparation
