Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,3.6980248159290885,11.687617850167637,165.66871871209102,165.19594081397761,156.21400671975363,159.52188452449778,189.8370935021431,187.30420090148354,"0.483, 0.345","0.557, 0.352","0.451, 0.472","0.534, 0.476","0.417, 0.555","0.472, 0.559","0.438, 0.743","0.466, 0.755","0.453, 0.581","0.544, 0.607","0.428, 0.915","0.435, 0.952","0.567, 0.312",Preparation
1,0.033366700033366704,3.572260629030143,11.867757484457025,169.29426779344539,165.00409618745186,155.5305643404346,157.97896483128812,189.65334414945087,188.29133298306766,"0.483, 0.345","0.557, 0.352","0.451, 0.471","0.534, 0.475","0.417, 0.554","0.471, 0.559","0.439, 0.739","0.468, 0.750","0.445, 0.578","0.543, 0.606","0.430, 0.910","0.438, 0.947","0.567, 0.313",Preparation
2,0.06673340006673341,3.027034495278143,11.811492023113802,169.49240946790823,165.01134017599207,154.3003128910915,157.34652337061954,189.79286392128293,188.6600785045355,"0.486, 0.345","0.557, 0.353","0.452, 0.470","0.533, 0.475","0.417, 0.552","0.470, 0.559","0.441, 0.736","0.469, 0.748","0.443, 0.575","0.542, 0.606","0.434, 0.906","0.439, 0.945","0.567, 0.315",Preparation
3,0.1001001001001001,2.746114724276355,12.304131050216235,170.77221756583725,164.82880418479326,154.17678357238896,155.71574961886714,189.71221505595418,190.28653670938255,"0.486, 0.345","0.557, 0.357","0.451, 0.470","0.533, 0.479","0.417, 0.552","0.469, 0.559","0.441, 0.736","0.471, 0.748","0.440, 0.572","0.541, 0.605","0.435, 0.904","0.439, 0.942","0.566, 0.316",Preparation
4,0.13346680013346682,2.2593466923996384,12.73005575348082,170.76901012757858,164.94357787484188,153.39150349736747,153.91845136224828,189.63024112420916,191.75570878880546,"0.486, 0.350","0.556, 0.363","0.450, 0.470","0.532, 0.480","0.416, 0.553","0.467, 0.560","0.441, 0.733","0.473, 0.747","0.437, 0.570","0.540, 0.605","0.435, 0.903","0.440, 0.938","0.566, 0.323",Preparation
5,0.16683350016683351,2.4135393955987285,13.361544526942552,170.02291184075688,165.11972066916275,152.9060609013837,152.07656214350393,190.85998907382537,194.20829217029893,"0.486, 0.351","0.556, 0.366","0.450, 0.470","0.532, 0.482","0.415, 0.554","0.466, 0.561","0.440, 0.730","0.477, 0.745","0.438, 0.569","0.540, 0.605","0.431, 0.899","0.441, 0.931","0.565, 0.326",Preparation
6,0.2002002002002002,3.711169432321706,13.707865674164358,165.64090977895864,165.33702705506016,153.149127602064,150.34401702827944,191.01747806719843,195.36629314056387,"0.486, 0.352","0.554, 0.367","0.452, 0.471","0.531, 0.483","0.414, 0.556","0.464, 0.562","0.436, 0.729","0.480, 0.742","0.449, 0.590","0.539, 0.605","0.425, 0.899","0.445, 0.928","0.565, 0.332",Preparation
7,0.2335669002335669,5.2271734275465445,13.356986544004464,159.0020014728252,164.78033522750778,153.02493237138472,149.65749557431275,191.3930464062709,197.06611374287795,"0.486, 0.355","0.553, 0.368","0.455, 0.476","0.530, 0.482","0.414, 0.557","0.464, 0.563","0.436, 0.728","0.482, 0.741","0.467, 0.588","0.539, 0.605","0.424, 0.896","0.445, 0.928","0.566, 0.334",Preparation
8,0.26693360026693363,6.092676117242127,12.310415048903698,157.39699970725505,162.7763635335753,151.53654836539752,149.16170523389457,193.74869102182362,198.95349006783883,"0.489, 0.359","0.552, 0.368","0.459, 0.478","0.527, 0.482","0.415, 0.557","0.463, 0.563","0.439, 0.728","0.482, 0.741","0.474, 0.587","0.538, 0.605","0.422, 0.896","0.441, 0.927","0.567, 0.339",Preparation
9,0.3003003003003003,6.474187687783929,12.486294193623761,152.88704859653288,162.68408936191804,150.7643646223749,148.5013763451957,194.81674018120756,202.69885434290657,"0.493, 0.358","0.552, 0.369","0.461, 0.478","0.527, 0.483","0.415, 0.557","0.462, 0.563","0.438, 0.729","0.482, 0.741","0.485, 0.587","0.537, 0.605","0.418, 0.896","0.430, 0.924","0.570, 0.345",Preparation
