Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,19.836161146152335,13.72983992513467,143.9186493995432,142.3016755574666,151.0140575687734,152.84098746093463,196.48524911033556,190.96796748813946,"0.472, 0.367","0.514, 0.384","0.482, 0.498","0.505, 0.509","0.408, 0.594","0.442, 0.606","0.444, 0.745","0.467, 0.756","0.547, 0.575","0.570, 0.607","0.435, 0.901","0.462, 0.921","0.574, 0.353",Preparation
1,0.033366700033366704,16.46409917933619,12.93509453027312,149.82548134553892,140.25513856187493,150.5380597719288,153.15120295698193,196.41865441526917,190.95624053405825,"0.474, 0.367","0.513, 0.383","0.474, 0.494","0.502, 0.509","0.409, 0.591","0.443, 0.603","0.444, 0.745","0.468, 0.755","0.518, 0.568","0.570, 0.605","0.435, 0.901","0.462, 0.921","0.574, 0.353",Preparation
2,0.06673340006673341,8.94398837468837,11.976998792915138,159.26559076429686,138.6985864063152,150.66139134875132,153.49014508146738,195.7388303734342,191.36785457898134,"0.476, 0.367","0.511, 0.382","0.459, 0.494","0.499, 0.507","0.410, 0.589","0.443, 0.599","0.444, 0.744","0.468, 0.755","0.480, 0.583","0.570, 0.605","0.436, 0.901","0.462, 0.921","0.575, 0.354",Preparation
3,0.1001001001001001,7.1814123560923155,10.546305654210977,151.48483031467603,136.77152869756938,150.81695185123627,154.05846444786206,195.49331734885294,191.70416269564197,"0.476, 0.367","0.511, 0.381","0.457, 0.484","0.496, 0.507","0.410, 0.588","0.444, 0.599","0.445, 0.745","0.469, 0.756","0.486, 0.570","0.570, 0.605","0.437, 0.901","0.461, 0.921","0.576, 0.355",Preparation
4,0.13346680013346682,8.655815000765546,10.581925191634598,145.84060193774647,136.78708392278608,150.58263939180387,154.22067954462324,195.68748662241345,193.02749026128618,"0.476, 0.368","0.510, 0.381","0.459, 0.489","0.496, 0.508","0.410, 0.587","0.444, 0.599","0.446, 0.745","0.469, 0.757","0.500, 0.573","0.569, 0.606","0.438, 0.902","0.457, 0.921","0.577, 0.357",Preparation
5,0.16683350016683351,6.427981344292984,11.11728848756721,157.3180205060287,137.92567220042488,149.9368729410819,154.28669198898706,196.99603396745258,194.75699789224447,"0.476, 0.368","0.509, 0.381","0.453, 0.495","0.496, 0.509","0.411, 0.586","0.444, 0.598","0.448, 0.744","0.469, 0.757","0.473, 0.585","0.569, 0.607","0.438, 0.902","0.452, 0.921","0.578, 0.357",Preparation
6,0.2002002002002002,6.0841212506133715,11.656122486818559,164.08765860253473,138.78372353161063,150.0613692848829,153.89934002720747,197.2079345718806,195.80124642239537,"0.476, 0.369","0.508, 0.382","0.452, 0.498","0.496, 0.509","0.411, 0.587","0.442, 0.598","0.448, 0.745","0.468, 0.757","0.461, 0.588","0.569, 0.608","0.438, 0.903","0.449, 0.922","0.577, 0.358",Preparation
7,0.2335669002335669,12.143107739705906,11.876396866098498,173.30318998177637,139.52906873072283,150.1924374489807,154.06434653735982,197.69902115904026,196.07446391751242,"0.477, 0.370","0.508, 0.382","0.467, 0.498","0.497, 0.508","0.412, 0.587","0.442, 0.598","0.450, 0.745","0.467, 0.757","0.470, 0.582","0.568, 0.608","0.438, 0.903","0.446, 0.922","0.578, 0.359",Preparation
8,0.26693360026693363,7.398968736763216,12.54121875859045,175.00957892654642,139.6871528837165,149.5764519589742,153.5058239968198,198.8433563962069,196.30199943112297,"0.477, 0.371","0.508, 0.383","0.456, 0.499","0.497, 0.510","0.413, 0.586","0.440, 0.597","0.452, 0.744","0.466, 0.757","0.450, 0.582","0.568, 0.610","0.438, 0.903","0.444, 0.922","0.580, 0.359",Preparation
9,0.3003003003003003,1.3181444749731295,13.032557441172425,174.9264642273843,140.7099754657201,149.41617322827864,154.67281803648578,198.8537205985279,193.4701058752873,"0.477, 0.371","0.508, 0.382","0.439, 0.488","0.498, 0.510","0.412, 0.586","0.440, 0.596","0.451, 0.744","0.461, 0.757","0.420, 0.572","0.567, 0.611","0.438, 0.904","0.444, 0.922","0.580, 0.360",Preparation
10,0.33366700033366703,0.19915272623568675,13.100860329039364,171.5590606088718,141.017602127962,149.37126128048126,155.24938634749256,198.8238236678912,192.13298422864156,"0.477, 0.371","0.509, 0.383","0.442, 0.485","0.498, 0.510","0.412, 0.586","0.440, 0.595","0.451, 0.743","0.459, 0.756","0.430, 0.563","0.567, 0.612","0.438, 0.902","0.444, 0.922","0.580, 0.360",Preparation
11,0.3670337003670337,12.948232988527034,13.347436382168159,162.04053148476277,141.5648149118345,149.25896134117534,156.06778655756614,198.81471107614567,190.30741051128547,"0.478, 0.371","0.509, 0.383","0.470, 0.486","0.499, 0.510","0.412, 0.586","0.440, 0.595","0.451, 0.743","0.456, 0.756","0.489, 0.565","0.566, 0.612","0.437, 0.902","0.443, 0.922","0.580, 0.361",Preparation
12,0.4004004004004004,14.750190255223341,14.122309222412927,159.67192909188358,142.2815546777125,149.5050641928447,156.33323457129518,197.89894402442133,187.99808965638874,"0.481, 0.373","0.512, 0.385","0.476, 0.487","0.501, 0.512","0.414, 0.586","0.439, 0.595","0.451, 0.744","0.453, 0.756","0.501, 0.566","0.566, 0.613","0.437, 0.902","0.443, 0.922","0.581, 0.363",Preparation
13,0.4337671004337671,12.70008594825807,14.261030270497352,158.0150232828489,142.01150800759717,149.68771179826604,156.05830258433963,197.41000420118795,187.11627675978855,"0.482, 0.373","0.515, 0.386","0.473, 0.481","0.502, 0.514","0.414, 0.587","0.439, 0.596","0.450, 0.745","0.451, 0.756","0.496, 0.557","0.566, 0.614","0.438, 0.902","0.443, 0.922","0.582, 0.366",Preparation
14,0.4671338004671338,17.82735592541312,14.186866094443335,154.1685013536133,142.63624602666894,149.72425329330227,156.32861403493263,196.66062114621923,186.82168307203722,"0.486, 0.374","0.515, 0.385","0.485, 0.500","0.502, 0.512","0.416, 0.587","0.439, 0.595","0.450, 0.745","0.450, 0.756","0.524, 0.580","0.566, 0.615","0.438, 0.902","0.442, 0.921","0.583, 0.366",Preparation
15,0.5005005005005005,16.75065197595844,14.143550635559825,157.03888759441335,142.92333152942342,149.54550275321128,156.5679946295261,196.72841550525217,186.64189529967507,"0.486, 0.374","0.515, 0.384","0.483, 0.500","0.503, 0.512","0.416, 0.589","0.439, 0.595","0.450, 0.745","0.449, 0.756","0.523, 0.601","0.566, 0.616","0.438, 0.902","0.441, 0.921","0.585, 0.365",Preparation
16,0.5338672005338673,18.013647974704828,13.926898308816527,145.49834275018273,143.71937964604263,149.40270390295842,156.40954051813347,196.1354418090048,186.48501177985455,"0.489, 0.374","0.516, 0.384","0.487, 0.507","0.502, 0.512","0.416, 0.589","0.439, 0.595","0.449, 0.745","0.449, 0.756","0.554, 0.606","0.561, 0.613","0.438, 0.902","0.441, 0.921","0.586, 0.365",Preparation
17,0.5672339005672339,18.947623837863603,13.85064723397564,145.13628269775148,143.67851606171243,149.59469701460793,156.17872398205603,195.9536083741692,186.7358105246351,"0.489, 0.374","0.516, 0.385","0.490, 0.509","0.502, 0.512","0.417, 0.589","0.438, 0.596","0.449, 0.745","0.449, 0.756","0.557, 0.605","0.559, 0.611","0.438, 0.902","0.440, 0.921","0.587, 0.366",Preparation
18,0.6006006006006006,20.656452787418374,14.068839745185125,148.4661696373196,142.0881884259308,150.15123476129816,156.01542585747805,195.42111391498148,186.64152365198728,"0.490, 0.374","0.516, 0.388","0.495, 0.512","0.502, 0.518","0.418, 0.590","0.438, 0.598","0.449, 0.746","0.448, 0.757","0.557, 0.605","0.560, 0.612","0.438, 0.902","0.440, 0.921","0.589, 0.366",Preparation
19,0.6339673006339673,18.85668239742755,14.333810593551885,145.27073598115717,141.7666532813142,150.72449600145276,155.9280576755939,194.4713483964005,186.64631812788411,"0.493, 0.377","0.515, 0.390","0.493, 0.511","0.502, 0.519","0.420, 0.591","0.438, 0.599","0.449, 0.747","0.448, 0.758","0.559, 0.606","0.560, 0.612","0.438, 0.902","0.440, 0.921","0.589, 0.366",Preparation
20,0.6673340006673341,19.662839843102596,14.28021370261092,146.72919963424368,141.320676993162,150.72377142560185,155.8822793039436,194.46823174136634,186.72509926035914,"0.494, 0.378","0.515, 0.393","0.495, 0.516","0.501, 0.520","0.420, 0.591","0.438, 0.600","0.448, 0.746","0.448, 0.758","0.555, 0.605","0.560, 0.613","0.437, 0.901","0.439, 0.921","0.589, 0.361",Preparation
21,0.7007007007007008,19.822860583747033,15.8002486356581,144.82603402590655,141.74164891501582,151.31194007352414,155.10570156717884,192.79324709582303,186.3918727125257,"0.493, 0.378","0.515, 0.399","0.495, 0.523","0.502, 0.527","0.419, 0.591","0.436, 0.600","0.445, 0.746","0.446, 0.759","0.554, 0.606","0.561, 0.617","0.437, 0.901","0.438, 0.921","0.588, 0.361",Preparation
22,0.7340674007340674,18.351288682815557,17.31739042081989,146.36151423350745,144.17515383187265,151.51414475591875,154.79580599352036,192.57592156114413,186.3735304040432,"0.493, 0.378","0.514, 0.404","0.491, 0.520","0.505, 0.530","0.419, 0.592","0.436, 0.604","0.445, 0.747","0.446, 0.760","0.540, 0.595","0.562, 0.622","0.436, 0.901","0.438, 0.921","0.586, 0.360",Preparation
23,0.7674341007674341,15.348531708078765,18.44845556811464,144.76414967974355,145.6459990066814,150.32536826266048,154.24810713589375,193.5610310346323,186.46567315487442,"0.489, 0.378","0.515, 0.404","0.480, 0.516","0.507, 0.532","0.415, 0.592","0.435, 0.604","0.444, 0.747","0.445, 0.760","0.517, 0.576","0.562, 0.623","0.435, 0.901","0.438, 0.922","0.582, 0.357",Preparation
24,0.8008008008008008,0.22579559958473366,18.191590506305328,125.76670625610718,145.036908359491,147.58185334626603,153.64600563866756,194.3706003859868,185.37391117468283,"0.482, 0.378","0.520, 0.402","0.446, 0.478","0.509, 0.532","0.405, 0.589","0.434, 0.603","0.439, 0.747","0.444, 0.761","0.480, 0.528","0.562, 0.623","0.434, 0.901","0.438, 0.925","0.579, 0.356",Preparation
