Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,29.7574958604671,36.99681797836805,163.2865697992802,158.7420864155675,143.9834796269808,142.8749808023529,210.12306159937296,207.6479487436959,"0.460, 0.426","0.428, 0.441","0.474, 0.509","0.461, 0.544","0.405, 0.576","0.377, 0.586","0.440, 0.697","0.422, 0.725","0.513, 0.588","0.517, 0.613","0.413, 0.806","0.395, 0.878","0.501, 0.403",Preparation
1,0.033355570380253496,30.12234719642044,36.88293486658948,161.26151111682964,157.81370549363183,144.2720292015082,144.00187369823283,210.1323768075277,206.34242664431264,"0.460, 0.427","0.425, 0.442","0.476, 0.513","0.460, 0.546","0.406, 0.578","0.376, 0.586","0.440, 0.700","0.420, 0.725","0.518, 0.589","0.517, 0.613","0.412, 0.811","0.395, 0.881","0.500, 0.402",Preparation
2,0.06671114076050699,30.50229420411753,37.13440423444996,161.76729410030956,157.42146202428535,145.53124697476713,144.8585824760864,208.46610139848565,204.5628559727169,"0.461, 0.426","0.425, 0.444","0.477, 0.512","0.460, 0.548","0.406, 0.578","0.377, 0.587","0.440, 0.702","0.418, 0.725","0.519, 0.587","0.517, 0.614","0.412, 0.817","0.394, 0.889","0.500, 0.401",Preparation
3,0.1000667111407605,29.596924410725283,36.587113383776945,160.8505791804167,156.9049457028431,147.62622440822503,147.20189060309056,207.62049897072356,201.94080253730738,"0.460, 0.425","0.425, 0.446","0.477, 0.512","0.460, 0.549","0.408, 0.580","0.378, 0.589","0.439, 0.705","0.415, 0.729","0.520, 0.585","0.517, 0.614","0.411, 0.817","0.394, 0.894","0.500, 0.400",Preparation
4,0.13342228152101399,29.28686408502904,37.25491621771819,160.2986530883115,157.46443978869502,149.71428169178068,149.9503739308962,207.61838510844558,197.41826509340748,"0.461, 0.425","0.425, 0.450","0.478, 0.509","0.460, 0.550","0.410, 0.583","0.378, 0.594","0.438, 0.709","0.408, 0.733","0.519, 0.578","0.517, 0.614","0.408, 0.817","0.393, 0.899","0.498, 0.399",Preparation
5,0.1667778519012675,29.19045584830207,36.33577152180338,160.67527730926997,156.72129629320514,150.18776046216212,153.24512587072707,209.43738927567202,193.76641094012268,"0.461, 0.425","0.425, 0.449","0.478, 0.508","0.460, 0.551","0.410, 0.589","0.379, 0.599","0.437, 0.710","0.402, 0.742","0.519, 0.575","0.518, 0.615","0.405, 0.819","0.390, 0.906","0.497, 0.399",Preparation
6,0.200133422281521,29.488645275202835,34.78897017128212,162.24559406300477,156.9022544207344,151.34088758655503,157.08190579002218,209.13075572491164,191.1929046954894,"0.460, 0.426","0.426, 0.450","0.480, 0.510","0.460, 0.551","0.411, 0.596","0.381, 0.605","0.437, 0.714","0.399, 0.751","0.521, 0.578","0.519, 0.617","0.404, 0.822","0.387, 0.911","0.497, 0.399",Preparation
7,0.2334889926617745,29.120689271616108,34.10772926629954,162.37684572072646,156.35265530452705,152.08967600073194,158.8161996228431,208.9544501456636,189.99896966372,"0.460, 0.426","0.426, 0.451","0.480, 0.510","0.461, 0.554","0.411, 0.599","0.382, 0.608","0.436, 0.715","0.397, 0.755","0.521, 0.578","0.520, 0.619","0.403, 0.823","0.386, 0.912","0.499, 0.399",Preparation
8,0.26684456304202797,29.3340366613793,34.133247306421005,163.0589392544476,155.8118083533475,152.16534444696148,158.67132675614005,209.21180814782102,190.54707245893692,"0.460, 0.427","0.426, 0.453","0.480, 0.510","0.461, 0.556","0.411, 0.602","0.382, 0.611","0.436, 0.715","0.397, 0.756","0.520, 0.578","0.520, 0.620","0.403, 0.823","0.385, 0.914","0.499, 0.399",Preparation
9,0.3002001334222815,29.39256588218416,34.08946981702426,163.02421211803255,156.32633845531836,150.1972102523655,158.45201677569614,212.82618940002493,190.78900237656924,"0.459, 0.429","0.427, 0.454","0.480, 0.514","0.461, 0.557","0.411, 0.604","0.382, 0.613","0.439, 0.714","0.397, 0.757","0.520, 0.581","0.520, 0.622","0.403, 0.822","0.384, 0.914","0.499, 0.400",Preparation
