Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Lateral Bending Angle,Leaning
0.0,23.43612126206419,35.60141889822873,158.69502009671072,152.40292835063778,132.84627433426652,129.1796551594326,208.5300653322384,215.31191659665168,"0.5262799263000488, 0.4274682104587555","0.49367356300354004, 0.46800699830055237","0.5227965116500854, 0.5191043615341187","0.5034216642379761, 0.5635980367660522","0.4514828324317932, 0.5834903120994568","0.4184214174747467, 0.5995180606842041","0.4947819709777832, 0.6931833624839783","0.4720517098903656, 0.7389267086982727","0.5532758831977844, 0.606984555721283","0.5519964098930359, 0.6372101306915283","0.47925320267677307, 0.8198482394218445","0.4345089793205261, 0.8865327835083008","0.5742614269256592, 0.4334051012992859",-27.557813555571425,Leading Side
0.0333667000333667,21.88075585999364,33.76899170960504,155.88742441677695,152.5171054872756,132.545646004028,128.35700189645178,208.4134244784739,216.2672970529275,"0.5263795256614685, 0.4270344376564026","0.4970216751098633, 0.4625932574272156","0.520199179649353, 0.5193217992782593","0.5034567713737488, 0.5596722364425659","0.45108380913734436, 0.5834032297134399","0.41875725984573364, 0.5982793569564819","0.4946703016757965, 0.6926962733268738","0.4741016924381256, 0.7375912666320801","0.5526451468467712, 0.6071227788925171","0.5500463247299194, 0.636372983455658","0.47979673743247986, 0.8198620676994324","0.4354759752750397, 0.8858685493469238","0.5735325217247009, 0.4337805211544037",-27.735035521736346,Leading Side
0.0667334000667334,22.34464504987151,33.25902193309699,156.0991062034434,157.1666020709255,131.3931626469936,128.01853210856532,208.37611552149636,216.23837598449097,"0.528564453125, 0.4302408695220947","0.4957858622074127, 0.4619199335575104","0.5211521983146667, 0.5260794758796692","0.5011220574378967, 0.556810200214386","0.451096773147583, 0.5838195085525513","0.41747230291366577, 0.5973426103591919","0.4947165548801422, 0.6926580667495728","0.47368288040161133, 0.73688143491745","0.5527793169021606, 0.6154989004135132","0.5417639017105103, 0.6399465203285217","0.4801085889339447, 0.8201497197151184","0.43588894605636597, 0.8851824998855591","0.5717092752456665, 0.43534189462661743",-28.32613145339962,Leading Side
0.1001001001001001,22.749818502137277,25.36215453496376,156.7830991320371,145.82770128153908,130.60331346490196,127.44388650746616,208.69326236652492,216.02618262129823,"0.5287514925003052, 0.4316022992134094","0.4942072331905365, 0.46224910020828247","0.5213662385940552, 0.5269952416419983","0.48524466156959534, 0.5622884035110474","0.45080676674842834, 0.5834175944328308","0.41575995087623596, 0.5955237746238708","0.4953584671020508, 0.6924799084663391","0.4730788767337799, 0.736863911151886","0.5524705648422241, 0.6184162497520447","0.527640700340271, 0.6386069059371948","0.48097556829452515, 0.819240927696228","0.4363112449645996, 0.8848620653152466","0.5716727375984192, 0.4353538453578949",-28.747882799671853,Leading Side
0.1334668001334668,23.350583253287112,28.04640666522167,158.18325962347896,150.0750574954582,130.3964939153194,128.3777436017896,208.5308759133456,215.2516390954088,"0.5288028717041016, 0.4344705045223236","0.49151915311813354, 0.46270766854286194","0.521379828453064, 0.5336942672729492","0.4881724715232849, 0.5622864365577698","0.45100918412208557, 0.583092987537384","0.415072500705719, 0.5952704548835754","0.4954354166984558, 0.6931926608085632","0.47198835015296936, 0.7386507987976074","0.5499311685562134, 0.6240366697311401","0.5287308096885681, 0.6385654211044312","0.48076456785202026, 0.8208408355712891","0.43661922216415405, 0.8848416209220886","0.5709952116012573, 0.43559345602989197",-28.74636912402808,Leading Side
0.1668335001668335,24.199458593668663,30.642745550772958,159.73550620489175,154.6756944219886,125.61628909516764,127.66514982180176,214.5241736008701,216.1848771703711,"0.5306777954101562, 0.44210854172706604","0.48730525374412537, 0.46327900886535645","0.5221093893051147, 0.5375231504440308","0.4888894557952881, 0.5622277855873108","0.45088306069374084, 0.5841212272644043","0.41189640760421753, 0.5953481793403625","0.5021047592163086, 0.6937029957771301","0.4718223512172699, 0.739244818687439","0.5472515821456909, 0.6304913759231567","0.527401328086853, 0.6403511762619019","0.4807645380496979, 0.8216190338134766","0.43668919801712036, 0.8847397565841675","0.5685604810714722, 0.4357101321220398",-29.521457148707146,Leading Side
0.2002002002002002,24.714615547833887,32.037622090028755,165.42524213684922,157.0236577150069,123.13958148930172,127.26743007015892,219.09486754734155,216.67223070135168,"0.5310252904891968, 0.4448624551296234","0.48300448060035706, 0.46339598298072815","0.5228615999221802, 0.5369313955307007","0.4880691468715668, 0.5695866346359253","0.4503463804721832, 0.5858399271965027","0.4086683690547943, 0.595823347568512","0.5069500803947449, 0.6965548396110535","0.4708462357521057, 0.7393323183059692","0.5384026169776917, 0.62972491979599","0.5238872170448303, 0.6439880132675171","0.47985705733299255, 0.8238406181335449","0.43661555647850037, 0.8847425580024719","0.5637184977531433, 0.4393274784088135",-29.55236114671524,Leading Side
0.2335669002335669,26.573662694119523,28.34492622263124,170.84239058646529,152.70663139256874,120.66775874266148,130.36760556624472,222.2922476423479,213.84439529682925,"0.5329439640045166, 0.446664959192276","0.47544360160827637, 0.4662972092628479","0.5266338586807251, 0.5363648533821106","0.476846307516098, 0.57257479429245","0.4503706097602844, 0.5863021612167358","0.40728217363357544, 0.5967403650283813","0.5109266042709351, 0.6967514157295227","0.4662049412727356, 0.7422600984573364","0.5346097350120544, 0.6251437067985535","0.5179926753044128, 0.6497986912727356","0.48040294647216797, 0.8233307003974915","0.4364224076271057, 0.8848116993904114","0.5618442296981812, 0.442293256521225",-29.166360894158128,Leading Side
0.2669336002669336,26.47508220698461,26.553125418132748,174.7579882261366,159.75413853692964,119.92473871205216,133.4468513713659,219.9554200096376,212.238219221664,"0.5394467711448669, 0.45317569375038147","0.47034603357315063, 0.46063432097435","0.5287869572639465, 0.5392347574234009","0.4727042615413666, 0.5573023557662964","0.4509865641593933, 0.5866415500640869","0.4065206050872803, 0.5965431332588196","0.5090378522872925, 0.702875554561615","0.4635700285434723, 0.7421349287033081","0.5260637998580933, 0.6249796152114868","0.5088739991188049, 0.6484552621841431","0.48029813170433044, 0.8233603239059448","0.43625888228416443, 0.8847540020942688","0.562255859375, 0.4427521228790283",-29.480787324888635,Leading Side
0.3003003003003003,25.282603600265684,15.88866269110295,177.29921613246353,152.91190425017302,115.2437714276776,136.93281368452946,223.08822102594735,211.02327077800183,"0.5463187098503113, 0.4623633325099945","0.4642961621284485, 0.4534267485141754","0.5286451578140259, 0.5519691705703735","0.45473942160606384, 0.5405546426773071","0.4518578052520752, 0.5902988910675049","0.4060390889644623, 0.5965510606765747","0.5122220516204834, 0.7023324370384216","0.46164560317993164, 0.7420254945755005","0.5163309574127197, 0.6347922682762146","0.4949713349342346, 0.646307110786438","0.4802798628807068, 0.8234666585922241","0.4362429976463318, 0.8845731019973755","0.5620316863059998, 0.4437101483345032",-29.39736715741728,Leading Side
0.333667000333667,19.517628116454755,16.16576648315095,178.6444022660593,162.50456902751694,117.3555991880449,139.96484265934052,225.03456932344275,209.5877874061662,"0.5526622533798218, 0.4688664972782135","0.45992475748062134, 0.44811105728149414","0.5282648205757141, 0.5534877777099609","0.45390933752059937, 0.5417439341545105","0.4626839756965637, 0.5945440530776978","0.406290203332901, 0.5967475175857544","0.5189363360404968, 0.7047371864318848","0.4598815441131592, 0.7424556016921997","0.5069676041603088, 0.6345102190971375","0.47919338941574097, 0.6445308923721313","0.4800061583518982, 0.8246176838874817","0.4363623261451721, 0.8846114873886108","0.5617789030075073, 0.4444887638092041",-27.633605749507094,Leading Side
0.3670337003670337,15.69323555339879,4.593983683881868,183.10239109532225,149.7000303250041,117.18869089380482,141.25827058686312,225.10372053366197,206.8375278902295,"0.5545845031738281, 0.4709998667240143","0.46085891127586365, 0.4439949095249176","0.5244263410568237, 0.5516042113304138","0.43646103143692017, 0.534179151058197","0.4644632935523987, 0.5941051244735718","0.4059882164001465, 0.5969730615615845","0.5195844769477844, 0.7041569948196411","0.45618072152137756, 0.742662787437439","0.48885074257850647, 0.6329725384712219","0.4604704976081848, 0.62278151512146","0.48004698753356934, 0.8223288655281067","0.4366738200187683, 0.8845535516738892","0.5596740245819092, 0.4474713206291199",-27.707299943634528,Leading Side
0.4004004004004004,11.271195315592523,0.2966317381780461,187.03794613997053,156.94592870727732,112.91896500232274,142.79317901160684,232.839165797928,207.4962267716305,"0.5554753541946411, 0.47336849570274353","0.4584941267967224, 0.43786492943763733","0.5197980999946594, 0.5491220951080322","0.4326595366001129, 0.5175740718841553","0.46319955587387085, 0.5981177687644958","0.40609827637672424, 0.6024251580238342","0.5248708724975586, 0.7024353742599487","0.45655521750450134, 0.74455326795578","0.4820516109466553, 0.6089311242103577","0.44004034996032715, 0.6003396511077881","0.47767478227615356, 0.8178089261054993","0.43700313568115234, 0.8845449686050415","0.557664692401886, 0.4500589966773987",-26.567728328542394,Leading Side
0.4337671004337671,0.2715244095824725,2.753455626623957,190.78966330901304,159.47741599034703,112.27697525758995,144.6461333876318,234.62126332947105,206.06357769569604,"0.555617094039917, 0.47483569383621216","0.45317190885543823, 0.43978649377822876","0.5013900399208069, 0.5479885339736938","0.4230191111564636, 0.5258712768554688","0.4641185700893402, 0.5970531702041626","0.4061383306980133, 0.598058819770813","0.5269805192947388, 0.7020772695541382","0.4554842412471771, 0.7429819107055664","0.45076698064804077, 0.594639003276825","0.4247709810733795, 0.6082123517990112","0.4760170876979828, 0.8180721998214722","0.43748873472213745, 0.884240984916687","0.5587788224220276, 0.449493944644928",-26.28446867201876,Leading Side
0.4671338004671338,2.991407711417269,6.541961372701513,205.0782425426527,165.13644916528483,111.9454029088507,145.57952369401158,232.73514173122487,204.64693186131043,"0.5559598207473755, 0.4770367741584778","0.4519693851470947, 0.4335115849971771","0.4970516264438629, 0.5442910194396973","0.41718584299087524, 0.5174304842948914","0.4636489748954773, 0.5942426919937134","0.4064578115940094, 0.5925272107124329","0.5253644585609436, 0.7018698453903198","0.4540684223175049, 0.735243022441864","0.43513768911361694, 0.5714777708053589","0.4090511202812195, 0.5779944658279419","0.4761173129081726, 0.8184294700622559","0.4382186532020569, 0.8811898231506348","0.558271050453186, 0.450594037771225",-26.517181567981915,Leading Side
0.5005005005005005,12.097648986065025,9.061138516414468,213.0716883849489,192.4902382087044,111.61996406277989,146.57915317462633,233.21659875615,202.23892680755296,"0.5544389486312866, 0.47650599479675293","0.4551113247871399, 0.4259697496891022","0.4847947657108307, 0.5356342196464539","0.41947466135025024, 0.5021030902862549","0.462729275226593, 0.5957184433937073","0.4072240889072418, 0.5927271842956543","0.5260895490646362, 0.7019679546356201","0.45099931955337524, 0.7324267029762268","0.41118383407592773, 0.5450114011764526","0.39442765712738037, 0.5346581935882568","0.47800904512405396, 0.8185766339302063","0.4384767413139343, 0.8803035616874695","0.5581573843955994, 0.4501059055328369",-26.01943183989649,Leading Side
0.5338672005338673,23.3548572451228,6.417001132350877,145.77899885787664,73.29505198344036,114.25973834438092,147.79850157620834,232.1068159765615,200.85472083023728,"0.5548251867294312, 0.4760042726993561","0.4554893970489502, 0.42198100686073303","0.48565635085105896, 0.5168628692626953","0.4271547198295593, 0.49203458428382874","0.4664704203605652, 0.5972824692726135","0.407991886138916, 0.5920414924621582","0.5264025926589966, 0.702500581741333","0.4496607780456543, 0.7318475842475891","0.40610092878341675, 0.5117875337600708","0.4984350800514221, 0.498668372631073","0.4782332479953766, 0.8191311955451965","0.43866610527038574, 0.8795145153999329","0.5584245324134827, 0.44981083273887634",-24.999809168530295,Leading Side
0.5672339005672339,40.755893750695634,33.532041997393726,151.47449754213585,42.82218344013233,114.8706074659588,147.9975677100526,231.06976085182689,198.45851890081084,"0.554274320602417, 0.47560110688209534","0.4568840563297272, 0.4216310381889343","0.47440463304519653, 0.494506299495697","0.3954692780971527, 0.4736223816871643","0.4663878083229065, 0.5968900322914124","0.4076160788536072, 0.5910137295722961","0.5254587531089783, 0.7025758028030396","0.44628292322158813, 0.7278014421463013","0.3826276361942291, 0.46955615282058716","0.4544088840484619, 0.4762701988220215","0.477715402841568, 0.8215352892875671","0.43922606110572815, 0.878893256187439","0.5593863129615784, 0.44963663816452026",-25.260456875720372,Leading Side
