Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,22.848602576447632,34.46573222636527,162.80346540496294,169.62755074159702,145.2681951476431,145.88746842100784,196.91443408188098,198.9689007565532,"0.572, 0.345","0.548, 0.359","0.574, 0.445","0.567, 0.472","0.499, 0.529","0.467, 0.533","0.531, 0.667","0.492, 0.690","0.605, 0.537","0.599, 0.561","0.520, 0.819","0.459, 0.883","0.651, 0.317",Preparation
1,0.03336002135041367,22.730330941295453,33.47690751817502,162.4418982836131,168.9185779656098,145.02399240560723,146.61685235075896,196.93110304191453,198.47432750612032,"0.573, 0.347","0.547, 0.358","0.574, 0.446","0.565, 0.472","0.499, 0.530","0.467, 0.533","0.531, 0.669","0.492, 0.692","0.605, 0.540","0.597, 0.561","0.521, 0.818","0.459, 0.883","0.651, 0.317",Preparation
2,0.06672004270082733,22.578597957750315,32.90566668361928,162.19624127523372,169.00253804575706,144.73992171399928,147.000500713419,197.0531271260738,198.19223778237716,"0.574, 0.347","0.547, 0.357","0.574, 0.446","0.564, 0.470","0.499, 0.530","0.467, 0.533","0.531, 0.670","0.492, 0.694","0.605, 0.542","0.596, 0.561","0.521, 0.818","0.460, 0.883","0.651, 0.317",Preparation
3,0.100080064051241,22.13784616825515,32.25289980390982,161.06295594050152,168.5265771939875,143.8842729397044,147.06546061025637,197.64947900820854,198.2215987601386,"0.575, 0.348","0.546, 0.355","0.574, 0.447","0.562, 0.467","0.499, 0.530","0.467, 0.533","0.532, 0.671","0.492, 0.694","0.606, 0.543","0.595, 0.561","0.520, 0.818","0.460, 0.883","0.651, 0.317",Preparation
4,0.13344008540165467,21.896684231813445,31.5750642229246,160.41851534617177,167.63243164358423,143.27858568745745,147.1276720179777,198.07672195725357,198.32402108719708,"0.577, 0.348","0.546, 0.354","0.574, 0.448","0.561, 0.467","0.498, 0.530","0.466, 0.533","0.532, 0.671","0.492, 0.694","0.606, 0.544","0.595, 0.560","0.520, 0.818","0.460, 0.883","0.651, 0.317",Preparation
5,0.16680010675206833,21.88729435681317,31.289298004526398,160.26441257821187,167.60019984275738,142.6610186457201,147.21855796871523,199.06055417484998,198.4398613720131,"0.577, 0.348","0.545, 0.353","0.574, 0.448","0.560, 0.466","0.498, 0.530","0.466, 0.533","0.533, 0.671","0.492, 0.694","0.606, 0.544","0.595, 0.560","0.520, 0.817","0.460, 0.883","0.651, 0.317",Preparation
6,0.200160128102482,21.890187408261752,31.06337604733611,160.03778998074685,167.29194690123938,142.21303500464083,147.05690128500243,199.4624635162819,198.6307230902854,"0.578, 0.349","0.545, 0.352","0.575, 0.448","0.560, 0.465","0.498, 0.530","0.466, 0.533","0.534, 0.671","0.492, 0.694","0.606, 0.544","0.594, 0.560","0.520, 0.817","0.460, 0.883","0.651, 0.317",Preparation
7,0.23352014945289565,22.005754496914175,30.748984869023868,160.02465367341856,167.16667833129796,141.841375513692,147.09288470874583,199.90892527106334,198.72561687555134,"0.578, 0.349","0.545, 0.351","0.575, 0.448","0.559, 0.464","0.498, 0.530","0.466, 0.532","0.534, 0.671","0.492, 0.694","0.607, 0.545","0.594, 0.560","0.520, 0.817","0.461, 0.883","0.651, 0.317",Preparation
8,0.26688017080330934,22.152053595048876,30.489336188076614,160.10360655275804,166.85400455803446,141.5700935479188,147.05464277185135,200.15044646118105,198.87074125023386,"0.578, 0.349","0.545, 0.350","0.575, 0.448","0.559, 0.464","0.498, 0.530","0.466, 0.532","0.534, 0.671","0.492, 0.694","0.607, 0.545","0.594, 0.560","0.520, 0.817","0.460, 0.883","0.651, 0.317",Preparation
9,0.300240192153723,22.194924953441735,30.556304417643467,160.18373815975423,166.95428992958946,141.4368983061567,146.98094402800012,200.35846750376632,198.9988599032002,"0.579, 0.349","0.545, 0.350","0.575, 0.448","0.559, 0.464","0.498, 0.530","0.466, 0.532","0.535, 0.671","0.492, 0.694","0.607, 0.545","0.594, 0.560","0.520, 0.817","0.460, 0.883","0.651, 0.316",Preparation
10,0.33360021350413666,22.22601898157698,30.444700770895732,160.238694120039,166.8587423531798,141.45684924277265,146.97341955691698,200.34422157525805,199.05759109623997,"0.579, 0.349","0.545, 0.351","0.576, 0.448","0.559, 0.464","0.498, 0.530","0.466, 0.532","0.535, 0.672","0.493, 0.694","0.607, 0.545","0.593, 0.560","0.520, 0.818","0.460, 0.883","0.652, 0.316",Preparation
11,0.3669602348545503,22.25257962101578,30.436128353173522,160.22168744728754,166.8724241532398,141.39646461124522,146.8664272222194,200.68752373331344,199.2279250147924,"0.579, 0.349","0.545, 0.351","0.576, 0.448","0.558, 0.464","0.498, 0.530","0.466, 0.532","0.535, 0.672","0.493, 0.694","0.607, 0.545","0.593, 0.560","0.519, 0.818","0.460, 0.883","0.652, 0.316",Preparation
12,0.400320256204964,22.147878942542803,30.818791919816,160.46010373183202,168.08063196183207,141.5017263212572,146.8403838340677,200.84035914256103,199.33567678408707,"0.579, 0.349","0.545, 0.351","0.576, 0.447","0.559, 0.464","0.499, 0.529","0.466, 0.532","0.536, 0.671","0.493, 0.694","0.607, 0.545","0.592, 0.559","0.520, 0.818","0.461, 0.883","0.652, 0.316",Preparation
13,0.43368027755537764,21.964198501651147,30.997642151972865,160.5514993723659,168.68471073201988,141.60220166584304,146.77683990884444,201.17279367503653,199.4545176316253,"0.579, 0.349","0.545, 0.351","0.576, 0.447","0.560, 0.464","0.500, 0.529","0.466, 0.531","0.537, 0.671","0.494, 0.694","0.607, 0.545","0.592, 0.559","0.520, 0.817","0.461, 0.883","0.652, 0.316",Preparation
14,0.4670402989057913,21.690326975873578,30.920157971372426,160.4640812774935,168.66306825348096,141.89666937098917,146.76149395545468,201.20149704648517,199.43248916961565,"0.579, 0.349","0.546, 0.351","0.576, 0.446","0.560, 0.464","0.500, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.607, 0.545","0.592, 0.558","0.520, 0.817","0.461, 0.883","0.652, 0.316",Preparation
15,0.500400320256205,21.595245129285495,30.922372050864578,160.28672719020037,168.657587805287,141.86200822531063,146.6590200747828,201.23313831656887,199.45746264590935,"0.579, 0.349","0.546, 0.351","0.576, 0.446","0.560, 0.464","0.500, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.608, 0.545","0.592, 0.558","0.520, 0.817","0.461, 0.883","0.651, 0.316",Preparation
16,0.5337603416066187,21.547889291762733,31.227888779543584,160.30621478579994,169.12171964262456,141.89510566852402,146.5541689382111,201.28292946240236,199.4493518246073,"0.579, 0.348","0.547, 0.351","0.576, 0.446","0.561, 0.464","0.501, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.608, 0.545","0.592, 0.559","0.520, 0.818","0.461, 0.883","0.651, 0.316",Preparation
17,0.5671203629570323,21.692882622201477,31.534037345005423,160.59146708562906,169.57192418374316,142.03699177002986,146.45348753351456,201.26193089567073,199.38708139967258,"0.579, 0.348","0.547, 0.352","0.576, 0.446","0.562, 0.464","0.501, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.608, 0.545","0.593, 0.559","0.520, 0.818","0.461, 0.883","0.651, 0.317",Preparation
18,0.600480384307446,21.753274112874962,31.707347925207866,160.81244748965915,169.76274921932608,142.23859504449175,146.31912381296442,201.17412318458008,199.41453937641717,"0.579, 0.347","0.548, 0.352","0.576, 0.445","0.562, 0.464","0.501, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.608, 0.544","0.593, 0.560","0.520, 0.818","0.461, 0.883","0.651, 0.317",Preparation
19,0.6338404056578596,21.85644586104833,32.03779047411791,161.018833448763,170.10087367988893,142.3057089136161,146.1276009215389,201.1449679525188,199.52585793856719,"0.578, 0.347","0.548, 0.353","0.576, 0.445","0.563, 0.464","0.501, 0.529","0.467, 0.531","0.537, 0.671","0.494, 0.694","0.608, 0.544","0.593, 0.560","0.520, 0.818","0.461, 0.883","0.651, 0.317",Preparation
20,0.6672004270082733,21.945720079474714,32.20288619626144,161.13811107277292,170.42115980607332,142.31128437010227,146.12332750947002,201.1854212383919,199.52978526660783,"0.578, 0.347","0.548, 0.354","0.576, 0.445","0.563, 0.465","0.501, 0.529","0.467, 0.531","0.537, 0.670","0.494, 0.694","0.608, 0.544","0.593, 0.560","0.520, 0.818","0.461, 0.883","0.651, 0.317",Preparation
21,0.7005604483586869,21.953505776461856,32.386340813239464,161.1730921982895,170.63354003894898,142.10120785450573,146.21464358766292,201.64302246939673,199.59282608707312,"0.578, 0.348","0.547, 0.354","0.576, 0.445","0.563, 0.465","0.501, 0.529","0.467, 0.531","0.538, 0.670","0.494, 0.694","0.608, 0.544","0.593, 0.561","0.520, 0.818","0.461, 0.883","0.651, 0.317",Preparation
22,0.7339204697091006,21.94018403535342,32.39654633377121,161.24507779313294,170.83920737049385,142.1082149851465,146.35986422156182,201.74257921729244,199.6177626947268,"0.578, 0.347","0.547, 0.354","0.576, 0.445","0.563, 0.465","0.501, 0.529","0.467, 0.531","0.538, 0.670","0.494, 0.694","0.608, 0.544","0.593, 0.561","0.520, 0.818","0.460, 0.883","0.651, 0.317",Preparation
23,0.7672804910595142,21.98322296247665,32.412445889976645,161.31990356121625,170.90496408916496,141.8617580933621,146.4290146286505,202.1187039964108,199.60971581173263,"0.578, 0.347","0.547, 0.354","0.576, 0.445","0.563, 0.465","0.501, 0.529","0.468, 0.531","0.538, 0.669","0.494, 0.693","0.608, 0.544","0.593, 0.561","0.520, 0.817","0.460, 0.882","0.651, 0.317",Preparation
24,0.800640512409928,22.048943111076376,31.385630947204266,161.2309502989962,168.70595551576653,141.5042861525416,146.78653767788637,202.5378827984561,199.8427238854439,"0.577, 0.347","0.546, 0.354","0.576, 0.445","0.560, 0.465","0.500, 0.529","0.467, 0.531","0.538, 0.669","0.495, 0.694","0.607, 0.543","0.593, 0.561","0.520, 0.817","0.460, 0.882","0.651, 0.317",Preparation
25,0.8340005337603416,22.074612661358913,31.043080205254416,161.11169554826125,167.81389316860904,141.3167557088977,146.97193738528838,202.91068376604315,200.05535736523646,"0.577, 0.347","0.545, 0.354","0.575, 0.445","0.559, 0.466","0.500, 0.529","0.467, 0.531","0.539, 0.668","0.495, 0.694","0.607, 0.543","0.594, 0.562","0.520, 0.817","0.460, 0.882","0.651, 0.317",Preparation
26,0.8673605551107553,22.123254234901903,30.846180026852252,161.05946255916567,167.44698485603587,141.0319077901527,147.10612969567725,203.50080959100572,200.35208960640912,"0.576, 0.347","0.544, 0.354","0.575, 0.445","0.559, 0.466","0.499, 0.529","0.467, 0.532","0.539, 0.668","0.495, 0.694","0.607, 0.543","0.594, 0.562","0.520, 0.816","0.460, 0.882","0.652, 0.317",Preparation
27,0.900720576461169,22.442952633505524,30.801635352429255,161.6859376484093,167.2854211152626,141.08558843592945,147.1325103403766,203.80739205473085,200.6032118678898,"0.575, 0.347","0.543, 0.354","0.575, 0.445","0.559, 0.467","0.499, 0.529","0.467, 0.532","0.539, 0.667","0.495, 0.694","0.607, 0.543","0.595, 0.563","0.520, 0.816","0.460, 0.882","0.652, 0.316",Preparation
28,0.9340805978115826,23.04677869038097,31.02454243437236,162.6972003093847,167.68546040034843,141.44495993910644,147.33855387908048,203.7532878318058,200.71898592670559,"0.573, 0.346","0.543, 0.354","0.575, 0.445","0.559, 0.467","0.499, 0.529","0.467, 0.532","0.539, 0.667","0.496, 0.694","0.607, 0.543","0.595, 0.563","0.520, 0.816","0.460, 0.882","0.651, 0.316",Preparation
29,0.9674406191619963,23.55667111039387,30.963904479311395,163.44886182866873,167.57047627049155,141.7299885394707,147.41402236000405,203.71543407200485,200.78686490517975,"0.572, 0.346","0.542, 0.353","0.575, 0.445","0.559, 0.466","0.498, 0.529","0.468, 0.532","0.539, 0.667","0.496, 0.694","0.607, 0.543","0.595, 0.562","0.520, 0.816","0.460, 0.882","0.651, 0.316",Preparation
30,1.00080064051241,23.8999201117321,30.869576289983083,163.90462703470615,167.6212862558658,142.20621905539124,147.61027398972624,203.0319024779712,200.7776801447364,"0.571, 0.347","0.542, 0.353","0.575, 0.445","0.558, 0.464","0.498, 0.529","0.468, 0.532","0.538, 0.668","0.496, 0.694","0.607, 0.543","0.595, 0.560","0.519, 0.817","0.460, 0.882","0.650, 0.316",Preparation
