Frame,Time,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,"x, y Left Shoulder","x, y Right Shoulder","x, y Left Elbow","x, y Right Elbow","x, y Left Hip","x, y Right Hip","x, y Left Knee","x, y Right Knee","x, y Left Wrist","x, y Right Wrist","x, y Left Ankle","x, y Right Ankle","x, y Nose",Pose
0,0.0,27.65112435414451,32.505875884398954,152.7242118031555,155.8653171823308,132.80951749448027,136.2503900039033,204.14364292285893,198.80272278928484,"0.560, 0.393","0.570, 0.390","0.557, 0.513","0.567, 0.524","0.448, 0.596","0.429, 0.599","0.497, 0.748","0.457, 0.764","0.602, 0.604","0.606, 0.619","0.481, 0.908","0.427, 0.950","0.658, 0.357",Preparation
1,0.033366700033366704,27.929080697312727,33.05355405297948,153.4314631351987,155.93352916929675,132.5817934166913,135.56495667288434,203.05431425308888,199.13764611544934,"0.561, 0.394","0.570, 0.391","0.558, 0.515","0.566, 0.525","0.448, 0.595","0.428, 0.597","0.498, 0.748","0.457, 0.764","0.602, 0.610","0.607, 0.622","0.483, 0.911","0.426, 0.950","0.658, 0.358",Preparation
2,0.06673340006673341,28.235318963963604,33.574703537822515,153.3140491861195,155.8043675066497,131.9098787870109,134.98973144102524,203.0232325119126,199.36198159052174,"0.561, 0.394","0.570, 0.393","0.558, 0.517","0.567, 0.527","0.447, 0.594","0.427, 0.597","0.498, 0.748","0.456, 0.764","0.602, 0.611","0.607, 0.624","0.485, 0.913","0.426, 0.950","0.657, 0.359",Preparation
3,0.1001001001001001,29.30577380872525,34.17469691736688,155.04822769534763,156.09119504446338,131.22242166828036,134.44340747503747,202.77208438000528,199.66638970044963,"0.563, 0.395","0.570, 0.395","0.561, 0.517","0.567, 0.528","0.447, 0.594","0.427, 0.596","0.499, 0.747","0.456, 0.763","0.603, 0.611","0.608, 0.625","0.486, 0.913","0.425, 0.949","0.657, 0.360",Preparation
4,0.13346680013346682,29.339290657290718,34.64212784436756,154.73029047780207,155.29545341018576,131.03729773120338,134.06781784852623,202.42877277120158,199.94518270009468,"0.564, 0.395","0.570, 0.396","0.561, 0.517","0.568, 0.532","0.447, 0.593","0.426, 0.596","0.499, 0.747","0.457, 0.763","0.604, 0.611","0.609, 0.627","0.487, 0.913","0.425, 0.949","0.657, 0.360",Preparation
5,0.16683350016683351,29.200914683538926,35.55859810647594,154.65284732815954,154.1589402151512,131.02438279777326,133.54005332051193,202.09610242789972,200.06093732065727,"0.564, 0.395","0.570, 0.400","0.561, 0.518","0.568, 0.540","0.447, 0.593","0.426, 0.597","0.499, 0.747","0.457, 0.763","0.604, 0.613","0.612, 0.632","0.488, 0.913","0.425, 0.949","0.657, 0.360",Preparation
6,0.2002002002002002,29.202190632777153,35.982434816095605,154.65361272360386,154.62722130266553,130.98792714258036,133.33765555768025,201.769591129037,200.2683441697182,"0.565, 0.396","0.570, 0.400","0.561, 0.521","0.569, 0.539","0.448, 0.593","0.426, 0.596","0.499, 0.747","0.457, 0.763","0.604, 0.616","0.613, 0.633","0.489, 0.915","0.424, 0.948","0.657, 0.361",Preparation
7,0.2335669002335669,28.73058620702361,37.17209706993634,153.7321269455539,152.95971362916492,131.76327219630613,133.54597601678,200.7791123734399,199.6139523049853,"0.566, 0.396","0.569, 0.401","0.562, 0.521","0.571, 0.544","0.449, 0.593","0.426, 0.596","0.499, 0.748","0.455, 0.762","0.605, 0.616","0.619, 0.635","0.490, 0.916","0.423, 0.948","0.657, 0.364",Preparation
8,0.26693360026693363,29.700639185337913,38.26166191622732,155.1983225757613,154.40265929797874,131.79132924320504,133.50625922196235,200.28038532193327,199.20856830882795,"0.568, 0.398","0.569, 0.403","0.565, 0.525","0.573, 0.546","0.451, 0.593","0.425, 0.595","0.499, 0.749","0.454, 0.762","0.606, 0.619","0.619, 0.637","0.490, 0.916","0.423, 0.947","0.657, 0.364",Preparation
9,0.3003003003003003,29.62129954985418,38.51082157450653,155.0023379945627,154.99600061908336,131.8762721528401,133.37487485925527,200.25650426930076,199.15546356471475,"0.568, 0.398","0.569, 0.403","0.565, 0.526","0.573, 0.546","0.451, 0.593","0.426, 0.595","0.499, 0.749","0.454, 0.761","0.605, 0.619","0.619, 0.637","0.490, 0.916","0.423, 0.947","0.657, 0.365",Preparation
10,0.33366700033366703,29.572284856317115,38.836678682653684,155.191586278692,155.33311051441393,131.86928569365983,132.84632923409742,200.32259530202384,199.69397068421435,"0.568, 0.399","0.569, 0.404","0.565, 0.527","0.574, 0.546","0.451, 0.593","0.426, 0.595","0.499, 0.749","0.455, 0.759","0.605, 0.619","0.619, 0.636","0.490, 0.916","0.424, 0.947","0.656, 0.366",Preparation
11,0.3670337003670337,29.40546261152092,39.30778592806472,154.79204723808505,155.14663699797066,132.01248150739204,132.71411148123988,200.36006170887578,199.55295318536199,"0.568, 0.400","0.570, 0.406","0.564, 0.529","0.575, 0.550","0.452, 0.593","0.426, 0.595","0.500, 0.750","0.455, 0.759","0.604, 0.620","0.619, 0.637","0.490, 0.916","0.423, 0.946","0.657, 0.367",Preparation
12,0.4004004004004004,29.365750575318355,39.519772023452,155.15360862751874,156.35876835409533,131.8648494212917,131.9770913142154,200.65364107913322,201.76716293799566,"0.567, 0.400","0.569, 0.407","0.564, 0.527","0.575, 0.549","0.451, 0.593","0.427, 0.595","0.500, 0.750","0.459, 0.760","0.603, 0.620","0.618, 0.637","0.489, 0.915","0.423, 0.946","0.657, 0.368",Preparation
13,0.4337671004337671,28.948679559247488,39.285933288279466,154.3453588279406,157.85761304836953,131.51368322100296,132.4356606304162,202.02755568214246,202.74608795352614,"0.567, 0.400","0.568, 0.407","0.563, 0.525","0.575, 0.546","0.451, 0.593","0.429, 0.596","0.501, 0.750","0.461, 0.760","0.603, 0.618","0.618, 0.637","0.488, 0.915","0.424, 0.945","0.657, 0.368",Preparation
14,0.4671338004671338,28.80762529299663,39.00318507606038,154.49766705390388,158.8689567836213,130.37354173889554,132.5597021115941,204.80296889222916,203.86776482621235,"0.568, 0.400","0.568, 0.406","0.563, 0.522","0.575, 0.543","0.451, 0.593","0.431, 0.596","0.504, 0.750","0.464, 0.761","0.603, 0.616","0.617, 0.637","0.486, 0.915","0.424, 0.945","0.657, 0.369",Preparation
15,0.5005005005005005,28.777241924015698,38.59469477088357,154.1655444263428,159.99436772299362,129.82407573723998,133.51368096439495,205.87290901733206,203.78216699845308,"0.567, 0.400","0.568, 0.406","0.563, 0.520","0.575, 0.537","0.451, 0.592","0.432, 0.596","0.506, 0.750","0.465, 0.762","0.603, 0.613","0.617, 0.635","0.486, 0.915","0.423, 0.945","0.657, 0.369",Preparation
16,0.5338672005338673,28.64984203189437,38.35504321488046,154.13058582876707,160.66617793605968,129.548023299678,134.04449401088291,206.13419384147412,203.53881396596367,"0.568, 0.400","0.568, 0.405","0.563, 0.520","0.575, 0.534","0.452, 0.592","0.433, 0.596","0.507, 0.750","0.465, 0.762","0.602, 0.612","0.617, 0.635","0.488, 0.914","0.423, 0.945","0.657, 0.369",Preparation
17,0.5672339005672339,28.762334299713807,38.291779904162155,154.3580309016371,160.72176134450356,129.49593058535115,134.12655131636808,206.3144826794601,203.49447594971747,"0.568, 0.401","0.568, 0.404","0.563, 0.520","0.575, 0.533","0.452, 0.592","0.433, 0.596","0.508, 0.750","0.465, 0.762","0.602, 0.612","0.617, 0.634","0.488, 0.914","0.423, 0.945","0.657, 0.369",Preparation
18,0.6006006006006006,28.997652309709327,38.22359901011826,154.0104855539444,160.43447403941423,129.3080363131133,134.17085990800726,206.69279842430555,203.36052458383367,"0.568, 0.401","0.568, 0.404","0.563, 0.520","0.575, 0.533","0.452, 0.592","0.433, 0.596","0.508, 0.750","0.464, 0.763","0.604, 0.612","0.617, 0.634","0.488, 0.915","0.423, 0.945","0.657, 0.369",Preparation
